disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,682,68,4.92,3.487903e-19,3.49,6.89
492.8 ,Other emphysema,Diseases of the respiratory system,108,13,4.26,0.0000475577,2.14,7.86
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",109,13,4.22,0.0000524672,2.12,7.78
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,241,21,3.06,0.0000360836,1.8,4.98
494 ,Bronchiectasis,Diseases of the respiratory system,106,9,2.81,0.0080597643,1.22,5.7
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,944,63,2.81,0.0000000030897626,1.99,3.94
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,159,13,2.74,0.0021496219,1.39,4.98
290 ,Senile and presenile organic psychotic...,Mental disorders,99,8,2.65,0.0161916412,1.09,5.58
038.9 ,Unspecified septicemia,Infectious and parasitic diseases,186,14,2.51,0.0048431803,1.31,4.46
780.0 ,Alteration of consciousness,"Comorbidities, signs, and ill-defined...",118,9,2.49,0.0156825049,1.09,5.04
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,395,28,2.49,0.000090785,1.57,3.83
707.0 ,Decubitus ulcer,Diseases of the skin and subcutaneous...,188,14,2.48,0.0050555602,1.29,4.41
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,8,2.48,0.0223387589,1.02,5.21
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,21,2.42,0.0010578569,1.43,3.92
290.0 ,"Senile dementia, uncomplicated",Mental disorders,315,22,2.38,0.0008171141,1.42,3.83
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,216,15,2.3,0.005480136,1.23,4.02
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,294,20,2.29,0.0019292041,1.34,3.75
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",487,31,2.22,0.0002628855,1.43,3.36
133.0 ,Scabies,Infectious and parasitic diseases,106,7,2.11,0.0878049461,0.81,4.62
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,122,8,2.1,0.0638715897,0.87,4.39
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,8,2.1,0.0638715897,0.87,4.39
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,9,2.08,0.0486804181,0.91,4.18
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,9,2.03,0.0526985857,0.89,4.08
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,192,12,2.02,0.0352177199,1,3.73
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,31,2.02,0.0011805694,1.3,3.04
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,7,2.01,0.0967961291,0.77,4.39
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,7,1.99,0.0988695665,0.77,4.35
