disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
582.9 ,Chronic glomerulonephritis with...,Diseases of the genitourinary...,123,30,5.77,0.000000000005077144,3.61,8.99
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,52,4.96,7.949558e-17,3.48,6.97
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,123,20,3.33,0.0000199178,1.92,5.52
599.7 ,Hematuria,Diseases of the genitourinary...,205,32,3.27,0.00000015130925,2.12,4.92
788.1 ,Dysuria,"Comorbidities, signs, and ill-defined...",103,16,3.12,0.0002371236,1.68,5.44
274.0 ,"Gouty arthropathy, unspecified","Endocrine, nutritional and metabolic...",255,37,3.04,0.0000001058044,2.03,4.43
274.9 ,"Gout, unspecified","Endocrine, nutritional and metabolic...",260,37,2.96,0.00000029491212,1.99,4.33
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",434,58,2.91,0.0000000004020882,2.1,3.99
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",148,21,2.83,0.0000996878,1.66,4.61
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,248,33,2.7,0.0000043027807,1.77,4.01
380.4 ,Impacted cerumen,Diseases of the nervous system,151,20,2.6,0.0004822823,1.51,4.27
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,155,20,2.52,0.0006151761,1.47,4.13
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",291,36,2.49,0.0000112821,1.67,3.64
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",125,16,2.48,0.0025968139,1.35,4.28
300.00 ,"Anxiety state, unspecified",Mental disorders,170,21,2.4,0.001088136,1.42,3.88
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,14,2.35,0.0066855809,1.22,4.2
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,157,19,2.33,0.0024067561,1.34,3.86
250.0 ,Diabetes Mellitus w/m of complication,"Endocrine, nutritional and metabolic...",98,12,2.33,0.0130556736,1.14,4.35
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,432,49,2.32,0.0000023661365,1.64,3.23
780.0 ,Alteration of consciousness,"Comorbidities, signs, and ill-defined...",118,14,2.26,0.0084761879,1.17,4.02
600 ,Hyperplasia of prostate,Diseases of the genitourinary...,1264,120,2.25,0.0000000003743049,1.74,2.9
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",693,73,2.25,0.000000086181793,1.67,2.99
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,110,13,2.24,0.0116654562,1.14,4.08
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,1178,113,2.23,0.0000000009566153,1.72,2.88
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,12,2.17,0.0180460471,1.07,4.05
595.0 ,Acute cystitis,Diseases of the genitourinary...,149,17,2.17,0.006419737,1.21,3.67
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,310,34,2.15,0.0002177993,1.42,3.15
780.7 ,Malaise and fatigue,"Comorbidities, signs, and ill-defined...",332,36,2.13,0.0002030144,1.43,3.1
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,192,21,2.08,0.004025233,1.23,3.35
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,12,2.06,0.0336347111,1.02,3.83
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,14,2.05,0.0191966046,1.07,3.65
038.9 ,Unspecified septicemia,Infectious and parasitic diseases,186,20,2.04,0.0059748727,1.19,3.31
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",159,17,2.01,0.0138259495,1.12,3.4
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,122,13,1.99,0.0286001562,1.01,3.6
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",142,15,1.98,0.025713469,1.06,3.44
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,123,13,1.97,0.0297514208,1,3.57
531.90 ,"Gastric ulcer, unspecified as...",Diseases of the digestive system,145,15,1.93,0.0275948136,1.03,3.36
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,159,16,1.87,0.0246016591,1.03,3.2
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,425,41,1.87,0.0009707691,1.28,2.66
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,14,1.87,0.0397852208,0.98,3.31
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,60,1.87,0.0000822858,1.37,2.54
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,75,1.87,0.0000243334,1.4,2.48
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",487,46,1.84,0.0006530448,1.29,2.57
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,321,31,1.83,0.0040791414,1.2,2.73
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,14,1.82,0.0433655503,0.96,3.23
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,493,46,1.81,0.0010085271,1.27,2.54
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,12,1.81,0.0723764095,0.9,3.35
477.9 ,"Allergic rhinitis, cause unspecified",Diseases of the respiratory system,176,17,1.79,0.0317641018,1,3.01
894.0 ,Multiple and unspecified open...,Injury and poisoning,189,18,1.76,0.0365701052,1,2.93
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,627,56,1.75,0.0006326928,1.26,2.39
428 ,Heart failure,Diseases of the circulatory system,137,13,1.74,0.0639976428,0.89,3.14
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,500,45,1.73,0.0022296351,1.21,2.43
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,395,36,1.73,0.0048046016,1.16,2.51
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,70,1.71,0.0003623255,1.27,2.28
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,330,30,1.7,0.0137228329,1.11,2.55
729.2 ,"Neuralgia, neuritis, and radiculitis,...",Diseases of the musculoskeletal...,195,18,1.7,0.0414927704,0.97,2.82
402 ,Hypertensive heart disease,Diseases of the circulatory system,210,19,1.67,0.0479262209,0.96,2.73
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",109,10,1.67,0.1412518591,0.77,3.25
564.0 ,Constipation,Diseases of the digestive system,1528,119,1.66,0.0000820476,1.29,2.14
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,155,14,1.65,0.0809623862,0.87,2.91
466.1 ,Acute bronchiolitis,Diseases of the respiratory system,99,9,1.65,0.1848901534,0.72,3.32
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,157,14,1.63,0.1137119077,0.85,2.87
401.1 ,Benign essential hypertension,Diseases of the circulatory system,237,21,1.63,0.0449047908,0.97,2.61
401 ,Essential hypertension,Diseases of the circulatory system,250,22,1.62,0.0495463734,0.98,2.57
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,239,21,1.61,0.0465972498,0.96,2.59
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,113,10,1.6,0.1531981504,0.74,3.11
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,33,1.6,0.0219634589,1.06,2.35
250.00 ,Diabetes mellitus without mention...,"Endocrine, nutritional and metabolic...",301,26,1.6,0.0398995261,1,2.45
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,126,11,1.58,0.1710228233,0.76,2.98
535.00 ,"Acute gastritis, without mention...",Diseases of the digestive system,342,29,1.57,0.0397948099,1.01,2.35
491 ,Chronic bronchitis,Diseases of the respiratory system,223,19,1.55,0.0778051283,0.9,2.54
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,9,1.54,0.2041064072,0.68,3.1
492.8 ,Other emphysema,Diseases of the respiratory system,108,9,1.5,0.2913037275,0.66,3
716.90 ,"Arthropathy, unspecified, site...",Diseases of the musculoskeletal...,195,16,1.48,0.1558919151,0.82,2.52
493 ,Asthma,Diseases of the respiratory system,122,10,1.47,0.2371439527,0.68,2.85
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,465,37,1.47,0.046088182,1,2.12
290.0 ,"Senile dementia, uncomplicated",Mental disorders,315,25,1.44,0.1031369473,0.9,2.23
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",420,33,1.44,0.0625599339,0.96,2.11
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",290,23,1.44,0.1179641526,0.88,2.26
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,241,19,1.42,0.155950999,0.83,2.32
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,23,1.41,0.1554009548,0.86,2.2
465.8 ,Acute upper respiratory infections...,Diseases of the respiratory system,194,15,1.39,0.2686583945,0.75,2.39
465.9 ,Acute upper respiratory infections...,Diseases of the respiratory system,2019,138,1.39,0.0083850587,1.08,1.78
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,246,19,1.39,0.2045457247,0.81,2.27
