disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
789.5 ,Ascites,"Comorbidities, signs, and ill-defined...",1995,1652,234.88,< 0.0001,208.44,266.37
155.0 ,"Malignant neoplasm of liver, primary",Neoplasms,8264,4413,65.74,< 0.0001,62.68,68.73
571.2 ,Alcoholic cirrhosis of liver,Diseases of the digestive system,3152,1799,65.3,< 0.0001,60.75,70.12
155 ,Malignant liver and intrahepatic...,Neoplasms,2113,1186,60.78,< 0.0001,55.64,66.26
155.2 ,"Malignant neoplasm of liver, not...",Neoplasms,3173,1542,45.76,< 0.0001,42.65,49.21
578.0 ,Hematemesis,Diseases of the digestive system,1749,532,20.05,< 0.0001,18.06,22.25
782.4 ,"Jaundice, unspecified, not of...","Comorbidities, signs, and ill-defined...",2516,644,15.86,< 0.0001,14.47,17.38
571.3 ,"Alcoholic liver damage, unspecified",Diseases of the digestive system,4405,1030,14.34,< 0.0001,13.34,15.4
571.1 ,Acute alcoholic hepatitis,Diseases of the digestive system,2126,489,13.66,< 0.0001,12.31,15.14
578 ,Gastrointestinal hemorrhage,Diseases of the digestive system,1460,330,13.26,5.02279e-223,11.68,15.01
571 ,Chronic liver disease and cirrhosis,Diseases of the digestive system,10105,2077,12.81,< 0.0001,12.17,13.48
303.90 ,Other and unspecified alcohol...,Mental disorders,2646,547,11.95,< 0.0001,10.84,13.15
070.51 ,Acute hepatitis C without mention...,Infectious and parasitic diseases,9372,1797,11.57,< 0.0001,10.96,12.2
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,15360,2682,10.79,< 0.0001,10.32,11.28
070.30 ,Viral hepatitis B without mention...,Infectious and parasitic diseases,17624,2835,9.84,< 0.0001,9.42,10.27
276.8 ,Hypopotassemia,"Endocrine, nutritional and metabolic...",1536,269,9.61,4.61181e-152,8.38,10.97
571.9 ,Unspecified chronic liver disease...,Diseases of the digestive system,16232,2516,9.25,< 0.0001,8.84,9.68
239.0 ,Neoplasm of unspecified nature...,Neoplasms,3339,550,9.04,6.88455e-296,8.22,9.92
038.9 ,Unspecified septicemia,Infectious and parasitic diseases,5638,883,8.64,< 0.0001,8.02,9.3
571.0 ,Alcoholic fatty liver,Diseases of the digestive system,3671,559,8.23,1.4295e-282,7.5,9.02
070.3 ,Viral hepatitis B without mention...,Infectious and parasitic diseases,2804,428,8.21,8.40163e-217,7.38,9.11
571.4 ,Chronic hepatitis,Diseases of the digestive system,51878,5910,7.78,< 0.0001,7.54,8.04
577.1 ,Chronic pancreatitis,Diseases of the digestive system,1868,260,7.31,1.89584e-122,6.38,8.34
211.5 ,Benign neoplasm of liver and biliary...,Neoplasms,3319,432,6.81,3.32472e-191,6.14,7.55
570 ,Acute and subacute necrosis of...,Diseases of the digestive system,2136,272,6.6,1.76527e-118,5.78,7.5
038 ,Septicemia,Infectious and parasitic diseases,2126,267,6.49,6.90399e-115,5.68,7.39
571.41 ,Chronic persistent hepatitis,Diseases of the digestive system,7887,961,6.47,< 0.0001,6.03,6.93
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",20463,2337,6.4,< 0.0001,6.12,6.7
