disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
380.15 ,Chronic mycotic otitis externa,Diseases of the nervous system,880,101,15.92,2.648414e-78,12.7,19.77
380.4 ,Impacted cerumen,Diseases of the nervous system,4687,409,15.71,1.87022e-285,13.86,17.77
382.3 ,Unspecified chronic suppurative...,Diseases of the nervous system,574,63,14.67,6.2266e-48,11.04,19.22
380.10 ,"Infective otitis externa, unspecified",Diseases of the nervous system,4769,272,8.51,1.27424e-136,7.39,9.78
382.9 ,Unspecified otitis media,Diseases of the nervous system,2390,137,7.63,2.592206e-67,6.31,9.17
388.3 ,Tinitus,Diseases of the nervous system,1144,66,7.28,6.904765e-33,5.55,9.4
389.10 ,"Sensorineural hearing loss, unspecified",Diseases of the nervous system,1757,89,6.44,1.349925e-39,5.1,8.04
388.30 ,"Tinnitus, unspecified",Diseases of the nervous system,3769,162,5.71,3.193564e-62,4.79,6.76
478.1 ,Other diseases of nasal cavity...,Diseases of the respiratory system,1244,54,5.33,2.120373e-21,3.96,7.05
472.0 ,Chronic rhinitis,Diseases of the respiratory system,2257,87,4.81,4.402141e-30,3.81,6.02
472.1 ,Chronic pharyngitis,Diseases of the respiratory system,1825,68,4.58,6.064869e-23,3.52,5.89
461.8 ,Other acute sinusitis,Diseases of the respiratory system,537,20,4.44,0.000000096779891,2.68,6.96
461 ,Acute sinusitis,Diseases of the respiratory system,544,20,4.38,0.00000011898703,2.64,6.87
389.9 ,Unspecified hearing loss,Diseases of the nervous system,2682,93,4.32,1.065716e-28,3.45,5.36
478.5 ,Other diseases of vocal cords,Diseases of the respiratory system,721,26,4.31,0.0000000024025369,2.78,6.4
623.5 ,"Leukorrhea, not specified as infective",Diseases of the genitourinary...,532,17,3.78,0.0000066178567,2.18,6.14
477.8 ,Allergic rhinitis due to other...,Diseases of the respiratory system,757,24,3.77,0.00000010656868,2.39,5.67
211.3 ,Benign neoplasm of colon,Neoplasms,571,17,3.51,0.0000163725,2.02,5.7
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,7613,200,3.46,1.139058e-43,2.95,4.03
386.50 ,"Labyrinthine dysfunction, unspecified",Diseases of the nervous system,550,16,3.43,0.0000377733,1.94,5.64
728.85 ,Spasm of muscle,Diseases of the musculoskeletal...,1031,29,3.34,0.00000006819333,2.21,4.85
386.12 ,Vestibular neuronitis,Diseases of the nervous system,2970,77,3.15,9.677358e-17,2.46,3.98
706.3 ,Seborrhea,Diseases of the skin and subcutaneous...,754,20,3.12,0.0000162867,1.89,4.88
373.0 ,Blepharitis,Diseases of the nervous system,1196,31,3.07,0.00000014668365,2.07,4.4
054.9 ,Herpes simplex without mention...,Infectious and parasitic diseases,574,15,3.07,0.000208801,1.7,5.12
528.2 ,Oral aphthae,Diseases of the digestive system,1666,42,3,0.0000000021646086,2.14,4.1
616.0 ,Cervicitis and endocervicitis,Diseases of the genitourinary...,1187,30,2.99,0.00000039049685,2,4.31
528.0 ,Stomatitis,Diseases of the digestive system,2919,71,2.94,0.00000000000003463576,2.27,3.75
366.8 ,Other cataract,Diseases of the nervous system,1001,25,2.94,0.0000043157657,1.89,4.39
389.1 ,Sensorineural hearing loss,Diseases of the nervous system,641,16,2.93,0.000217822,1.66,4.81
692.8 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,600,15,2.93,0.0003325547,1.62,4.89
370.33 ,"Keratoconjunctivitis sicca, not...",Diseases of the nervous system,615,15,2.86,0.0004292969,1.58,4.77
110.1 ,Dermatophytosis of nail,Infectious and parasitic diseases,2606,62,2.86,0.00000000000372617,2.17,3.7
682.0 ,Cellulitis and abscess of face,Diseases of the skin and subcutaneous...,616,15,2.85,0.0004365248,1.58,4.76
690 ,Erythematosquamous dermatosis,Diseases of the skin and subcutaneous...,2093,50,2.85,0.0000000003990864,2.1,3.8
427.2 ,"Paroxysmal tachycardia, unspecified",Diseases of the circulatory system,785,19,2.84,0.0000875855,1.69,4.49
693.0 ,Dermatitis due to drugs and medicines...,Diseases of the skin and subcutaneous...,792,19,2.81,0.0000981709,1.68,4.44
416 ,Chronic pulmonary heart disease,Diseases of the circulatory system,711,17,2.8,0.0002316536,1.62,4.54
698.8 ,Other specified pruritic conditions,Diseases of the skin and subcutaneous...,1880,44,2.78,0.0000000080818868,2,3.77
362.60 ,"Peripheral retinal degeneration,...",Diseases of the nervous system,719,17,2.77,0.0002633448,1.6,4.48
616.10 ,"Vaginitis and vulvovaginitis,...",Diseases of the genitourinary...,3728,85,2.77,0.000000000000003609627,2.19,3.46
710.2 ,Sicca syndrome,Diseases of the musculoskeletal...,810,19,2.75,0.0001307444,1.64,4.34
708.8 ,Other specified urticaria,Diseases of the skin and subcutaneous...,859,20,2.73,0.000097333,1.65,4.26
354.0 ,Carpal tunnel syndrome,Diseases of the nervous system,912,21,2.7,0.0000769691,1.66,4.17
375.15 ,"Tear film insufficiency, unspecified",Diseases of the nervous system,4470,99,2.7,1.148021e-16,2.17,3.33
477 ,Allergic rhinitis,Diseases of the respiratory system,1446,33,2.69,0.00000099201925,1.84,3.82
386.10 ,"Peripheral vertigo, unspecified",Diseases of the nervous system,3062,68,2.67,0.000000000008561662,2.05,3.42
738.4 ,Acquired spondylolisthesis,Diseases of the musculoskeletal...,1464,33,2.66,0.0000012921022,1.81,3.77
473.9 ,Unspecified sinusitis (chronic),Diseases of the respiratory system,1330,30,2.66,0.0000037982668,1.78,3.83
786.9 ,Other symptoms involving respiratory...,"Comorbidities, signs, and ill-defined...",573,13,2.65,0.0019041803,1.4,4.58
357.4 ,Polyneuropathy in other diseases...,Diseases of the nervous system,982,22,2.63,0.0000780104,1.63,4.02
786.51 ,Precordial pain,"Comorbidities, signs, and ill-defined...",890,20,2.63,0.0001551278,1.59,4.11
573.9 ,Unspecified disorder of liver,Diseases of the digestive system,532,12,2.63,0.0029236739,1.35,4.65
477.9 ,"Allergic rhinitis, cause unspecified",Diseases of the respiratory system,8056,167,2.62,1.501923e-24,2.21,3.09
362.10 ,"Background retinopathy, unspecified",Diseases of the nervous system,675,15,2.6,0.0010936902,1.44,4.33
702.0 ,Actinic keratosis,Diseases of the skin and subcutaneous...,720,16,2.6,0.000760059,1.47,4.26
465.9 ,Acute upper respiratory infections...,Diseases of the respiratory system,88411,1003,2.6,3.743279e-46,2.25,3.01
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,912,20,2.57,0.0002127321,1.55,4.01
365 ,Glaucoma,Diseases of the nervous system,1144,25,2.56,0.0000392099,1.65,3.82
367.89 ,Other disorders of refraction...,Diseases of the nervous system,638,14,2.56,0.0017689969,1.39,4.35
372.39 ,Other conjunctivitis,Diseases of the nervous system,1055,23,2.56,0.0000811912,1.61,3.87
078.1 ,Viral warts,Infectious and parasitic diseases,2195,47,2.54,0.000000040308283,1.85,3.41
379.99 ,Other ill-defined disorders of...,Diseases of the nervous system,785,17,2.53,0.0007021549,1.46,4.09
891 ,"Open wound of knee, leg (except...",Injury and poisoning,693,15,2.53,0.0014130289,1.4,4.21
523.0 ,Acute gingivitis,Diseases of the digestive system,1118,24,2.52,0.0000727118,1.6,3.78
375.56 ,"Stenosis of nasolacrimal duct,...",Diseases of the nervous system,1684,36,2.52,0.0000018004903,1.75,3.52
784.1 ,Throat pain,"Comorbidities, signs, and ill-defined...",1308,28,2.51,0.000029743,1.66,3.67
692.89 ,Contact dermatitis and other eczema...,Diseases of the skin and subcutaneous...,2519,53,2.5,0.000000013653236,1.86,3.3
462 ,Acute pharyngitis,Diseases of the respiratory system,15142,283,2.5,5.20438e-35,2.18,2.86
627.2 ,Symptomatic menopausal or female...,Diseases of the genitourinary...,5295,108,2.49,0.000000000000001707915,2.02,3.04
300.02 ,Generalized anxiety disorder,Mental disorders,1710,36,2.48,0.0000023240289,1.72,3.47
924 ,Contusion of lower limb and of...,Injury and poisoning,563,12,2.48,0.0045645633,1.27,4.39
784.7 ,Epistaxis,"Comorbidities, signs, and ill-defined...",1043,22,2.47,0.0002830523,1.53,3.78
300.09 ,Other anxiety states,Mental disorders,1446,30,2.44,0.0000213223,1.63,3.51
372.53 ,Conjunctival xerosis,Diseases of the nervous system,764,16,2.44,0.0013968327,1.38,4.01
374.0 ,Entropion and trichiasis of eyelid,Diseases of the nervous system,1688,35,2.44,0.0000042552857,1.69,3.43
698 ,Pruritus and related conditions,Diseases of the skin and subcutaneous...,1200,25,2.44,0.0001082938,1.57,3.64
217 ,Benign neoplasm of breast,Neoplasms,573,12,2.44,0.0052280234,1.25,4.31
582 ,Chronic glomerulonephritis,Diseases of the genitourinary...,624,13,2.43,0.0039134149,1.28,4.2
372.11 ,Simple chronic conjunctivitis,Diseases of the nervous system,6984,137,2.43,3.090464e-18,2.01,2.91
722 ,Intervertebral disc disorders,Diseases of the musculoskeletal...,578,12,2.42,0.0055873612,1.24,4.27
681.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,675,14,2.42,0.0029336019,1.31,4.1
692.5 ,Contact dermatitis and other eczema...,Diseases of the skin and subcutaneous...,626,13,2.42,0.0040179984,1.28,4.18
463 ,Acute tonsillitis,Diseases of the respiratory system,13872,255,2.41,4.735951e-30,2.09,2.78
465.0 ,Acute laryngopharyngitis,Diseases of the respiratory system,13705,252,2.41,1.30701e-29,2.09,2.78
373.12 ,Hordeolum internum,Diseases of the nervous system,776,16,2.4,0.0016333647,1.36,3.95
374.00 ,"Entropion, unspecified",Diseases of the nervous system,1619,33,2.4,0.0000109372,1.64,3.4
930.1 ,Foreign body in conjunctival sac,Injury and poisoning,2670,54,2.4,0.00000002489972,1.79,3.16
110.3 ,Dermatophytosis of groin and perianal...,Infectious and parasitic diseases,1223,25,2.39,0.0001317562,1.54,3.57
307.42 ,Persistent disorder of initiating...,Mental disorders,1534,31,2.37,0.0000234862,1.6,3.4
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,7365,141,2.37,7.403727e-18,1.97,2.83
372.0 ,Acute conjunctivitis,Diseases of the nervous system,2097,42,2.36,0.0000012381514,1.69,3.23
588.9 ,Unspecified disorder resulting...,Diseases of the genitourinary...,1691,34,2.36,0.0000153165,1.62,3.33
372.72 ,Conjunctival hemorrhage,Diseases of the nervous system,3021,60,2.36,0.0000000084403137,1.79,3.07
574 ,Cholelithiasis,Diseases of the digestive system,944,19,2.35,0.0010837323,1.4,3.71
110.9 ,Dermatophytosis of unspecified...,Infectious and parasitic diseases,2064,41,2.34,0.0000019706026,1.67,3.21
728 ,"Disorders of muscle, ligament,...",Diseases of the musculoskeletal...,1663,33,2.33,0.0000241442,1.59,3.3
372.54 ,Conjunctival concretions,Diseases of the nervous system,2337,46,2.33,0.00000078168726,1.69,3.13
719.99 ,"Unspecified disorder of joint,...",Diseases of the musculoskeletal...,753,15,2.32,0.0044104394,1.29,3.87
722.73 ,Intervertebral disc disorder with...,Diseases of the musculoskeletal...,703,14,2.32,0.0062309893,1.26,3.93
854.0 ,Intracranial injury of other and...,Injury and poisoning,601,12,2.32,0.0075003447,1.19,4.1
464.20 ,Acute laryngotracheitis without...,Diseases of the respiratory system,4487,86,2.31,0.00000000002835114,1.83,2.88
616.1 ,Vaginitis and vulvovaginitis,Diseases of the genitourinary...,1175,23,2.29,0.0004055918,1.44,3.47
386.1 ,Other and unspecified peripheral...,Diseases of the nervous system,1441,28,2.28,0.0001455131,1.5,3.32
