disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
714.8 ,Other specified inflammatory polyarthropathies,Diseases of the musculoskeletal...,1255,212,19.83,5.59747e-180,16.97,23.07
728.8 ,"Other disorders of muscle, ligament...",Diseases of the musculoskeletal...,1713,152,9.36,1.907023e-87,7.85,11.09
555.2 ,Regional enteritis of small intestine...,Diseases of the digestive system,1666,97,5.87,1.955809e-40,4.72,7.22
478.9 ,Other and unspecified diseases...,Diseases of the respiratory system,4578,254,5.74,1.27469e-99,5.02,6.54
719.80 ,"Other specified disorders of joint,...",Diseases of the musculoskeletal...,1065,56,5.23,6.389612e-22,3.91,6.86
843.8 ,Sprains and strains of other specified...,Injury and poisoning,1133,57,4.99,2.213635e-21,3.75,6.53
922.2 ,Contusion of abdominal wall,Injury and poisoning,1283,63,4.87,6.357465e-23,3.71,6.29
733.02 ,Idiopathic osteoporosis,Diseases of the musculoskeletal...,1064,52,4.83,4.134045e-19,3.58,6.4
491.8 ,Other chronic bronchitis,Diseases of the respiratory system,5116,238,4.75,2.62968e-78,4.13,5.43
708.1 ,Idiopathic urticaria,Diseases of the skin and subcutaneous...,1839,84,4.53,6.477025e-28,3.59,5.65
728.89 ,"Other disorders of muscle, ligament,...",Diseases of the musculoskeletal...,5597,234,4.23,2.102142e-68,3.69,4.84
715.09 ,"Osteoarthrosis, generalized, multiple...",Diseases of the musculoskeletal...,6702,259,3.91,6.842145e-69,3.43,4.45
597.89 ,Other urethritis,Diseases of the genitourinary...,2530,96,3.74,1.03052e-25,3.01,4.59
353.1 ,Lumbosacral plexus lesions,Diseases of the nervous system,1829,68,3.64,3.217682e-18,2.81,4.65
714.9 ,Unspecified inflammatory polyarthropathy,Diseases of the musculoskeletal...,2725,97,3.49,5.546054e-24,2.82,4.29
719.96 ,"Unspecified disorder of joint,...",Diseases of the musculoskeletal...,1127,40,3.45,0.00000000009179685,2.45,4.74
729.0 ,"Rheumatism, unspecified and fibrositis",Diseases of the musculoskeletal...,5665,194,3.41,2.967379e-44,2.93,3.95
493.21 ,Chronic obstructive asthma with...,Diseases of the respiratory system,3551,121,3.35,6.790983e-28,2.77,4.03
702.8 ,Other specified dermatoses,Diseases of the skin and subcutaneous...,2755,94,3.34,4.836403e-22,2.69,4.12
493.11 ,Intrinsic asthma with status asthmaticus,Diseases of the respiratory system,1301,44,3.29,0.00000000005064942,2.37,4.44
535.40 ,"Other specified gastritis, without...",Diseases of the digestive system,14062,447,3.29,7.49455e-92,2.97,3.63
411 ,Other acute and subacute forms...,Diseases of the circulatory system,2414,81,3.28,8.66318e-19,2.59,4.1
356.9 ,Unspecified hereditary and idiopathic...,Diseases of the nervous system,10840,348,3.27,3.454797e-72,2.91,3.65
719.88 ,"Other specified disorders of joint,...",Diseases of the musculoskeletal...,1637,55,3.27,0.0000000000002797758,2.45,4.28
721.8 ,Other allied disorders of spine,Diseases of the musculoskeletal...,1115,36,3.13,0.0000000088196122,2.18,4.36
716.16 ,"Traumatic arthropathy, lower leg",Diseases of the musculoskeletal...,934,30,3.11,0.00000016172054,2.08,4.47
357.8 ,Other inflammatory and toxic neuropathy,Diseases of the nervous system,1544,49,3.08,0.00000000003780777,2.26,4.1
427.2 ,"Paroxysmal tachycardia, unspecified",Diseases of the circulatory system,2575,81,3.06,3.328551e-17,2.42,3.83
535.01 ,"Acute gastritis, with hemorrhage",Diseases of the digestive system,1971,62,3.06,0.0000000000001562368,2.33,3.94
719.86 ,"Other specified disorders of joint,...",Diseases of the musculoskeletal...,1066,33,2.99,0.000000093571129,2.05,4.24
844.1 ,Sprain of medial collateral ligament...,Injury and poisoning,1109,34,2.96,0.00000007569456,2.04,4.17
844.0 ,Sprain of lateral collateral ligament...,Injury and poisoning,1181,35,2.86,0.00000010988926,1.98,4.01
402.91 ,Unspecified hypertensive heart...,Diseases of the circulatory system,5650,163,2.84,5.115227e-29,2.4,3.32
796.2 ,Elevated blood pressure reading...,"Comorbidities, signs, and ill-defined...",988,29,2.83,0.0000015431818,1.88,4.1
