disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",125,20,4.95,0.000000082112267,2.84,8.27
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,15,4.27,0.0000138721,2.25,7.62
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,241,31,4,0.0000000042220936,2.57,6.08
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,81,3.83,4.811755e-17,2.8,5.2
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,395,44,3.58,0.0000000001646722,2.45,5.14
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,34,3.54,0.000000013409847,2.32,5.28
300.00 ,"Anxiety state, unspecified",Mental disorders,170,20,3.43,0.0000121,1.99,5.65
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,110,13,3.35,0.0004137268,1.69,6.15
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,500,50,3.23,0.0000000003547242,2.26,4.56
582.9 ,Chronic glomerulonephritis with...,Diseases of the genitourinary...,123,14,3.22,0.0003684502,1.67,5.79
492.8 ,Other emphysema,Diseases of the respiratory system,108,12,3.11,0.0012013908,1.52,5.82
290 ,Senile and presenile organic psychotic...,Mental disorders,99,11,3.1,0.001915451,1.47,5.95
780.0 ,Alteration of consciousness,"Comorbidities, signs, and ill-defined...",118,13,3.09,0.0008177342,1.56,5.66
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,15,3.04,0.0004085736,1.62,5.35
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,26,3,0.000007045069,1.86,4.67
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,1178,92,2.96,0.000000000001186979,2.18,4
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,239,24,2.9,0.0000242689,1.77,4.58
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,155,16,2.9,0.0004350918,1.58,5.01
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,68,2.78,0.0000000005669284,2.01,3.8
571.40 ,"Chronic hepatitis, unspecified",Diseases of the digestive system,146,14,2.65,0.0020357493,1.38,4.72
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,493,43,2.65,0.0000006288889,1.81,3.8
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,11,2.64,0.0057832999,1.26,5.04
780.4 ,Dizziness and giddiness,"Comorbidities, signs, and ill-defined...",956,74,2.63,0.0000000016955566,1.92,3.58
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,180,17,2.63,0.0013440126,1.46,4.46
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",487,42,2.6,0.0000011127583,1.78,3.74
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,45,2.59,0.00000078141175,1.79,3.69
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,10,2.59,0.009152428,1.18,5.09
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,52,2.52,0.00000036039902,1.77,3.53
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,13,2.5,0.0070527852,1.27,4.54
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,33,2.49,0.0000311858,1.63,3.71
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,10,2.49,0.0117756716,1.14,4.87
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,310,27,2.48,0.000121637,1.56,3.82
716.90 ,"Arthropathy, unspecified, site...",Diseases of the musculoskeletal...,195,17,2.4,0.0022572879,1.34,4.06
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,246,21,2.38,0.0011433572,1.41,3.84
