disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
518.81 ,Acute respiratory failure,Diseases of the respiratory system,158,68,4.92,3.487903e-19,3.49,6.89
038.9 ,Unspecified septicemia,Infectious and parasitic diseases,186,77,4.64,2.200813e-20,3.38,6.36
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",487,163,3.65,2.826118e-30,2.94,4.52
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,944,279,3.56,1.135615e-43,2.98,4.25
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,159,51,2.98,0.000000005607661,2.07,4.24
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",109,35,2.93,0.0000021709755,1.89,4.48
491 ,Chronic bronchitis,Diseases of the respiratory system,223,66,2.68,0.0000000015904189,1.95,3.65
494 ,Bronchiectasis,Diseases of the respiratory system,106,32,2.67,0.000028445,1.69,4.13
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,321,93,2.67,0.000000000001389324,2.04,3.47
290.0 ,"Senile dementia, uncomplicated",Mental disorders,315,90,2.61,0.000000000009339499,1.99,3.4
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,115,34,2.59,0.0000183061,1.67,3.96
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,36,2.59,0.0000100532,1.69,3.9
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,37,2.52,0.0000151225,1.65,3.77
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,216,60,2.43,0.00000013047045,1.75,3.34
707.0 ,Decubitus ulcer,Diseases of the skin and subcutaneous...,188,52,2.4,0.0000010821374,1.69,3.36
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",125,35,2.4,0.0000466563,1.56,3.62
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,241,66,2.4,0.000000045159489,1.75,3.24
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,246,67,2.38,0.000000055486588,1.75,3.21
493 ,Asthma,Diseases of the respiratory system,122,33,2.28,0.0001885778,1.47,3.47
564 ,"Functional digestive disorders,...",Diseases of the digestive system,265,68,2.19,0.00000048400106,1.61,2.94
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,37,2.18,0.0002066384,1.44,3.22
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,36,2.16,0.0002911132,1.42,3.21
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,129,2.15,0.00000000004433846,1.71,2.68
428 ,Heart failure,Diseases of the circulatory system,137,35,2.11,0.0004356376,1.38,3.16
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,395,97,2.11,0.000000013075388,1.63,2.71
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,294,73,2.1,0.00000071515515,1.56,2.78
133.0 ,Scabies,Infectious and parasitic diseases,106,27,2.09,0.0018627512,1.29,3.3
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,192,48,2.07,0.0000545649,1.45,2.93
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,27,2.01,0.0032735481,1.24,3.17
290 ,Senile and presenile organic psychotic...,Mental disorders,99,24,1.95,0.0081974374,1.17,3.15
492.8 ,Other emphysema,Diseases of the respiratory system,108,26,1.94,0.0075196464,1.19,3.07
682.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,276,65,1.94,0.0000260453,1.42,2.6
332.0 ,Paralysis agitans,Diseases of the nervous system,108,26,1.94,0.0075196464,1.19,3.07
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,69,1.91,0.0000160926,1.42,2.55
582.9 ,Chronic glomerulonephritis with...,Diseases of the genitourinary...,123,29,1.89,0.0056158618,1.19,2.91
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,465,104,1.86,0.00000086758506,1.45,2.36
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,26,1.84,0.00924271,1.13,2.91
564.0 ,Constipation,Diseases of the digestive system,1528,300,1.83,0.000000000001916017,1.54,2.16
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,139,1.83,0.000000039603921,1.48,2.26
536 ,Disorders of function of stomach,Diseases of the digestive system,109,25,1.81,0.0125434364,1.1,2.89
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,169,1.76,0.000000032328439,1.44,2.14
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,425,89,1.68,0.0001094967,1.29,2.16
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,168,36,1.67,0.0097125317,1.11,2.46
531.90 ,"Gastric ulcer, unspecified as...",Diseases of the digestive system,145,31,1.66,0.0211897448,1.07,2.51
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,122,26,1.65,0.0348315407,1.02,2.59
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,80,1.65,0.0003343573,1.25,2.15
466.0 ,Acute bronchitis,Diseases of the respiratory system,1078,210,1.65,0.000000083739875,1.37,1.98
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,432,89,1.64,0.0001694306,1.26,2.11
780.0 ,Alteration of consciousness,"Comorbidities, signs, and ill-defined...",118,25,1.63,0.0443110901,1,2.59
729.1 ,"Myalgia and myositis, unspecified",Diseases of the musculoskeletal...,281,58,1.61,0.0027231767,1.17,2.19
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,160,1.58,0.0000086047351,1.29,1.93
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",434,86,1.55,0.0009101613,1.19,2
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,51,1.55,0.0094467671,1.11,2.15
