disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
884 ,Multiple and unspecified open...,Injury and poisoning,1768,229,62.18,1.56442e-303,53.52,71.88
830 ,Dislocation of jaw,Injury and poisoning,2316,121,21.95,8.97457e-112,18.04,26.49
823 ,Fracture of tibia and fibula,Injury and poisoning,1402,67,19.55,6.898901e-60,15.02,25.09
892 ,Open wound of foot except toe(s)...,Injury and poisoning,1615,72,18.21,3.79093e-62,14.12,23.16
891 ,"Open wound of knee, leg (except...",Injury and poisoning,2943,114,15.99,5.072706e-91,13.09,19.37
873 ,Other open wound of head,Injury and poisoning,2109,81,15.64,1.033518e-64,12.32,19.6
682 ,Other cellulitis and abscess,Diseases of the skin and subcutaneous...,4690,161,14.37,2.51336e-120,12.13,16.91
686 ,Other local infections of skin...,Diseases of the skin and subcutaneous...,6977,211,12.85,5.46249e-147,11.09,14.84
922.9 ,Contusion of unspecified part...,Injury and poisoning,7059,186,11.03,4.09806e-119,9.43,12.84
727 ,"Other disorders of synovium tendon,...",Diseases of the musculoskeletal...,9495,237,10.65,4.96793e-147,9.26,12.2
916 ,"Superficial injury of hip, thigh,...",Injury and poisoning,1604,42,10.36,9.954406e-28,7.42,14.12
716.65 ,"Unspecified monoarthritis, pelvic...",Diseases of the musculoskeletal...,1403,36,10.13,1.067506e-23,7.04,14.13
707.1 ,"Ulcer of lower limbs, except decubitus",Diseases of the skin and subcutaneous...,2415,60,9.88,1.043194e-37,7.49,12.81
924 ,Contusion of lower limb and of...,Injury and poisoning,3404,80,9.41,4.759137e-48,7.41,11.79
882 ,Open wound of hand except finger(s)...,Injury and poisoning,1479,35,9.32,5.794391e-22,6.45,13.05
919.8 ,Other and unspecified superficial...,Injury and poisoning,1484,32,8.46,4.74545e-19,5.75,12.03
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,6171,120,7.86,1.131813e-62,6.48,9.46
519 ,Other diseases of respiratory...,Diseases of the respiratory system,1655,31,7.32,7.96174e-17,4.95,10.46
709.8 ,Other specified disorders of skin,Diseases of the skin and subcutaneous...,9951,172,7.1,6.354731e-82,6.04,8.31
492 ,Emphysema,Diseases of the respiratory system,2255,40,6.95,1.930483e-20,4.94,9.52
437 ,Other and ill-defined cerebrovascular...,Diseases of the circulatory system,3010,52,6.79,1.346215e-25,5.05,8.96
813 ,Fracture of radius and ulna,Injury and poisoning,2080,36,6.77,3.223859e-18,4.71,9.43
958.3 ,Posttraumatic wound infection...,Injury and poisoning,9993,164,6.71,6.243805e-75,5.69,7.88
580 ,Acute glomerulonephritis,Diseases of the genitourinary...,2071,34,6.41,1.274517e-16,4.42,9.01
416 ,Chronic pulmonary heart disease,Diseases of the circulatory system,3408,54,6.22,8.651247e-25,4.65,8.17
924.1 ,Contusion of knee and lower leg,Injury and poisoning,1712,27,6.14,0.0000000000004128691,4.02,8.98
610 ,Benign mammary dysplasias,Diseases of the genitourinary...,3238,50,6.05,1.363518e-22,4.47,8.03
848 ,Other and ill-defined sprains...,Injury and poisoning,2848,44,6.04,4.508512e-20,4.37,8.16
729.81 ,Swelling of limb,Diseases of the musculoskeletal...,2465,38,6.02,1.631049e-17,4.24,8.31
316 ,Psychic factors associated with...,Mental disorders,4194,63,5.91,1.939741e-27,4.52,7.61
709.2 ,Scar conditions and fibrosis of...,Diseases of the skin and subcutaneous...,2732,41,5.86,2.255833e-18,4.19,8
349 ,Other and unspecified disorders...,Diseases of the nervous system,4109,60,5.74,1.383003e-25,4.36,7.43
306 ,Physiological malfunction arising...,Mental disorders,3492,51,5.72,5.608109e-22,4.24,7.57
923 ,Contusion of upper limb,Injury and poisoning,2056,30,5.68,0.0000000000001513957,3.81,8.15
285.8 ,Other specified anemias,Diseases of the blood and blood-forming...,2425,35,5.62,0.000000000000002061245,3.9,7.86
110 ,Dermatophytosis,Infectious and parasitic diseases,3083,44,5.58,8.3676e-19,4.03,7.53
922 ,Contusion of trunk,Injury and poisoning,2849,40,5.48,5.354431e-17,3.89,7.5
916.1 ,"Abrasion or friction burn of hip,...",Injury and poisoning,1955,27,5.36,0.000000000008313079,3.52,7.85
535.5 ,Unspecified gastritis & gastroduodenitis,Diseases of the digestive system,18993,242,5.32,1.529384e-88,4.64,6.09
924.9 ,Contusion of unspecified site,Injury and poisoning,14269,184,5.28,6.373539e-68,4.51,6.14
357.4 ,Polyneuropathy in other diseases...,Diseases of the nervous system,6064,80,5.21,1.011094e-30,4.11,6.52
487 ,Influenza,Diseases of the respiratory system,12955,166,5.21,6.498723e-61,4.42,6.11
215 ,Other benign neoplasm of connective...,Neoplasms,1496,20,5.18,0.0000000067722184,3.15,8.04
873.4 ,"Facial laceration, without mention...",Injury and poisoning,3248,43,5.16,2.951703e-17,3.72,6.99
891.1 ,"Open wound of knee, leg [except...",Injury and poisoning,4100,52,4.96,9.191159e-20,3.69,6.54
959.7 ,"Knee, leg, ankle, and foot injury",Injury and poisoning,2199,28,4.94,0.00000000002219062,3.27,7.18
216 ,Benign neoplasm of skin,Neoplasms,5688,71,4.91,4.813795e-26,3.82,6.23
536 ,Disorders of function of stomach,Diseases of the digestive system,21727,255,4.91,5.004505e-86,4.3,5.6
718.4 ,Contracture of joint,Diseases of the musculoskeletal...,2094,26,4.81,0.000000000191497,3.13,7.09
879.6 ,Open wound of other and unspecified...,Injury and poisoning,1449,18,4.8,0.00000011071009,2.83,7.63
850 ,Concussion,Injury and poisoning,3418,42,4.79,8.615314e-16,3.43,6.5
