disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
854 ,Intracranial injury of other and...,Injury and poisoning,2436,298,36.84,< 0.0001,32.42,41.74
870 ,Open wound of ocular adnexa,Injury and poisoning,1967,228,34.28,1.24664e-248,29.68,39.47
850 ,Concussion,Injury and poisoning,5070,438,25.52,< 0.0001,23.02,28.26
910 ,"Superficial injury of face, neck,...",Injury and poisoning,2633,229,24.9,1.0628e-220,21.59,28.59
873.4 ,"Facial laceration, without mention...",Injury and poisoning,14980,1074,23.11,< 0.0001,21.58,24.71
873.1 ,"Open wound of scalp, complicated",Injury and poisoning,2037,121,16.24,1.96927e-97,13.38,19.56
682 ,Other cellulitis and abscess,Diseases of the skin and subcutaneous...,4536,176,10.45,2.26388e-110,8.92,12.18
894 ,Multiple and unspecified open...,Injury and poisoning,1904,72,10.03,2.582811e-45,7.8,12.71
854.0 ,Intracranial injury of other and...,Injury and poisoning,3713,134,9.64,1.753729e-80,8.04,11.47
891 ,"Open wound of knee, leg (except...",Injury and poisoning,2045,67,8.64,1.717461e-38,6.66,11.04
873.41 ,"Open wound of cheek, without mention...",Injury and poisoning,2993,95,8.39,1.010663e-52,6.76,10.31
873.0 ,"Open wound of scalp, without mention...",Injury and poisoning,25650,713,7.98,< 0.0001,7.37,8.63
492 ,Emphysema,Diseases of the respiratory system,4230,122,7.63,9.377124e-63,6.31,9.15
879.8 ,Open wound(s) (multiple) of unspecified...,Injury and poisoning,13380,350,7.11,2.44888e-165,6.36,7.93
883 ,Open wound of finger(s),Injury and poisoning,2266,59,6.81,6.785798e-29,5.16,8.83
920 ,"Contusion of face, scalp, and...",Injury and poisoning,25927,612,6.63,6.74096e-268,6.09,7.21
922.2 ,Contusion of abdominal wall,Injury and poisoning,1892,48,6.62,2.408752e-23,4.86,8.83
057 ,Other viral exanthemata,Infectious and parasitic diseases,4296,101,6.16,1.820077e-44,5,7.52
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,5255,123,6.15,1.304246e-53,5.09,7.37
536 ,Disorders of function of stomach,Diseases of the digestive system,11241,256,6.09,1.06607e-107,5.34,6.91
473 ,Chronic sinusitis,Diseases of the respiratory system,7885,164,5.48,5.795076e-64,4.66,6.41
381 ,Nonsuppurative otitis media and...,Diseases of the nervous system,8219,165,5.28,2.934988e-62,4.49,6.18
922.1 ,Contusion of chest wall,Injury and poisoning,4269,86,5.25,2.720655e-33,4.19,6.51
709.2 ,Scar conditions and fibrosis of...,Diseases of the skin and subcutaneous...,2977,60,5.24,9.929455e-24,3.98,6.77
854.01 ,Intracranial injury of other and...,Injury and poisoning,7430,135,4.75,1.800827e-46,3.97,5.65
873.8 ,Other and unspecified open wound...,Injury and poisoning,9021,161,4.68,3.785211e-54,3.97,5.48
