disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",375,70,3.65,1.897511e-16,2.73,4.82
780.4 ,Dizziness and giddiness,"Comorbidities, signs, and ill-defined...",1790,247,3.37,1.493257e-38,2.81,4.03
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",266,46,3.2,0.0000000005661023,2.25,4.48
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",224,36,2.89,0.00000030435446,1.94,4.19
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",180,29,2.87,0.0000041680839,1.84,4.34
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",913,131,2.86,9.340463e-20,2.3,3.53
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,25,2.79,0.0000263042,1.73,4.35
564.8 ,Other specified function disorder...,Diseases of the digestive system,198,31,2.78,0.000005078767,1.81,4.14
787.3 ,"Flatulence, eructation, and gas...","Comorbidities, signs, and ill-defined...",349,53,2.75,0.0000000045193421,1.99,3.75
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",1368,179,2.73,4.923236e-23,2.25,3.31
349.9 ,Unspecified disorders of nervous...,Diseases of the nervous system,138,21,2.65,0.0002913879,1.57,4.29
698.9 ,Unspecified pruritic disorder,Diseases of the skin and subcutaneous...,254,38,2.65,0.0000015139053,1.81,3.81
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,214,32,2.63,0.0000073148593,1.73,3.89
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",174,26,2.61,0.0000579064,1.64,4.02
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",252,37,2.59,0.0000027111858,1.75,3.73
729.1 ,"Myalgia and myositis, unspecified",Diseases of the musculoskeletal...,531,75,2.59,0.00000000006046163,1.97,3.37
564.0 ,Constipation,Diseases of the digestive system,2159,248,2.58,6.322901e-25,2.16,3.09
729.2 ,"Neuralgia, neuritis, and radiculitis,...",Diseases of the musculoskeletal...,391,56,2.57,0.000000011508563,1.87,3.47
386.00 ,"Minihre's disease, unspecified",Diseases of the nervous system,191,28,2.56,0.0000394507,1.63,3.88
386.9 ,Unspecified vertiginous syndromes...,Diseases of the nervous system,184,27,2.56,0.0000538948,1.62,3.91
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",483,67,2.51,0.0000000015389421,1.88,3.31
250.0 ,Diabetes Mellitus w/m of complication,"Endocrine, nutritional and metabolic...",152,22,2.5,0.0003339223,1.5,3.99
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,716,96,2.49,0.000000000001737187,1.95,3.16
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",724,96,2.46,0.000000000003983693,1.92,3.12
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,47,2.42,0.00000079008035,1.72,3.35
009.0 ,"Infectious colitis, enteritis,...",Infectious and parasitic diseases,186,26,2.41,0.0002034322,1.51,3.7
133.0 ,Scabies,Infectious and parasitic diseases,195,27,2.39,0.0001644595,1.51,3.64
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",785,101,2.38,0.000000000005268146,1.87,3.01
250.90 ,"Diabetes with unspecified complication,...","Endocrine, nutritional and metabolic...",173,24,2.38,0.0004188085,1.47,3.72
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,303,41,2.36,0.0000068090533,1.63,3.33
536.8 ,Dyspepsia and other specified...,Diseases of the digestive system,751,96,2.35,0.00000000003104221,1.84,2.98
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,1284,154,2.34,0.000000000000001173747,1.91,2.86
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",800,100,2.3,0.00000000004150279,1.8,2.9
274.9 ,"Gout, unspecified","Endocrine, nutritional and metabolic...",187,25,2.28,0.000461108,1.42,3.53
727.00 ,"Synovitis and tenosynovitis, unspecified",Diseases of the musculoskeletal...,312,41,2.28,0.0000110955,1.58,3.22
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,30,2.28,0.0001608541,1.48,3.4
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,636,80,2.26,0.0000000042037798,1.73,2.92
571.40 ,"Chronic hepatitis, unspecified",Diseases of the digestive system,158,21,2.26,0.0015477593,1.34,3.63
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,235,31,2.26,0.0001309961,1.48,3.35
721.90 ,"Spondylosis of unspecified site,...",Diseases of the musculoskeletal...,158,21,2.26,0.0015477593,1.34,3.63
531.90 ,"Gastric ulcer, unspecified as...",Diseases of the digestive system,167,22,2.24,0.0012647089,1.35,3.56
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,25,2.21,0.0008585295,1.38,3.42
820.00 ,Closed fracture of intracapsular...,Injury and poisoning,138,18,2.2,0.0043427944,1.25,3.67
276.5 ,Volume depletion,"Endocrine, nutritional and metabolic...",138,18,2.2,0.0043427944,1.25,3.67
465.8 ,Acute upper respiratory infections...,Diseases of the respiratory system,341,43,2.17,0.0000236904,1.52,3.04
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,277,35,2.16,0.0001497399,1.45,3.13
466.1 ,Acute bronchiolitis,Diseases of the respiratory system,213,27,2.15,0.0009525562,1.37,3.27
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,18,2.13,0.0053544098,1.21,3.54
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,1445,160,2.12,0.000000000000440822,1.74,2.58
366.9 ,Unspecified cataract,Diseases of the nervous system,135,17,2.11,0.0073555282,1.18,3.56
437.0 ,Cerebral atherosclerosis,Diseases of the circulatory system,160,20,2.1,0.0049268146,1.23,3.4
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,20,2.1,0.0049268146,1.23,3.4
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",177,22,2.09,0.0029284422,1.26,3.31
780.0 ,Alteration of consciousness,"Comorbidities, signs, and ill-defined...",195,24,2.07,0.0027297002,1.28,3.22
462 ,Acute pharyngitis,Diseases of the respiratory system,366,44,2.06,0.0000734579,1.45,2.86
535.00 ,"Acute gastritis, without mention...",Diseases of the digestive system,667,78,2.06,0.00000017460051,1.58,2.66
372.00 ,"Acute conjunctivitis, unspecified",Diseases of the nervous system,389,46,2.02,0.0000769358,1.43,2.79
477.9 ,"Allergic rhinitis, cause unspecified",Diseases of the respiratory system,208,25,2.02,0.0024553924,1.26,3.11
724.2 ,Lumbago,Diseases of the musculoskeletal...,1041,115,2,0.0000000034204544,1.6,2.49
466.0 ,Acute bronchitis,Diseases of the respiratory system,1760,182,1.99,0.000000000003179839,1.64,2.4
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,705,80,1.99,0.00000054606269,1.53,2.57
535.0 ,Acute gastritis,Diseases of the digestive system,185,22,1.99,0.0057638186,1.2,3.14
848.9 ,Unspecified site of sprain and...,Injury and poisoning,360,42,1.98,0.0001708282,1.38,2.78
368.13 ,Visual discomfort,Diseases of the nervous system,134,16,1.98,0.0191395456,1.09,3.39
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,151,18,1.98,0.0111990743,1.13,3.29
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,431,50,1.98,0.000048239,1.43,2.71
372.30 ,"Conjunctivitis, unspecified",Diseases of the nervous system,534,61,1.97,0.0000105155,1.46,2.62
715.90 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,672,76,1.97,0.000001109193,1.51,2.56
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,24,1.94,0.005728787,1.2,3.02
280.9 ,"Iron deficiency anemia, unspecified",Diseases of the blood and blood-forming...,146,17,1.93,0.0165299464,1.08,3.24
332.0 ,Paralysis agitans,Diseases of the nervous system,155,18,1.93,0.0192433459,1.1,3.19
585 ,Chronic renal failure,Diseases of the genitourinary...,287,33,1.93,0.0013170155,1.29,2.82
721.3 ,Lumbosacral spondylosis without...,Diseases of the musculoskeletal...,462,52,1.92,0.0000847649,1.39,2.6
465.9 ,Acute upper respiratory infections...,Diseases of the respiratory system,3599,316,1.91,0.0000000000002794923,1.6,2.28
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,1234,130,1.91,0.0000000044904873,1.54,2.36
428 ,Heart failure,Diseases of the circulatory system,219,25,1.9,0.0050443003,1.19,2.92
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,2327,223,1.89,0.000000000006704262,1.57,2.26
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,676,74,1.89,0.000006110776,1.44,2.46
595.0 ,Acute cystitis,Diseases of the genitourinary...,358,40,1.88,0.0006112291,1.3,2.65
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,1201,125,1.87,0.000000020588086,1.51,2.32
300.00 ,"Anxiety state, unspecified",Mental disorders,280,31,1.84,0.0029054964,1.21,2.72
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,144,16,1.83,0.0376004916,1.01,3.11
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,463,50,1.82,0.0002962189,1.31,2.48
922.1 ,Contusion of chest wall,Injury and poisoning,193,21,1.79,0.0172949569,1.07,2.86
532.90 ,"Duodenal ulcer, unspecified as...",Diseases of the digestive system,138,15,1.78,0.051780062,0.96,3.08
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,336,36,1.78,0.0029952344,1.21,2.56
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,185,20,1.78,0.0223917805,1.05,2.86
290.0 ,"Senile dementia, uncomplicated",Mental disorders,726,75,1.77,0.0000368437,1.35,2.29
366 ,Cataract,Diseases of the nervous system,139,15,1.77,0.0528063817,0.95,3.05
535.50 ,"Unspecified gastritis and gastroduodenitis,...",Diseases of the digestive system,694,72,1.77,0.0000505607,1.34,2.31
724.3 ,Sciatica,Diseases of the musculoskeletal...,254,27,1.75,0.0094736749,1.12,2.65
290.9 ,Unspecified senile psychotic condition,Mental disorders,169,18,1.74,0.0379574968,1,2.88
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,930,93,1.73,0.0000147292,1.35,2.19
733.01 ,Senile osteoporosis,Diseases of the musculoskeletal...,316,33,1.73,0.0068887956,1.15,2.51
464.10 ,Acute tracheitis without mention...,Diseases of the respiratory system,441,45,1.7,0.001997985,1.2,2.35
464.0 ,Acute laryngitis,Diseases of the respiratory system,303,31,1.68,0.0118719429,1.11,2.47
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,394,40,1.68,0.0044004641,1.17,2.37
402 ,Hypertensive heart disease,Diseases of the circulatory system,347,35,1.66,0.0098761914,1.12,2.39
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,883,86,1.66,0.0000885924,1.29,2.12
465.0 ,Acute laryngopharyngitis,Diseases of the respiratory system,349,35,1.65,0.0101075034,1.12,2.37
686.9 ,Unspecified local infection of...,Diseases of the skin and subcutaneous...,483,48,1.65,0.0029846821,1.18,2.26
372.11 ,Simple chronic conjunctivitis,Diseases of the nervous system,158,16,1.64,0.0707438285,0.91,2.79
564 ,"Functional digestive disorders,...",Diseases of the digestive system,340,34,1.64,0.0127178826,1.1,2.38
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,739,72,1.64,0.0004026592,1.25,2.13
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,229,23,1.64,0.0394888319,1.01,2.55
250.00 ,Diabetes mellitus without mention...,"Endocrine, nutritional and metabolic...",543,53,1.62,0.0027874461,1.18,2.19
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,459,45,1.62,0.0045733313,1.15,2.24
380.4 ,Impacted cerumen,Diseases of the nervous system,161,16,1.61,0.0755798614,0.89,2.73
463 ,Acute tonsillitis,Diseases of the respiratory system,378,37,1.61,0.0102142718,1.1,2.29
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,161,16,1.61,0.0755798614,0.89,2.73
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,14,1.61,0.1165186987,0.85,2.82
894.0 ,Multiple and unspecified open...,Injury and poisoning,275,27,1.6,0.0329547746,1.02,2.41
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,264,26,1.6,0.0301793554,1.02,2.44
374.05 ,Trichiasis of eyelid without entropion,Diseases of the nervous system,183,18,1.59,0.068023506,0.91,2.62
682.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,393,38,1.58,0.0116079698,1.09,2.25
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,918,85,1.56,0.0006236223,1.21,1.99
493 ,Asthma,Diseases of the respiratory system,134,13,1.56,0.1526497995,0.8,2.8
719.40 ,"Pain in joint, site unspecified",Diseases of the musculoskeletal...,367,35,1.56,0.0220505032,1.05,2.24
709.9 ,Unspecified disorder of skin and...,Diseases of the skin and subcutaneous...,135,13,1.55,0.1544520728,0.8,2.77
891.0 ,"Open wound of knee, leg [except...",Injury and poisoning,189,18,1.54,0.0980702223,0.88,2.53
494 ,Bronchiectasis,Diseases of the respiratory system,146,14,1.54,0.1260564611,0.82,2.71
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,841,77,1.53,0.0014667645,1.17,1.97
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,451,42,1.52,0.0177677539,1.07,2.12
716.90 ,"Arthropathy, unspecified, site...",Diseases of the musculoskeletal...,375,35,1.52,0.0309896601,1.03,2.18
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,139,13,1.5,0.1636454612,0.77,2.68
487.1 ,Influenza with other respiratory...,Diseases of the respiratory system,580,53,1.5,0.0109486668,1.09,2.02
372.10 ,"Chronic conjunctivitis, unspecified",Diseases of the nervous system,741,67,1.49,0.0047811016,1.13,1.96
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,283,26,1.48,0.0651400423,0.94,2.25
460 ,Acute nasopharyngitis [common...,Diseases of the respiratory system,1113,98,1.48,0.0010791439,1.16,1.86
854.00 ,Intracranial injury of other and...,Injury and poisoning,131,12,1.47,0.2084199847,0.73,2.68
272.4 ,Other and unspecified hyperlipidemia,"Endocrine, nutritional and metabolic...",176,16,1.46,0.1618277859,0.81,2.46
401.1 ,Benign essential hypertension,Diseases of the circulatory system,422,38,1.46,0.0416121576,1,2.07
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,178,16,1.44,0.1658603139,0.8,2.43
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,814,71,1.43,0.0086249558,1.09,1.87
805.4 ,Closed fracture of lumbar vertebra...,Injury and poisoning,282,25,1.42,0.1084320494,0.9,2.17
821.00 ,Closed fracture of unspecified...,Injury and poisoning,180,16,1.42,0.2176857335,0.79,2.4
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,421,37,1.42,0.0534572079,0.97,2.02
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,181,16,1.41,0.2189211931,0.78,2.38
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,568,49,1.4,0.0418197823,1.01,1.9
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,195,17,1.39,0.1865664366,0.79,2.31
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,546,46,1.36,0.0592948691,0.97,1.87
733.00 ,"Osteoporosis, unspecified",Diseases of the musculoskeletal...,814,68,1.36,0.0295770237,1.03,1.78
401 ,Essential hypertension,Diseases of the circulatory system,416,35,1.35,0.1023885266,0.91,1.93
920 ,"Contusion of face, scalp, and...",Injury and poisoning,201,17,1.34,0.2450113356,0.76,2.23
518.81 ,Acute respiratory failure,Diseases of the respiratory system,178,15,1.34,0.2800855303,0.73,2.29
873.40 ,"Open wound of face, unspecified...",Injury and poisoning,191,16,1.33,0.2954704216,0.74,2.24
691.8 ,Other atopic dermatitis and related...,Diseases of the skin and subcutaneous...,143,12,1.33,0.3070701438,0.67,2.42
366.10 ,"Senile cataract, unspecified",Diseases of the nervous system,559,46,1.32,0.0907103398,0.94,1.81
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,820,67,1.32,0.0437133483,1,1.73
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,193,16,1.31,0.2989256436,0.73,2.21
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,330,27,1.3,0.2084915962,0.83,1.95
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,245,20,1.29,0.290205519,0.77,2.07
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,275,22,1.27,0.3173808845,0.77,1.98
434.0 ,Cerebral thrombosis,Diseases of the circulatory system,174,14,1.27,0.3529320239,0.67,2.21
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,15,1.26,0.369134722,0.68,2.15
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,167,13,1.22,0.4301571774,0.63,2.17
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,14,1.22,0.4439578554,0.65,2.13
290 ,Senile and presenile organic psychotic...,Mental disorders,236,18,1.2,0.4228738806,0.69,1.96
