disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,21326,442,23.48,< 0.0001,21.07,26.13
117.9 ,Other and unspecified mycoses,Infectious and parasitic diseases,5623,89,14.65,9.057134e-69,11.69,18.16
110 ,Dermatophytosis,Infectious and parasitic diseases,4700,73,14.26,4.63945e-56,11.11,18.05
111.9 ,"Dermatomycosis, unspecified",Infectious and parasitic diseases,9158,134,13.83,6.851574e-99,11.5,16.51
709 ,Other disorders of skin and subcutaneous...,Diseases of the skin and subcutaneous...,2097,27,11.53,1.247851e-19,7.56,16.88
686 ,Other local infections of skin...,Diseases of the skin and subcutaneous...,9521,90,8.68,4.594511e-51,6.94,10.74
708 ,Urticaria,Diseases of the skin and subcutaneous...,9140,84,8.41,7.964715e-47,6.67,10.48
680 ,Carbuncle and furuncle,Diseases of the skin and subcutaneous...,3796,35,8.25,2.108911e-20,5.72,11.54
706.0 ,Acne varioliformis,Diseases of the skin and subcutaneous...,8308,72,7.88,1.066851e-38,6.14,9.98
110.1 ,Dermatophytosis of nail,Infectious and parasitic diseases,36238,280,7.75,6.60659e-138,6.8,8.8
372 ,Disorders of conjunctiva,Diseases of the nervous system,5429,46,7.61,7.50568e-25,5.55,10.21
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,3479,26,6.65,0.0000000000001783854,4.33,9.79
111.0 ,Pityriasis versicolor,Infectious and parasitic diseases,35125,238,6.63,6.25759e-105,5.76,7.6
216 ,Benign neoplasm of skin,Neoplasms,7563,53,6.3,1.218322e-24,4.7,8.29
840 ,Sprains and strains of shoulder...,Injury and poisoning,2150,15,6.17,0.000000052376803,3.44,10.23
296 ,Disorganized type,Mental disorders,3279,22,5.95,0.00000000009388649,3.72,9.05
701.1 ,"Keratoderma, acquired",Diseases of the skin and subcutaneous...,5813,38,5.84,3.984872e-17,4.11,8.05
698 ,Pruritus and related conditions,Diseases of the skin and subcutaneous...,3380,22,5.77,0.0000000001645018,3.6,8.78
110.3 ,Dermatophytosis of groin and perianal...,Infectious and parasitic diseases,41539,238,5.58,2.142787e-90,4.85,6.39
608 ,Other disorders of male genital...,Diseases of the genitourinary...,3348,21,5.56,0.0000000008110073,3.43,8.54
727 ,"Other disorders of synovium tendon,...",Diseases of the musculoskeletal...,5816,36,5.52,0.000000000000001354696,3.85,7.68
110.5 ,Dermatophytosis of the body,Infectious and parasitic diseases,27695,156,5.28,5.373569e-58,4.45,6.23
110.2 ,Dermatophytosis of hand,Infectious and parasitic diseases,4718,28,5.27,0.000000000004840602,3.49,7.65
690 ,Erythematosquamous dermatosis,Diseases of the skin and subcutaneous...,22273,125,5.19,2.13953e-46,4.29,6.23
924 ,Contusion of lower limb and of...,Injury and poisoning,4149,24,5.13,0.0000000002581203,3.28,7.67
564 ,"Functional digestive disorders,...",Diseases of the digestive system,24350,134,5.11,9.12811e-49,4.25,6.09
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,90990,435,5.09,1.86895e-142,4.56,5.66
461 ,Acute sinusitis,Diseases of the respiratory system,27229,148,5.07,3.568622e-53,4.26,6
698.1 ,Pruritus of genital organs,Diseases of the skin and subcutaneous...,2280,13,5.03,0.0000035761952,2.67,8.64
919.9 ,Other and unspecified superficial...,Injury and poisoning,2192,12,4.83,0.0000124762,2.49,8.47
682 ,Other cellulitis and abscess,Diseases of the skin and subcutaneous...,7429,40,4.8,0.000000000000003442624,3.42,6.57
401 ,Essential hypertension,Diseases of the circulatory system,9006,48,4.77,9.294099e-18,3.5,6.35
110.0 ,Dermatophytosis of scalp and beard,Infectious and parasitic diseases,2415,13,4.75,0.000006575829,2.52,8.16
784 ,Symptoms involving head and neck,"Comorbidities, signs, and ill-defined...",2246,12,4.71,0.0000158112,2.43,8.27
847 ,Sprains and strains of other and...,Injury and poisoning,2451,13,4.68,0.0000076810534,2.48,8.03
724 ,Other and unspecified disorders...,Diseases of the musculoskeletal...,4434,23,4.59,0.0000000045480168,2.9,6.92
700 ,Corns and callosities,Diseases of the skin and subcutaneous...,7328,37,4.5,0.0000000000002413653,3.15,6.22
300.3 ,Obsessive-compulsive disorders,Mental disorders,1967,10,4.48,0.0001176725,2.14,8.27
455 ,Hemorrhoids,Diseases of the circulatory system,11458,57,4.46,1.836853e-19,3.37,5.81
478.6 ,Edema of larynx,Diseases of the respiratory system,2607,13,4.4,0.0000145927,2.33,7.55
272 ,Disorders of lipoid metabolism,"Endocrine, nutritional and metabolic...",8135,40,4.38,0.00000000000006068459,3.12,6
558 ,Other and unspecified noninfectious...,Diseases of the digestive system,14944,72,4.35,1.986084e-23,3.39,5.51
112.9 ,Candidiasis of unspecified site,Infectious and parasitic diseases,4559,22,4.27,0.000000034088247,2.67,6.49
693.8 ,Dermatitis due to other specified...,Diseases of the skin and subcutaneous...,4975,24,4.27,0.0000000083628565,2.73,6.38
583 ,"Nephritis and nephropathy, not...",Diseases of the genitourinary...,2278,11,4.25,0.0000858566,2.12,7.64
681.02 ,Onychia and paronychia of finger,Diseases of the skin and subcutaneous...,3790,18,4.2,0.00000072304369,2.48,6.66
402 ,Hypertensive heart disease,Diseases of the circulatory system,5710,27,4.19,0.0000000015387475,2.75,6.12
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,4244,20,4.17,0.0000002026932,2.54,6.46
078.1 ,Viral warts,Infectious and parasitic diseases,43870,187,4.02,9.15523e-52,3.44,4.68
880.00 ,"Open wound of shoulder region,...",Injury and poisoning,3072,14,4.02,0.0000186396,2.19,6.77
923 ,Contusion of upper limb,Injury and poisoning,3337,15,3.96,0.0000111697,2.21,6.57
491 ,Chronic bronchitis,Diseases of the respiratory system,9291,41,3.93,0.0000000000008927499,2.81,5.36
111.8 ,Other specified dermatomycoses,Infectious and parasitic diseases,2468,11,3.93,0.0001709401,1.95,7.05
574 ,Cholelithiasis,Diseases of the digestive system,3381,15,3.91,0.0000129872,2.18,6.48
845 ,Sprains and strains of ankle and...,Injury and poisoning,2986,13,3.84,0.000057705,2.04,6.59
922 ,Contusion of trunk,Injury and poisoning,3913,17,3.83,0.0000046586829,2.23,6.16
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,2759,12,3.83,0.0001105328,1.97,6.72
300 ,Neurotic disorders,Mental disorders,16025,68,3.82,2.360223e-19,2.95,4.86
345 ,Epilepsy,Diseases of the nervous system,2303,10,3.82,0.0004064785,1.83,7.06
721 ,Spondylosis and allied disorders,Diseases of the musculoskeletal...,3280,14,3.76,0.0000376146,2.05,6.34
346 ,Migraine,Diseases of the nervous system,2836,12,3.73,0.0001421672,1.92,6.53
070 ,Viral hepatitis,Infectious and parasitic diseases,4258,18,3.73,0.0000035945771,2.2,5.92
706.1 ,Other acne,Diseases of the skin and subcutaneous...,51501,203,3.73,4.278744e-51,3.21,4.32
571 ,Chronic liver disease and cirrhosis,Diseases of the digestive system,9643,40,3.69,0.00000000001068831,2.63,5.05
274 ,Gout,"Endocrine, nutritional and metabolic...",20390,83,3.68,3.26809e-22,2.92,4.59
726.9 ,Unspecified enthesopathy,Diseases of the musculoskeletal...,6014,25,3.68,0.000000070249629,2.37,5.45
605 ,Redundant prepuce and phimosis,Diseases of the genitourinary...,10695,44,3.67,0.000000000001330289,2.65,4.94
726 ,Peripheral enthesopathies and...,Diseases of the musculoskeletal...,2895,12,3.65,0.0001713756,1.88,6.4
919 ,"Superficial injury of other, multiple,...",Injury and poisoning,2176,9,3.64,0.001087832,1.66,6.93
456.4 ,Scrotal varices,Diseases of the circulatory system,5146,21,3.61,0.0000010060553,2.22,5.53
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,23123,91,3.57,2.961842e-23,2.86,4.41
607.1 ,Balanoposthitis,Diseases of the genitourinary...,22934,90,3.56,6.217867e-23,2.84,4.4
716 ,Other and unspecified arthropathies,Diseases of the musculoskeletal...,3969,16,3.55,0.000021527,2.03,5.79
380.2 ,Other otitis externa,Diseases of the nervous system,2989,12,3.53,0.0002284616,1.82,6.2
477 ,Allergic rhinitis,Diseases of the respiratory system,21748,85,3.53,1.270861e-21,2.81,4.4
595 ,Cystitis,Diseases of the genitourinary...,5054,20,3.49,0.0000028314394,2.13,5.42
472 ,Chronic pharyngitis and nasopharyngitis,Diseases of the respiratory system,7450,29,3.45,0.000000026644979,2.3,4.97
704.09 ,Other alopecia,Diseases of the skin and subcutaneous...,3063,12,3.45,0.0002841047,1.78,6.05
704.8 ,Other specified diseases of hair...,Diseases of the skin and subcutaneous...,31948,120,3.44,1.493058e-28,2.83,4.14
681.11 ,Onychia and paronychia of toe,Diseases of the skin and subcutaneous...,8017,31,3.43,0.000000010442216,2.32,4.88
110.9 ,Dermatophytosis of unspecified...,Infectious and parasitic diseases,49132,179,3.41,1.335915e-40,2.91,3.98
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,92250,318,3.4,8.980997e-68,3.01,3.84
704.0 ,Alopecia,Diseases of the skin and subcutaneous...,2081,8,3.38,0.0031396,1.45,6.68
524.60 ,"Temporomandibular joint disorders,...",Diseases of the digestive system,2625,10,3.35,0.0010893545,1.6,6.18
110.8 ,Dermatophytosis of other specified...,Infectious and parasitic diseases,3423,13,3.34,0.0002174368,1.78,5.74
780.53 ,"Hypersomnia with sleep apnea,...","Comorbidities, signs, and ill-defined...",2644,10,3.33,0.0011487522,1.59,6.14
099.9 ,"Venereal disease, unspecified",Infectious and parasitic diseases,3169,12,3.33,0.0003835618,1.72,5.84
702.8 ,Other specified dermatoses,Diseases of the skin and subcutaneous...,4764,18,3.33,0.0000159376,1.97,5.29
493 ,Asthma,Diseases of the respiratory system,8547,32,3.32,0.000000012782549,2.26,4.7
786.0 ,Dyspnea and respiratory abnormalities,"Comorbidities, signs, and ill-defined...",4250,16,3.32,0.0000479731,1.89,5.41
367.4 ,Presbyopia,Diseases of the nervous system,2928,11,3.31,0.0007032091,1.65,5.94
386 ,Vertiginous syndromes and other...,Diseases of the nervous system,5064,19,3.31,0.0000103415,1.99,5.19
704.01 ,Alopecia areata,Diseases of the skin and subcutaneous...,4834,18,3.28,0.0000192533,1.94,5.21
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",10002,37,3.28,0.0000000013382185,2.3,4.55
413 ,Angina pectoris,Diseases of the circulatory system,1883,7,3.27,0.0066247251,1.31,6.75
535 ,Gastritis and duodenitis,Diseases of the digestive system,27266,98,3.26,3.36705e-22,2.63,4
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,263084,730,3.26,6.02461e-123,2.97,3.57
532.9 ,"Duodenal ulcer, unspecified as...",Diseases of the digestive system,5483,20,3.22,0.0000091766652,1.96,4.99
686.0 ,Pyoderma,Diseases of the skin and subcutaneous...,13564,49,3.22,0.000000000007031776,2.37,4.28
372.9 ,Unspecified disorder of conjunctiva,Diseases of the nervous system,3011,11,3.21,0.0008793977,1.6,5.77
913 ,"Superficial ilnjury of elbow,...",Injury and poisoning,1929,7,3.19,0.0075060463,1.28,6.59
296.30 ,"Major depressive affective disorder,...",Mental disorders,2205,8,3.19,0.0044201409,1.37,6.31
601.9 ,"Prostatitis, unspecified",Diseases of the genitourinary...,7496,27,3.19,0.00000035258012,2.09,4.65
009 ,Ill-defined intestinal infections,Infectious and parasitic diseases,4990,18,3.18,0.000028948,1.88,5.05
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,9230,33,3.17,0.000000022335167,2.17,4.47
704.00 ,"Alopecia, unspecified",Diseases of the skin and subcutaneous...,8158,29,3.15,0.00000017322974,2.1,4.54
