disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,151,33,5.47,0.0000000000008072732,3.55,8.21
349.9 ,Unspecified disorders of nervous...,Diseases of the nervous system,138,29,5.15,0.00000000005711514,3.26,7.93
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",375,66,4.43,2.439518e-19,3.28,5.92
463 ,Acute tonsillitis,Diseases of the respiratory system,378,63,4.11,3.003252e-17,3.03,5.52
465.0 ,Acute laryngopharyngitis,Diseases of the respiratory system,349,58,4.06,7.229664e-16,2.95,5.51
272.4 ,Other and unspecified hyperlipidemia,"Endocrine, nutritional and metabolic...",176,30,3.97,0.0000000054734305,2.55,6
494 ,Bronchiectasis,Diseases of the respiratory system,146,25,3.96,0.000000096613776,2.44,6.21
477.9 ,"Allergic rhinitis, cause unspecified",Diseases of the respiratory system,208,34,3.8,0.0000000015825466,2.52,5.6
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,431,67,3.8,1.081563e-16,2.83,5.06
464.0 ,Acute laryngitis,Diseases of the respiratory system,303,46,3.55,0.0000000000244723,2.49,4.96
787.3 ,"Flatulence, eructation, and gas...","Comorbidities, signs, and ill-defined...",349,48,3.16,0.0000000003023131,2.24,4.38
465.9 ,Acute upper respiratory infections...,Diseases of the respiratory system,3599,301,3.12,1.329529e-29,2.54,3.86
366.9 ,Unspecified cataract,Diseases of the nervous system,135,19,3.1,0.0000605181,1.78,5.11
460 ,Acute nasopharyngitis [common...,Diseases of the respiratory system,1113,131,3.06,2.425956e-21,2.45,3.81
386.00 ,"Minihre's disease, unspecified",Diseases of the nervous system,191,26,3.01,0.0000051116426,1.89,4.63
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,19,2.94,0.0001100573,1.69,4.85
368.13 ,Visual discomfort,Diseases of the nervous system,134,18,2.93,0.000172972,1.66,4.89
719.40 ,"Pain in joint, site unspecified",Diseases of the musculoskeletal...,367,47,2.9,0.0000000073372336,2.05,4.02
372.30 ,"Conjunctivitis, unspecified",Diseases of the nervous system,534,64,2.75,0.0000000001162589,2.04,3.66
715.96 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,150,19,2.74,0.000251012,1.58,4.5
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,235,29,2.69,0.0000136968,1.74,4.04
724.2 ,Lumbago,Diseases of the musculoskeletal...,1041,113,2.66,0.000000000000001738868,2.1,3.34
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",224,27,2.61,0.0000382671,1.66,3.97
535.00 ,"Acute gastritis, without mention...",Diseases of the digestive system,667,74,2.55,0.0000000002107254,1.93,3.33
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",483,55,2.55,0.000000018163757,1.86,3.45
487.1 ,Influenza with other respiratory...,Diseases of the respiratory system,580,65,2.54,0.0000000022030731,1.89,3.37
276.5 ,Volume depletion,"Endocrine, nutritional and metabolic...",138,16,2.46,0.0025853452,1.35,4.2
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,283,32,2.44,0.0000265319,1.61,3.59
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",913,95,2.44,0.00000000001141393,1.9,3.11
686.9 ,Unspecified local infection of...,Diseases of the skin and subcutaneous...,483,53,2.43,0.00000012213409,1.76,3.31
531.90 ,"Gastric ulcer, unspecified as...",Diseases of the digestive system,167,19,2.42,0.0011012081,1.4,3.96
462 ,Acute pharyngitis,Diseases of the respiratory system,366,40,2.38,0.0000054337009,1.64,3.36
698.9 ,Unspecified pruritic disorder,Diseases of the skin and subcutaneous...,254,28,2.36,0.0001325297,1.51,3.55
709.9 ,Unspecified disorder of skin and...,Diseases of the skin and subcutaneous...,135,15,2.34,0.0047788517,1.26,4.06
466.0 ,Acute bronchitis,Diseases of the respiratory system,1760,159,2.29,0.00000000000001711589,1.86,2.81
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,1234,118,2.28,0.00000000000435285,1.82,2.86
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",252,27,2.28,0.0003893749,1.45,3.46
133.0 ,Scabies,Infectious and parasitic diseases,195,21,2.28,0.0014352138,1.36,3.63
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,705,71,2.26,0.000000034740385,1.7,2.96
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,264,28,2.26,0.0003052265,1.45,3.4
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",177,19,2.26,0.0027561946,1.31,3.69
873.40 ,"Open wound of face, unspecified...",Injury and poisoning,191,20,2.2,0.0024211036,1.3,3.55
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",724,71,2.19,0.000000088452847,1.65,2.86
780.4 ,Dizziness and giddiness,"Comorbidities, signs, and ill-defined...",1790,156,2.16,0.000000000000724141,1.75,2.66
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,421,42,2.14,0.0000360685,1.49,3
280.9 ,"Iron deficiency anemia, unspecified",Diseases of the blood and blood-forming...,146,15,2.14,0.0119990345,1.15,3.7
727.00 ,"Synovitis and tenosynovitis, unspecified",Diseases of the musculoskeletal...,312,31,2.1,0.0005709777,1.38,3.1
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,930,86,2.08,0.00000004234667,1.61,2.67
437.0 ,Cerebral atherosclerosis,Diseases of the circulatory system,160,16,2.08,0.0103115505,1.15,3.53
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,214,21,2.05,0.0043076447,1.22,3.26
250.0 ,Diabetes Mellitus w/m of complication,"Endocrine, nutritional and metabolic...",152,15,2.04,0.0146160926,1.1,3.53
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",174,17,2.03,0.0135261531,1.14,3.39
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,195,19,2.02,0.0077119617,1.18,3.3
535.0 ,Acute gastritis,Diseases of the digestive system,185,18,2.02,0.0102660504,1.16,3.33
691.8 ,Other atopic dermatitis and related...,Diseases of the skin and subcutaneous...,143,14,2.02,0.0199861228,1.07,3.56
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,716,66,2.01,0.0000023756856,1.51,2.66
466.1 ,Acute bronchiolitis,Diseases of the respiratory system,213,20,1.94,0.0107958949,1.15,3.13
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,303,28,1.93,0.0032059841,1.24,2.89
300.00 ,"Anxiety state, unspecified",Mental disorders,280,26,1.93,0.0035268026,1.22,2.94
380.4 ,Impacted cerumen,Diseases of the nervous system,161,15,1.92,0.0281428996,1.04,3.3
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,139,13,1.92,0.032484044,0.99,3.44
922.1 ,Contusion of chest wall,Injury and poisoning,193,18,1.92,0.0130610272,1.1,3.17
