disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,263,53,24.01,3.823928e-45,16.24,35.17
366.9 ,Unspecified cataract,Diseases of the nervous system,135,14,7.66,0.000000034100061,3.95,13.82
716.9 ,"Arthropathy, unspecified",Diseases of the musculoskeletal...,173,15,6.3,0.00000012044082,3.35,11.11
402 ,Hypertensive heart disease,Diseases of the circulatory system,347,27,6.08,0.000000000007317095,3.78,9.48
536 ,Disorders of function of stomach,Diseases of the digestive system,169,14,5.95,0.000000570727,3.09,10.66
366.10 ,"Senile cataract, unspecified",Diseases of the nervous system,559,38,5.68,0.00000000000001192093,3.77,8.43
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,168,12,4.99,0.0000175248,2.46,9.27
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,14,4.78,0.0000060433902,2.49,8.52
368.13 ,Visual discomfort,Diseases of the nervous system,134,9,4.58,0.0003247628,2,9.24
374.05 ,Trichiasis of eyelid without entropion,Diseases of the nervous system,183,11,4.11,0.0001885002,1.96,7.78
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,370,21,4.1,0.00000049628735,2.42,6.66
401 ,Essential hypertension,Diseases of the circulatory system,416,23,4.04,0.00000021162201,2.43,6.44
428 ,Heart failure,Diseases of the circulatory system,219,12,3.74,0.0002287637,1.85,6.9
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,10,3.58,0.0009671031,1.65,6.95
820 ,Fracture of neck of femur,Injury and poisoning,130,7,3.57,0.0052433565,1.38,7.77
715.96 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,150,8,3.55,0.0030622363,1.47,7.39
386.00 ,"Minihre's disease, unspecified",Diseases of the nervous system,191,10,3.52,0.0010914065,1.62,6.83
372.30 ,"Conjunctivitis, unspecified",Diseases of the nervous system,534,25,3.4,0.000001356455,2.09,5.33
721.90 ,"Spondylosis of unspecified site,...",Diseases of the musculoskeletal...,158,8,3.36,0.0042049591,1.39,6.98
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,7,3.27,0.0080976129,1.26,7.11
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,11,3.27,0.001124758,1.57,6.16
691.8 ,Other atopic dermatitis and related...,Diseases of the skin and subcutaneous...,143,7,3.22,0.0087200345,1.25,7
372.10 ,"Chronic conjunctivitis, unspecified",Diseases of the nervous system,741,31,3.11,0.00000068565892,2,4.71
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,9,3.11,0.0040668288,1.37,6.21
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,193,9,3.09,0.0042079673,1.36,6.17
372.00 ,"Acute conjunctivitis, unspecified",Diseases of the nervous system,389,17,3,0.0001845454,1.68,5.08
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,15,2.98,0.0004340192,1.6,5.19
491 ,Chronic bronchitis,Diseases of the respiratory system,223,10,2.98,0.0034265092,1.37,5.76
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",177,8,2.97,0.0082283641,1.24,6.16
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,8,2.92,0.0090638643,1.21,6.05
493 ,Asthma,Diseases of the respiratory system,134,6,2.91,0.0220400794,1.03,6.68
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",252,11,2.91,0.0026708697,1.4,5.47
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,229,10,2.89,0.0041377675,1.34,5.6
