disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
153.9 ,"Malignant neoplasm of colon, unspecified...",Neoplasms,2205,226,39.13,2.80472e-238,32.82,46.57
154.1 ,Malignant neoplasm of rectum,Neoplasms,1258,135,33.48,9.69474e-141,27.2,41
560 ,Intestinal obstruction without...,Diseases of the digestive system,766,43,13.91,1.180028e-32,9.87,19.17
211.3 ,Benign neoplasm of colon,Neoplasms,1151,52,11.21,1.17556e-34,8.22,15.02
455 ,Hemorrhoids,Diseases of the circulatory system,1451,61,10.55,9.352428e-39,7.92,13.84
578 ,Gastrointestinal hemorrhage,Diseases of the digestive system,621,22,8.29,0.0000000000002883099,5.12,12.79
280 ,Iron deficiency anemias,Diseases of the blood and blood-forming...,805,27,7.89,0.000000000000002146168,5.12,11.69
531 ,Gastric ulcer,Diseases of the digestive system,2568,71,6.9,1.956772e-33,5.29,8.89
532 ,Duodenal ulcer,Diseases of the digestive system,1395,39,6.65,5.993985e-19,4.66,9.25
574 ,Cholelithiasis,Diseases of the digestive system,808,23,6.62,0.000000000007064349,4.14,10.1
162 ,"Malignant neoplasm, trachea, bronchus,...",Neoplasms,744,19,5.88,0.00000000276595,3.49,9.33
592 ,Calculus of kidney and ureter,Diseases of the genitourinary...,649,16,5.65,0.000000078937526,3.19,9.32
285 ,Other and unspecified anemias,Diseases of the blood and blood-forming...,606,14,5.27,0.0000010870311,2.84,8.97
571 ,Chronic liver disease and cirrhosis,Diseases of the digestive system,970,22,5.22,0.0000000013904816,3.23,8.03
300 ,Neurotic disorders,Mental disorders,3592,74,5.1,7.144417e-27,3.93,6.52
564 ,"Functional digestive disorders,...",Diseases of the digestive system,7971,145,5,3.445265e-47,4.12,6.05
569.3 ,Hemorrhage of rectum and anus,Diseases of the digestive system,657,14,4.85,0.0000027626427,2.62,8.26
216 ,Benign neoplasm of skin,Neoplasms,707,15,4.83,0.0000012952532,2.67,8.09
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,5261,98,4.75,3.892349e-32,3.78,5.92
435 ,Transient cerebral ischemia,Diseases of the circulatory system,576,12,4.72,0.0000175126,2.41,8.38
536 ,Disorders of function of stomach,Diseases of the digestive system,4057,77,4.7,9.707582e-26,3.64,5.99
558 ,Other and unspecified noninfectious...,Diseases of the digestive system,1190,24,4.64,0.0000000024704422,2.94,7.01
482 ,Other bacterial pneumonia,Diseases of the respiratory system,593,12,4.58,0.0000232419,2.34,8.13
727 ,"Other disorders of synovium tendon,...",Diseases of the musculoskeletal...,631,12,4.3,0.0000422338,2.2,7.62
583 ,"Nephritis and nephropathy, not...",Diseases of the genitourinary...,902,17,4.29,0.0000012971775,2.47,6.97
721 ,Spondylosis and allied disorders,Diseases of the musculoskeletal...,1921,35,4.24,0.000000000008948767,2.92,5.99
789 ,Other symptoms involving abdomen...,"Comorbidities, signs, and ill-defined...",861,16,4.22,0.0000031566847,2.39,6.96
560.9 ,Unspecified intestinal obstruction,Diseases of the digestive system,2591,46,4.19,0.00000000000001106944,3.03,5.68
607.84 ,Impotence of organic origin,Diseases of the genitourinary...,886,16,4.1,0.0000045169831,2.32,6.75
578.1 ,Blood in stool,Diseases of the digestive system,778,14,4.08,0.0000182904,2.2,6.94
720.0 ,Ankylosing spondylitis,Diseases of the musculoskeletal...,633,11,3.92,0.0001902641,1.93,7.11
716 ,Other and unspecified arthropathies,Diseases of the musculoskeletal...,1287,22,3.91,0.00000019634569,2.42,6
110 ,Dermatophytosis,Infectious and parasitic diseases,602,10,3.74,0.0005209343,1.77,6.97
550 ,Inguinsl hernia,Diseases of the digestive system,728,12,3.72,0.0001605689,1.9,6.58
411 ,Other acute and subacute forms...,Diseases of the circulatory system,801,13,3.66,0.0001011954,1.93,6.35
722.73 ,Intervertebral disc disorder with...,Diseases of the musculoskeletal...,686,11,3.61,0.0003746112,1.78,6.55
155.2 ,"Malignant neoplasm of liver, not...",Neoplasms,567,9,3.56,0.0013349192,1.61,6.86
698 ,Pruritus and related conditions,Diseases of the skin and subcutaneous...,1678,26,3.55,0.00000010489051,2.29,5.27
535 ,Gastritis and duodenitis,Diseases of the digestive system,4118,60,3.48,0.000000000000005723917,2.61,4.55
477 ,Allergic rhinitis,Diseases of the respiratory system,2359,35,3.43,0.0000000019869482,2.36,4.84
250.4 ,Diabetes with renal manifestations,"Endocrine, nutritional and metabolic...",723,11,3.42,0.0005775973,1.69,6.2
