disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
427.31 ,Atrial fibrillation,Diseases of the circulatory system,146,43,6.31,3.124568e-17,4.22,9.28
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,310,72,4.93,7.603833e-22,3.62,6.64
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,25,4.52,0.000000019849494,2.72,7.29
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,248,56,4.52,2.248543e-16,3.21,6.28
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,432,89,4.41,2.913667e-23,3.33,5.79
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,493,98,4.32,1.527362e-24,3.3,5.63
428 ,Heart failure,Diseases of the circulatory system,137,31,4.24,0.0000000017969563,2.7,6.5
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",127,28,4.06,0.000000021143055,2.53,6.35
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,23,3.7,0.000001308413,2.2,6.01
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,157,29,3.24,0.00000068800011,2.05,4.98
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",148,26,3.03,0.0000070080968,1.87,4.74
464.0 ,Acute laryngitis,Diseases of the respiratory system,168,28,2.85,0.0000135113,1.8,4.38
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",125,21,2.83,0.0001074159,1.66,4.63
780.4 ,Dizziness and giddiness,"Comorbidities, signs, and ill-defined...",956,129,2.8,1.502866e-16,2.2,3.56
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",109,18,2.76,0.00041472,1.54,4.68
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,500,74,2.72,0.00000000004426193,2.03,3.61
716.90 ,"Arthropathy, unspecified, site...",Diseases of the musculoskeletal...,195,31,2.7,0.0000084879207,1.75,4.07
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,180,28,2.61,0.0000352154,1.65,4.01
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,216,33,2.58,0.0000118192,1.69,3.84
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,944,122,2.58,0.00000000000005186621,2.02,3.29
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,162,25,2.57,0.0001088681,1.58,4.04
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,107,2.53,0.000000000001228573,1.96,3.25
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,294,43,2.5,0.0000021021184,1.73,3.55
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,37,2.47,0.0000092775278,1.66,3.59
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,129,19,2.4,0.0013246186,1.38,4
582.9 ,Chronic glomerulonephritis with...,Diseases of the genitourinary...,123,18,2.38,0.0019167028,1.34,4.01
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,192,27,2.31,0.0003656631,1.45,3.55
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,425,57,2.31,0.00000057391443,1.67,3.15
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,105,15,2.3,0.0058042345,1.22,4.06
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,1178,136,2.29,0.000000000007988215,1.8,2.89
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,16,2.26,0.0072978373,1.23,3.91
493 ,Asthma,Diseases of the respiratory system,122,17,2.24,0.0054726544,1.24,3.82
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",420,55,2.23,0.0000016732452,1.61,3.06
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,168,23,2.22,0.0015650919,1.34,3.52
366.10 ,"Senile cataract, unspecified",Diseases of the nervous system,343,45,2.19,0.0000198214,1.53,3.09
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,67,2.19,0.00000039536746,1.62,2.93
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,19,2.14,0.006116287,1.23,3.55
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,97,2.13,0.000000015565254,1.64,2.75
698.9 ,Unspecified pruritic disorder,Diseases of the skin and subcutaneous...,221,29,2.13,0.0006135365,1.37,3.22
401.1 ,Benign essential hypertension,Diseases of the circulatory system,237,31,2.13,0.0005154007,1.39,3.18
564.8 ,Other specified function disorder...,Diseases of the digestive system,128,17,2.12,0.0075543308,1.18,3.6
