disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
493 ,Asthma,Diseases of the respiratory system,134,32,13.48,1.897987e-22,8.53,20.8
536 ,Disorders of function of stomach,Diseases of the digestive system,169,36,11.83,2.422498e-23,7.72,17.75
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,193,34,9.22,2.753866e-19,6,13.84
402 ,Hypertensive heart disease,Diseases of the circulatory system,347,53,8.5,7.41417e-27,5.99,11.9
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,167,28,8.44,0.000000000000001924912,5.28,13.09
564 ,"Functional digestive disorders,...",Diseases of the digestive system,340,46,7.09,5.304878e-21,4.9,10.07
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,168,24,6.84,0.00000000000809811,4.15,10.86
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,25,6.16,0.0000000000234489,3.78,9.66
290 ,Senile and presenile organic psychotic...,Mental disorders,236,27,5.34,0.00000000007484897,3.35,8.22
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,25,5.09,0.0000000008174173,3.14,7.96
401 ,Essential hypertension,Diseases of the circulatory system,416,43,5.08,0.000000000000003234906,3.5,7.25
428 ,Heart failure,Diseases of the circulatory system,219,24,5.02,0.0000000022073114,3.07,7.9
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,20,5.02,0.000000041081329,2.92,8.21
716.9 ,"Arthropathy, unspecified",Diseases of the musculoskeletal...,173,18,4.62,0.00000054348504,2.61,7.72
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,16,4.45,0.0000033924255,2.43,7.64
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,841,68,4.28,2.561094e-18,3.14,5.78
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,17,3.93,0.0000078337137,2.19,6.63
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,27,3.5,0.00000024118886,2.21,5.34
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,820,54,3.15,0.00000000008090779,2.25,4.34
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,883,57,3.11,0.00000000006413818,2.24,4.27
518.81 ,Acute respiratory failure,Diseases of the respiratory system,178,13,3.06,0.0007677006,1.57,5.48
366 ,Cataract,Diseases of the nervous system,139,10,2.98,0.0034265092,1.37,5.76
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,245,17,2.92,0.0002250603,1.64,4.9
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,263,18,2.89,0.0001746362,1.65,4.78
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,144,10,2.86,0.004410395,1.32,5.54
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,11,2.84,0.0031060018,1.37,5.34
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,14,2.83,0.0009875477,1.49,4.98
290.0 ,"Senile dementia, uncomplicated",Mental disorders,726,45,2.83,0.000000030639578,1.98,3.99
477.9 ,"Allergic rhinitis, cause unspecified",Diseases of the respiratory system,208,14,2.8,0.0010845304,1.48,4.92
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,421,27,2.77,0.0000130501,1.76,4.21
