disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
830 ,Dislocation of jaw,Injury and poisoning,1252,612,20.71,< 0.0001,18.5,23.19
716.65 ,"Unspecified monoarthritis, pelvic...",Diseases of the musculoskeletal...,1461,658,17.77,< 0.0001,15.99,19.74
316 ,Psychic factors associated with...,Mental disorders,3433,1056,9.74,< 0.0001,9.04,10.48
416 ,Chronic pulmonary heart disease,Diseases of the circulatory system,3509,1038,9.2,< 0.0001,8.54,9.9
519 ,Other diseases of respiratory...,Diseases of the respiratory system,1415,406,8.65,4.39738e-202,7.69,9.73
580 ,Acute glomerulonephritis,Diseases of the genitourinary...,1812,514,8.54,5.79096e-253,7.69,9.47
844.2 ,Sprain of cruciate ligament of...,Injury and poisoning,2789,784,8.5,< 0.0001,7.81,9.24
716.68 ,"Unspecified monoarthritis, other...",Diseases of the musculoskeletal...,2713,762,8.48,< 0.0001,7.79,9.24
610 ,Benign mammary dysplasias,Diseases of the genitourinary...,1282,353,8.16,1.73047e-169,7.19,9.24
349 ,Other and unspecified disorders...,Diseases of the nervous system,3769,1001,7.91,< 0.0001,7.34,8.51
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,6137,1574,7.66,< 0.0001,7.22,8.13
437 ,Other and ill-defined cerebrovascular...,Diseases of the circulatory system,4882,1251,7.58,< 0.0001,7.1,8.1
285.8 ,Other specified anemias,Diseases of the blood and blood-forming...,1850,465,7.23,1.13914e-204,6.49,8.04
246 ,Other disorders of thyroid,"Endocrine, nutritional and metabolic...",1993,496,7.14,3.54581e-216,6.43,7.91
719.9 ,Unspecified disorder of joint,Diseases of the musculoskeletal...,2348,534,6.35,8.69601e-213,5.75,7
536 ,Disorders of function of stomach,Diseases of the digestive system,20712,4270,6.22,< 0.0001,6,6.45
582 ,Chronic glomerulonephritis,Diseases of the genitourinary...,2708,586,5.96,1.03276e-221,5.43,6.54
492 ,Emphysema,Diseases of the respiratory system,2792,588,5.76,3.86743e-216,5.25,6.32
375 ,Disorders of lacrimal system,Diseases of the nervous system,1229,244,5.3,6.510471e-85,4.59,6.11
296.9 ,Other and unspecified affective...,Mental disorders,1237,238,5.1,5.167065e-80,4.4,5.88
311 ,"Depressive disorder, not elsewhere...",Mental disorders,8436,1544,4.96,< 0.0001,4.68,5.24
717.89 ,Other internal derangement of...,Diseases of the musculoskeletal...,1431,267,4.91,1.833305e-86,4.28,5.62
296.2 ,"Major depressive disorder, single...",Mental disorders,2592,471,4.78,1.00786e-146,4.31,5.29
721.9 ,Spondylosis of unspecified site,Diseases of the musculoskeletal...,3766,671,4.69,8.66699e-204,4.3,5.1
472 ,Chronic pharyngitis and nasopharyngitis,Diseases of the respiratory system,4026,711,4.64,1.31448e-213,4.27,5.04
727 ,"Other disorders of synovium tendon,...",Diseases of the musculoskeletal...,7324,1265,4.58,< 0.0001,4.3,4.87
300 ,Neurotic disorders,Mental disorders,27838,4333,4.38,< 0.0001,4.23,4.53
709.8 ,Other specified disorders of skin,Diseases of the skin and subcutaneous...,7369,1223,4.36,< 0.0001,4.09,4.64
583 ,"Nephritis and nephropathy, not...",Diseases of the genitourinary...,3635,600,4.27,1.10061e-165,3.9,4.66
