disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
494 ,Bronchiectasis,Diseases of the respiratory system,106,24,4.3,0.00000007782831,2.57,6.97
493 ,Asthma,Diseases of the respiratory system,122,27,4.21,0.00000001941851,2.59,6.63
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,24,4,0.00000023633299,2.4,6.46
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,26,3.29,0.0000018750196,2.03,5.16
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",142,26,3.29,0.0000018750196,2.03,5.16
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,294,51,3.27,0.00000000009594375,2.31,4.56
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,23,3.19,0.0000104233,1.91,5.14
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,157,27,3.05,0.0000041591707,1.9,4.73
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,944,126,2.87,7.380382e-17,2.24,3.65
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,310,48,2.81,0.000000023553888,1.97,3.94
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,18,2.78,0.0003721915,1.56,4.72
290 ,Senile and presenile organic psychotic...,Mental disorders,99,16,2.76,0.0008133574,1.49,4.82
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,159,25,2.72,0.0000595934,1.67,4.27
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,75,2.68,0.00000000007182581,2.01,3.55
491 ,Chronic bronchitis,Diseases of the respiratory system,223,34,2.67,0.0000060693527,1.76,3.95
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,682,93,2.67,0.000000000001389324,2.04,3.47
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,17,2.51,0.0017517641,1.39,4.29
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,627,83,2.5,0.000000000192162,1.89,3.28
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,216,31,2.46,0.0000402377,1.6,3.69
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,16,2.46,0.0027765983,1.33,4.27
716.90 ,"Arthropathy, unspecified, site...",Diseases of the musculoskeletal...,195,28,2.45,0.0001026921,1.55,3.74
780.0 ,Alteration of consciousness,"Comorbidities, signs, and ill-defined...",118,17,2.41,0.0023415666,1.33,4.11
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,432,58,2.4,0.00000015696958,1.74,3.27
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,52,2.39,0.00000062552036,1.7,3.3
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",290,40,2.39,0.0000086616378,1.63,3.43
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,105,15,2.37,0.0047139386,1.26,4.19
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,15,2.37,0.0047139386,1.26,4.19
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,35,2.37,0.000028077,1.58,3.48
133.0 ,Scabies,Infectious and parasitic diseases,106,15,2.35,0.0050641926,1.25,4.14
564 ,"Functional digestive disorders,...",Diseases of the digestive system,265,36,2.33,0.0000376439,1.56,3.39
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,215,29,2.28,0.0002362953,1.46,3.45
721.3 ,Lumbosacral spondylosis without...,Diseases of the musculoskeletal...,247,33,2.27,0.0001154889,1.49,3.35
