disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,59,12.72,3.137703e-37,8.98,17.83
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,167,37,7.57,3.867725e-18,5.01,11.2
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,168,36,7.23,3.577359e-17,4.77,10.73
491 ,Chronic bronchitis,Diseases of the respiratory system,223,46,7.09,5.304878e-21,4.9,10.07
428 ,Heart failure,Diseases of the circulatory system,219,45,7.03,1.737211e-20,4.85,10.03
402 ,Hypertensive heart disease,Diseases of the circulatory system,347,65,6.63,4.684683e-27,4.85,8.96
290 ,Senile and presenile organic psychotic...,Mental disorders,236,46,6.59,6.117846e-20,4.57,9.34
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,31,6.37,0.0000000000000816001,4.09,9.67
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,193,35,5.84,0.00000000000002280753,3.85,8.63
401 ,Essential hypertension,Diseases of the circulatory system,416,69,5.76,1.941984e-25,4.26,7.7
493 ,Asthma,Diseases of the respiratory system,134,24,5.58,0.0000000004268543,3.38,8.88
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,27,5.23,0.0000000001372525,3.27,8.09
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,27,4.53,0.0000000020922992,2.85,6.98
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,46,4.17,0.0000000000001718359,2.93,5.85
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,31,4.11,0.0000000012372361,2.67,6.15
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,245,31,3.74,0.0000000090197107,2.44,5.57
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,24,3.72,0.00000038856129,2.28,5.83
536 ,Disorders of function of stomach,Diseases of the digestive system,169,21,3.58,0.0000032726334,2.12,5.76
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,161,19,3.36,0.0000203843,1.94,5.52
691.8 ,Other atopic dermatitis and related...,Diseases of the skin and subcutaneous...,143,16,3.14,0.0001730684,1.72,5.37
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,336,34,2.9,0.00000044801803,1.94,4.23
276.5 ,Volume depletion,"Endocrine, nutritional and metabolic...",138,14,2.79,0.0011667915,1.47,4.93
564.0 ,Constipation,Diseases of the digestive system,2159,159,2.72,2.689459e-18,2.17,3.4
133.0 ,Scabies,Infectious and parasitic diseases,195,19,2.7,0.000275165,1.56,4.41
434.0 ,Cerebral thrombosis,Diseases of the circulatory system,174,17,2.69,0.0005547746,1.51,4.52
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,820,71,2.62,0.0000000001858423,1.97,3.46
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,181,17,2.58,0.0008696794,1.45,4.32
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,13,2.5,0.0040316264,1.28,4.5
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,1284,100,2.47,0.000000000006085444,1.92,3.15
518.81 ,Acute respiratory failure,Diseases of the respiratory system,178,16,2.45,0.0026036627,1.35,4.16
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,263,23,2.4,0.0003400375,1.47,3.76
386.9 ,Unspecified vertiginous syndromes...,Diseases of the nervous system,184,16,2.36,0.0032362652,1.3,4
716.9 ,"Arthropathy, unspecified",Diseases of the musculoskeletal...,173,15,2.35,0.0045691078,1.27,4.05
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,739,59,2.32,0.00000017888583,1.7,3.12
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,370,31,2.32,0.0000969753,1.53,3.43
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,275,23,2.29,0.0007521681,1.4,3.57
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,264,22,2.27,0.0010565167,1.38,3.58
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,841,65,2.26,0.0000001208768,1.68,3
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,144,12,2.23,0.0149627912,1.11,4.09
564.8 ,Other specified function disorder...,Diseases of the digestive system,198,16,2.17,0.0083044905,1.2,3.68
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,394,31,2.16,0.0002854905,1.42,3.19
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,16,2.08,0.0101166731,1.15,3.52
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,636,47,2.07,0.0000310652,1.47,2.86
300.00 ,"Anxiety state, unspecified",Mental disorders,280,21,2.02,0.0047128851,1.21,3.2
290.0 ,"Senile dementia, uncomplicated",Mental disorders,726,52,2.01,0.0000253159,1.45,2.75
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,451,33,2,0.0007051929,1.33,2.91
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",483,35,1.98,0.0006727975,1.34,2.86
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,676,48,1.98,0.0000802667,1.41,2.73
585 ,Chronic renal failure,Diseases of the genitourinary...,287,21,1.96,0.0079641706,1.18,3.11
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",800,55,1.93,0.0000551115,1.4,2.61
