disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,168,34,11.22,1.428144e-21,7.25,16.96
402 ,Hypertensive heart disease,Diseases of the circulatory system,347,58,10,3.8778e-32,7.11,13.91
564 ,"Functional digestive disorders,...",Diseases of the digestive system,340,45,7.03,1.737211e-20,4.85,10.03
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,26,5.46,0.0000000001016872,3.4,8.49
401 ,Essential hypertension,Diseases of the circulatory system,416,44,5.37,3.042739e-16,3.7,7.64
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,167,19,5.24,0.000000046407848,3.01,8.69
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,20,5.12,0.000000030270737,2.98,8.38
493 ,Asthma,Diseases of the respiratory system,134,15,5.06,0.000001569133,2.7,8.88
491 ,Chronic bronchitis,Diseases of the respiratory system,223,24,5.02,0.0000000022073114,3.07,7.9
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,814,70,4.78,6.498971e-21,3.51,6.46
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,20,4.76,0.000000089971225,2.77,7.77
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,463,41,4.31,0.000000000001544759,2.95,6.17
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,18,4.29,0.0000014227549,2.43,7.16
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,15,4.2,0.0000122351,2.25,7.32
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,30,4.07,0.0000000027557398,2.63,6.12
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,193,17,3.89,0.000008745666,2.17,6.56
366 ,Cataract,Diseases of the nervous system,139,12,3.74,0.0002287637,1.85,6.9
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,245,20,3.61,0.0000044387113,2.12,5.86
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,451,34,3.48,0.000000011053748,2.31,5.11
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,568,40,3.29,0.0000000033338383,2.25,4.72
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,144,11,3.25,0.00116369,1.56,6.13
535.0 ,Acute gastritis,Diseases of the digestive system,185,14,3.25,0.0002802188,1.71,5.73
290 ,Senile and presenile organic psychotic...,Mental disorders,236,17,3.11,0.0001150725,1.74,5.22
536 ,Disorders of function of stomach,Diseases of the digestive system,169,12,3.01,0.0013294593,1.5,5.52
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,14,2.89,0.0008277609,1.52,5.08
518.81 ,Acute respiratory failure,Diseases of the respiratory system,178,12,2.85,0.0020674609,1.42,5.21
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,370,24,2.83,0.0000252229,1.75,4.41
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,263,17,2.76,0.0004179251,1.55,4.62
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,841,48,2.66,0.000000098761019,1.87,3.72
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,9,2.66,0.0102973658,1.17,5.29
437.0 ,Cerebral atherosclerosis,Diseases of the circulatory system,160,10,2.6,0.0080764475,1.21,5.02
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,10,2.6,0.0080764475,1.21,5.02
427.31 ,Atrial fibrillation,Diseases of the circulatory system,245,15,2.58,0.0015729213,1.4,4.45
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,918,50,2.54,0.00000018509623,1.8,3.53
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,336,20,2.54,0.0005204721,1.5,4.1
585 ,Chronic renal failure,Diseases of the genitourinary...,287,17,2.51,0.0016228161,1.41,4.19
386.00 ,"Minihre's disease, unspecified",Diseases of the nervous system,191,11,2.39,0.0100846289,1.15,4.47
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,264,15,2.38,0.004177005,1.29,4.1
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",785,41,2.34,0.000008253152,1.61,3.34
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",180,10,2.29,0.0262676542,1.06,4.4
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,275,15,2.28,0.0054387998,1.23,3.92
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,185,10,2.23,0.0284324194,1.03,4.27
274.9 ,"Gout, unspecified","Endocrine, nutritional and metabolic...",187,10,2.2,0.0294548974,1.02,4.22
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,820,40,2.16,0.0000605455,1.48,3.08
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,883,42,2.11,0.000067206,1.46,2.99
366.9 ,Unspecified cataract,Diseases of the nervous system,135,7,2.11,0.0877138288,0.82,4.55
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",483,23,2,0.0042279977,1.23,3.13
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",375,18,2,0.0107598343,1.15,3.28
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,421,20,1.98,0.0067816158,1.17,3.19
564.0 ,Constipation,Diseases of the digestive system,2159,86,1.95,0.0000041424368,1.46,2.58
