disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,370,46,8.51,1.335863e-23,5.84,12.21
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,23,7.09,0.00000000001051035,4.25,11.37
820 ,Fracture of neck of femur,Injury and poisoning,130,14,5.99,0.00000053997929,3.11,10.73
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,17,5.99,0.000000037974793,3.31,10.21
401 ,Essential hypertension,Diseases of the circulatory system,416,39,5.85,0.000000000000001154367,3.93,8.53
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,19,5.71,0.000000013156329,3.27,9.49
493 ,Asthma,Diseases of the respiratory system,134,13,5.3,0.0000045455004,2.68,9.64
428 ,Heart failure,Diseases of the circulatory system,219,20,5.12,0.000000030270737,2.98,8.38
402 ,Hypertensive heart disease,Diseases of the circulatory system,347,30,5.07,0.00000000002855532,3.25,7.68
491 ,Chronic bronchitis,Diseases of the respiratory system,223,20,5.02,0.000000041081329,2.92,8.21
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,181,16,4.84,0.0000012197307,2.64,8.33
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,19,4.64,0.00000025495721,2.67,7.67
564 ,"Functional digestive disorders,...",Diseases of the digestive system,340,27,4.53,0.0000000020922992,2.85,6.98
536 ,Disorders of function of stomach,Diseases of the digestive system,169,14,4.46,0.0000123295,2.33,7.92
724.3 ,Sciatica,Diseases of the musculoskeletal...,254,18,3.82,0.0000062958475,2.17,6.36
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,185,13,3.7,0.0001398351,1.89,6.67
535.0 ,Acute gastritis,Diseases of the digestive system,185,13,3.7,0.0001398351,1.89,6.67
691.8 ,Other atopic dermatitis and related...,Diseases of the skin and subcutaneous...,143,10,3.64,0.000862083,1.67,7.06
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,11,3.63,0.0004960712,1.74,6.86
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,264,17,3.42,0.0000398242,1.91,5.76
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,167,11,3.42,0.0007899375,1.64,6.44
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,21,3.3,0.0000097873327,1.96,5.31
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,9,3.28,0.0029138137,1.44,6.56
