disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
424.0 ,Mitral valve disorders,Diseases of the circulatory system,10853,309,24.83,1.41754e-293,21.92,28.07
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,11753,314,23.3,5.15111e-290,20.59,26.29
745.4 ,Ventricular septal defect,Congenital anomalies,2059,60,22.69,9.523086e-58,17.19,29.43
746.9 ,Unspecified congenital anomaly...,Congenital anomalies,3462,93,21.16,1.333008e-85,16.96,26.13
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,2403,53,16.99,5.087959e-45,12.65,22.39
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,2316,47,15.56,1.756423e-38,11.37,20.83
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,1888,38,15.37,2.801158e-31,10.81,21.25
785.2 ,Undiagnosed cardiac murmurs,"Comorbidities, signs, and ill-defined...",3497,66,14.57,1.779773e-51,11.2,18.66
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",6476,114,13.85,8.376155e-85,11.35,16.75
786.5 ,Chest pain,"Comorbidities, signs, and ill-defined...",15824,206,10.59,2.63957e-128,9.12,12.23
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,4670,64,10.5,1.027823e-41,8.05,13.49
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",30536,350,9.91,3.3086e-203,8.82,11.12
246.9 ,Unspecified disorder of thyroid,"Endocrine, nutritional and metabolic...",2006,25,9.39,2.747719e-16,6.05,13.94
300.00 ,"Anxiety state, unspecified",Mental disorders,12966,151,9.23,2.675291e-87,7.76,10.9
799.8 ,Other ill-defined conditions,"Comorbidities, signs, and ill-defined...",2879,32,8.39,5.374742e-19,5.71,11.89
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",5840,64,8.37,4.014017e-36,6.41,10.75
300.0 ,Anxiety states,Mental disorders,6543,69,8.07,8.169984e-38,6.25,10.27
242.90 ,Thyrotoxicosis without mention...,"Endocrine, nutritional and metabolic...",2622,27,7.75,0.000000000000001788896,5.08,11.33
786.01 ,Hyperventilation,"Comorbidities, signs, and ill-defined...",2377,24,7.58,0.00000000000009651252,4.84,11.34
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,6437,64,7.58,9.680453e-34,5.81,9.74
786.59 ,Other chest pain,"Comorbidities, signs, and ill-defined...",7382,71,7.35,2.208469e-36,5.72,9.33
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",6158,59,7.29,2.16012e-30,5.52,9.45
300 ,Neurotic disorders,Mental disorders,3658,34,7,9.036935e-18,4.83,9.83
786.51 ,Precordial pain,"Comorbidities, signs, and ill-defined...",3229,27,6.28,0.0000000000002322395,4.12,9.17
786.9 ,Other symptoms involving respiratory...,"Comorbidities, signs, and ill-defined...",2310,19,6.15,0.0000000010026042,3.69,9.66
786.0 ,Dyspnea and respiratory abnormalities,"Comorbidities, signs, and ill-defined...",2530,20,5.91,0.0000000007207678,3.6,9.18
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,1899,15,5.9,0.000000093252759,3.29,9.77
512.8 ,Other pneumothorax and air leak,Diseases of the respiratory system,2692,21,5.84,0.0000000003463865,3.6,8.96
839.8 ,"Closed dislocation, multiple and...",Injury and poisoning,4733,36,5.72,4.615576e-16,3.99,7.96
300.02 ,Generalized anxiety disorder,Mental disorders,1844,13,5.26,0.0000022622037,2.79,9.03
