disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
881 ,"Open wound of elbow, forearm,...",Injury and poisoning,5117,673,46.71,< 0.0001,42.81,50.95
883 ,Open wound of finger(s),Injury and poisoning,7616,729,32.95,< 0.0001,30.31,35.72
891 ,"Open wound of knee, leg (except...",Injury and poisoning,8605,714,28.07,< 0.0001,25.85,30.46
892 ,Open wound of foot except toe(s)...,Injury and poisoning,3810,252,20.28,4.19078e-222,17.73,23.13
880 ,Open wound of shoulder and upper...,Injury and poisoning,2980,187,18.97,9.3108e-161,16.23,22.06
914 ,Superficial injury of hand(s)...,Injury and poisoning,2051,102,14.62,2.435114e-78,11.85,17.88
882.1 ,Open wound of hand except finger(s)...,Injury and poisoning,4559,196,12.73,1.40256e-137,10.96,14.73
890 ,Open wound of hip and thigh,Injury and poisoning,2401,98,11.88,2.181532e-67,9.59,14.57
682 ,Other cellulitis and abscess,Diseases of the skin and subcutaneous...,5966,234,11.64,2.09844e-155,10.14,13.3
923 ,Contusion of upper limb,Injury and poisoning,5114,201,11.6,9.65135e-134,10,13.4
884 ,Multiple and unspecified open...,Injury and poisoning,5384,195,10.65,2.32418e-123,9.16,12.31
842 ,Sprains and strains of wrist and...,Injury and poisoning,2026,74,10.54,5.763217e-48,8.23,13.32
894 ,Multiple and unspecified open...,Injury and poisoning,6410,228,10.5,1.80317e-142,9.14,12.02
870 ,Open wound of ocular adnexa,Injury and poisoning,2430,81,9.6,2.111634e-49,7.58,12
883.2 ,"Open wound of finger(s), with...",Injury and poisoning,2905,90,8.91,4.040215e-52,7.13,11.01
900.9 ,Injury to unspecified blood vessel...,Injury and poisoning,2013,59,8.38,1.877493e-33,6.34,10.87
913 ,"Superficial ilnjury of elbow,...",Injury and poisoning,3838,107,8.01,2.780101e-57,6.54,9.73
884.1 ,Multiple and unspecified open...,Injury and poisoning,2776,73,7.51,5.924359e-38,5.86,9.49
873 ,Other open wound of head,Injury and poisoning,8295,213,7.48,4.94032e-106,6.48,8.59
916 ,"Superficial injury of hip, thigh,...",Injury and poisoning,6338,163,7.43,1.762687e-81,6.31,8.71
881.0 ,"Open wound of elbow, forearm,...",Injury and poisoning,3630,93,7.33,5.505725e-47,5.89,9.02
531 ,Gastric ulcer,Diseases of the digestive system,1961,48,6.95,3.293467e-24,5.1,9.26
927.20 ,Crushing injury of hand(s),Injury and poisoning,2495,61,6.95,2.684084e-30,5.3,8.97
959.4 ,"Hand, except finger injury",Injury and poisoning,2405,56,6.61,6.361309e-27,4.97,8.62
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,3508,80,6.49,3.841617e-37,5.13,8.11
882.0 ,Open wound of hand except finger(s)...,Injury and poisoning,33263,688,6.42,7.99595e-291,5.92,6.96
922 ,Contusion of trunk,Injury and poisoning,4334,95,6.25,2.066511e-42,5.03,7.67
850 ,Concussion,Injury and poisoning,8334,178,6.15,1.690264e-76,5.26,7.16
924 ,Contusion of lower limb and of...,Injury and poisoning,6630,140,6.05,7.38511e-60,5.07,7.17
883.1 ,"Open wound of finger(s), complicated",Injury and poisoning,8045,167,5.97,4.216607e-70,5.08,6.97
910 ,"Superficial injury of face, neck,...",Injury and poisoning,4043,82,5.76,1.697802e-34,4.56,7.18
919 ,"Superficial injury of other, multiple,...",Injury and poisoning,3430,69,5.7,4.429874e-29,4.42,7.24
873.4 ,"Facial laceration, without mention...",Injury and poisoning,16960,315,5.44,5.91614e-119,4.83,6.1
924.1 ,Contusion of knee and lower leg,Injury and poisoning,3660,70,5.41,3.330849e-28,4.21,6.87
881.02 ,"Open wound of wrist, without mention...",Injury and poisoning,3526,65,5.21,1.88117e-25,4.01,6.67
923.2 ,"Contusion of wrist and hand(s),...",Injury and poisoning,3266,60,5.19,1.516482e-23,3.95,6.71
894.1 ,Multiple and unspecified open...,Injury and poisoning,3581,64,5.05,2.200215e-24,3.87,6.47
844 ,Sprains and strains of knee and...,Injury and poisoning,2121,38,5.04,0.000000000000003675832,3.55,6.95
880.00 ,"Open wound of shoulder region,...",Injury and poisoning,4102,73,5.03,1.782227e-27,3.93,6.35
923.1 ,Contusion of elbow and forearm,Injury and poisoning,1886,32,4.77,0.000000000002112132,3.25,6.76
815.00 ,Closed fracture of metacarpal...,Injury and poisoning,5363,86,4.53,5.678196e-29,3.61,5.62
881.10 ,"Open wound of forearm, complicated",Injury and poisoning,2578,41,4.47,0.00000000000001554742,3.2,6.09
924.2 ,"Contusion of ankle and foot, excluding...",Injury and poisoning,2969,47,4.45,2.347361e-16,3.26,5.94
959.3 ,"Elbow, forearm, and wrist injury",Injury and poisoning,2604,41,4.42,0.00000000000002148801,3.16,6.03
