disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
401 ,Essential hypertension,Diseases of the circulatory system,250,69,8.41,5.422365e-32,6.05,11.58
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,122,35,7.73,8.269966e-17,4.94,11.84
491 ,Chronic bronchitis,Diseases of the respiratory system,223,59,7.58,4.168097e-26,5.35,10.62
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,30,7.15,0.00000000000005374198,4.44,11.26
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,115,29,6.31,0.000000000001689482,3.91,9.93
290 ,Senile and presenile organic psychotic...,Mental disorders,99,24,5.88,0.0000000003820439,3.48,9.62
402 ,Hypertensive heart disease,Diseases of the circulatory system,210,46,5.56,9.150956e-17,3.81,7.99
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,105,23,5.13,0.0000000075823427,3.02,8.39
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,126,27,5.05,0.0000000005861478,3.1,7.97
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",142,29,4.77,0.0000000004380444,2.99,7.4
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,23,4.77,0.00000002339761,2.82,7.77
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,26,4.69,0.0000000042119982,2.87,7.44
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,215,40,4.4,0.000000000003564346,2.96,6.41
564.0 ,Constipation,Diseases of the digestive system,1528,172,4.29,1.902824e-29,3.29,5.63
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,104,19,4.02,0.0000031022559,2.27,6.79
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,122,22,3.99,0.00000063325975,2.35,6.51
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,155,27,3.88,0.000000066571952,2.41,6.05
536 ,Disorders of function of stomach,Diseases of the digestive system,109,18,3.53,0.0000244187,1.97,6.02
493 ,Asthma,Diseases of the respiratory system,122,20,3.52,0.0000095741097,2.03,5.84
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,157,24,3.27,0.0000042789288,1.99,5.2
428 ,Heart failure,Diseases of the circulatory system,137,21,3.26,0.0000167305,1.91,5.32
780.7 ,Malaise and fatigue,"Comorbidities, signs, and ill-defined...",332,45,3.01,0.000000011381947,2.08,4.26
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",291,39,2.91,0.00000016824086,1.97,4.21
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,17,2.87,0.0003557703,1.59,4.91
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",487,58,2.66,0.0000000073276737,1.92,3.64
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,180,23,2.63,0.0001560212,1.59,4.18
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,110,14,2.56,0.0045490848,1.33,4.59
788.1 ,Dysuria,"Comorbidities, signs, and ill-defined...",103,13,2.53,0.0068552296,1.28,4.63
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,14,2.51,0.0048777602,1.3,4.49
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,395,45,2.43,0.0000027176264,1.69,3.43
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,465,52,2.42,0.00000054485273,1.72,3.35
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",109,13,2.37,0.0087379845,1.2,4.32
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,321,36,2.33,0.0000376439,1.56,3.39
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,944,92,2.28,0.0000000043033943,1.73,2.99
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,13,2.25,0.0113637541,1.14,4.09
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",693,70,2.24,0.00000020634381,1.65,2.99
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",434,46,2.23,0.0000129029,1.56,3.13
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,682,68,2.19,0.00000048400106,1.61,2.94
332.0 ,Paralysis agitans,Diseases of the nervous system,108,12,2.18,0.017821921,1.07,4.05
707.0 ,Decubitus ulcer,Diseases of the skin and subcutaneous...,188,20,2.11,0.0048826983,1.23,3.43
600 ,Hyperplasia of prostate,Diseases of the genitourinary...,1264,111,2.09,0.000000025014673,1.61,2.72
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,62,2.07,0.0000065208068,1.51,2.81
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,123,13,2.06,0.0249572367,1.05,3.74
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,192,20,2.06,0.0056068027,1.2,3.35
719.40 ,"Pain in joint, site unspecified",Diseases of the musculoskeletal...,174,18,2.03,0.0100946253,1.15,3.38
599.7 ,Hematuria,Diseases of the genitourinary...,205,21,2.02,0.0070436025,1.2,3.25
465.0 ,Acute laryngopharyngitis,Diseases of the respiratory system,246,25,2.02,0.0037077174,1.25,3.13
401.1 ,Benign essential hypertension,Diseases of the circulatory system,237,24,2.01,0.0033712191,1.23,3.14
494 ,Bronchiectasis,Diseases of the respiratory system,106,11,2.01,0.0482711981,0.96,3.82
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",290,29,2,0.0020254564,1.28,3.01
374.05 ,Trichiasis of eyelid without entropion,Diseases of the nervous system,127,13,1.99,0.0286359891,1.01,3.6
698.9 ,Unspecified pruritic disorder,Diseases of the skin and subcutaneous...,221,22,1.96,0.0063489665,1.18,3.12
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,74,1.94,0.0000079264728,1.45,2.58
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,246,24,1.92,0.0060571354,1.18,3
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,239,23,1.89,0.0084799213,1.15,2.97
462 ,Acute pharyngitis,Diseases of the respiratory system,262,25,1.88,0.0076230724,1.17,2.91
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,48,1.85,0.0005522037,1.31,2.58
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,10,1.84,0.0795920262,0.84,3.59
250.00 ,Diabetes mellitus without mention...,"Endocrine, nutritional and metabolic...",301,28,1.83,0.005945742,1.17,2.78
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,159,15,1.82,0.049424652,0.98,3.16
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,35,1.81,0.0034058455,1.21,2.63
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,248,23,1.81,0.0144559697,1.1,2.85
133.0 ,Scabies,Infectious and parasitic diseases,106,10,1.8,0.0846497797,0.83,3.51
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,13,1.79,0.0579002732,0.92,3.23
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,129,12,1.78,0.0754464617,0.88,3.28
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,23,1.77,0.0161416999,1.08,2.78
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,241,22,1.77,0.0197748138,1.07,2.81
729.1 ,"Myalgia and myositis, unspecified",Diseases of the musculoskeletal...,281,25,1.73,0.0155820318,1.08,2.67
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",420,36,1.69,0.0071748608,1.13,2.45
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",125,11,1.67,0.1121847054,0.8,3.15
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,66,1.67,0.0009846768,1.23,2.24
274.0 ,"Gouty arthropathy, unspecified","Endocrine, nutritional and metabolic...",255,22,1.66,0.0343630296,1,2.63
290.0 ,"Senile dementia, uncomplicated",Mental disorders,315,27,1.66,0.0212826401,1.05,2.53
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",127,11,1.64,0.1176722024,0.79,3.09
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,9,1.61,0.1900996938,0.71,3.24
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,155,13,1.58,0.1494082107,0.81,2.85
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,330,27,1.57,0.0448678884,1,2.39
715.90 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,422,34,1.56,0.0253019257,1.04,2.28
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,1178,88,1.56,0.0015611765,1.18,2.04
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,157,13,1.56,0.1522021995,0.8,2.81
724.2 ,Lumbago,Diseases of the musculoskeletal...,450,36,1.55,0.0226472716,1.05,2.25
427.31 ,Atrial fibrillation,Diseases of the circulatory system,146,12,1.55,0.1441329046,0.77,2.84
724.3 ,Sciatica,Diseases of the musculoskeletal...,134,11,1.54,0.1777603722,0.74,2.91
372.10 ,"Chronic conjunctivitis, unspecified",Diseases of the nervous system,453,36,1.54,0.0234314807,1.04,2.23
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,310,25,1.54,0.0536569265,0.96,2.38
434.0 ,Cerebral thrombosis,Diseases of the circulatory system,97,8,1.54,0.2563870878,0.64,3.22
780.4 ,Dizziness and giddiness,"Comorbidities, signs, and ill-defined...",956,72,1.53,0.0043390307,1.14,2.03
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,627,48,1.5,0.0189085422,1.06,2.09
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,113,9,1.49,0.2927182272,0.65,2.98
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,23,1.47,0.0887031321,0.9,2.31
564.8 ,Other specified function disorder...,Diseases of the digestive system,128,10,1.46,0.2404488019,0.67,2.82
