disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,17,7.84,0.0000000017074082,4.23,13.81
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,215,29,7.48,0.00000000000003595433,4.62,11.78
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,155,18,5.7,0.000000050045999,3.16,9.78
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,122,14,5.45,0.0000020179735,2.79,9.93
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,115,13,5.31,0.0000056897629,2.65,9.87
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,126,14,5.25,0.0000029826157,2.69,9.55
491 ,Chronic bronchitis,Diseases of the respiratory system,223,22,4.87,0.000000028934334,2.86,7.97
536 ,Disorders of function of stomach,Diseases of the digestive system,109,11,4.6,0.0000898632,2.16,8.91
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,157,15,4.45,0.0000086389503,2.34,7.91
428 ,Heart failure,Diseases of the circulatory system,137,13,4.35,0.0000386469,2.18,8.02
401 ,Essential hypertension,Diseases of the circulatory system,250,22,4.26,0.00000022820541,2.51,6.97
564 ,"Functional digestive disorders,...",Diseases of the digestive system,265,22,3.99,0.00000063325975,2.35,6.51
686.9 ,Unspecified local infection of...,Diseases of the skin and subcutaneous...,236,19,3.77,0.0000064508024,2.14,6.32
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,51,3.61,0.0000000001594813,2.44,5.28
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,9,3.51,0.0020913757,1.52,7.17
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,180,14,3.5,0.0001719987,1.81,6.29
402 ,Hypertensive heart disease,Diseases of the circulatory system,210,16,3.46,0.0000733116,1.87,6.03
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,10,3.43,0.0014710694,1.56,6.76
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,9,3.2,0.0037481214,1.39,6.5
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",127,9,3.06,0.0048942896,1.33,6.21
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",142,10,3.05,0.0031871418,1.39,6
290 ,Senile and presenile organic psychotic...,Mental disorders,99,7,3.01,0.0128518298,1.15,6.66
564.0 ,Constipation,Diseases of the digestive system,1528,69,2.84,0.000000018267133,1.95,4.17
133.0 ,Scabies,Infectious and parasitic diseases,106,7,2.8,0.0181797475,1.07,6.16
493 ,Asthma,Diseases of the respiratory system,122,8,2.79,0.0123234059,1.15,5.87
698.9 ,Unspecified pruritic disorder,Diseases of the skin and subcutaneous...,221,14,2.78,0.0013789344,1.45,4.97
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,310,19,2.76,0.0002802126,1.57,4.61
884.0 ,Multiple and unspecified open...,Injury and poisoning,108,7,2.74,0.0199517648,1.05,6.03
332.0 ,Paralysis agitans,Diseases of the nervous system,108,7,2.74,0.0199517648,1.05,6.03
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,110,7,2.69,0.0218415575,1.03,5.91
564.8 ,Other specified function disorder...,Diseases of the digestive system,128,8,2.65,0.0161220279,1.09,5.56
536.8 ,Dyspepsia and other specified...,Diseases of the digestive system,438,25,2.64,0.0000924249,1.61,4.19
372.00 ,"Acute conjunctivitis, unspecified",Diseases of the nervous system,228,13,2.46,0.0074702063,1.25,4.47
721.3 ,Lumbosacral spondylosis without...,Diseases of the musculoskeletal...,247,14,2.46,0.0052888529,1.28,4.38
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,6,2.4,0.0492931744,0.84,5.57
729.2 ,"Neuralgia, neuritis, and radiculitis,...",Diseases of the musculoskeletal...,195,11,2.4,0.0163935163,1.15,4.57
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,104,6,2.4,0.0492931744,0.84,5.57
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,105,6,2.38,0.0512299256,0.83,5.52
682.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,276,15,2.36,0.0048235364,1.26,4.13
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,6,2.28,0.0594407763,0.8,5.29
