disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
600 ,Hyperplasia of prostate,Diseases of the genitourinary...,1264,242,16.7,1.127269e-97,12.13,23.37
788.1 ,Dysuria,"Comorbidities, signs, and ill-defined...",103,46,14.56,8.804376e-30,9.43,22.34
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,147,8.25,1.004261e-56,6.38,10.65
185 ,Malignant neoplasm of prostate,Neoplasms,116,33,6.77,0.00000000000001494592,4.29,10.47
599.7 ,Hematuria,Diseases of the genitourinary...,205,55,6.72,1.613591e-22,4.71,9.49
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,34,5.51,0.0000000000007481385,3.55,8.36
595.0 ,Acute cystitis,Diseases of the genitourinary...,149,31,4.41,0.0000000006984927,2.81,6.74
428 ,Heart failure,Diseases of the circulatory system,137,22,3.1,0.0000217053,1.84,5.02
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,17,3.1,0.0001716566,1.7,5.33
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,17,2.96,0.0002734304,1.63,5.08
564 ,"Functional digestive disorders,...",Diseases of the digestive system,265,39,2.91,0.00000016824086,1.97,4.21
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,17,2.89,0.0003416056,1.59,4.97
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,104,15,2.68,0.0014312347,1.42,4.74
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",693,86,2.68,0.00000000001224176,2.02,3.51
290.0 ,"Senile dementia, uncomplicated",Mental disorders,315,41,2.52,0.0000021448307,1.72,3.6
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,110,15,2.51,0.0034347934,1.33,4.42
564.0 ,Constipation,Diseases of the digestive system,1528,153,2.5,0.00000000000009628353,1.96,3.2
585 ,Chronic renal failure,Diseases of the genitourinary...,276,36,2.49,0.0000112821,1.67,3.64
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,38,2.46,0.0000073729616,1.66,3.56
300.00 ,"Anxiety state, unspecified",Mental disorders,170,22,2.39,0.0007949895,1.43,3.84
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,248,31,2.34,0.0000991296,1.52,3.5
