disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
532 ,Duodenal ulcer,Diseases of the digestive system,6856,1662,16.42,< 0.0001,15.51,17.39
531 ,Gastric ulcer,Diseases of the digestive system,7707,1361,10.9,< 0.0001,10.27,11.57
574 ,Cholelithiasis,Diseases of the digestive system,4426,784,10.78,< 0.0001,9.96,11.66
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,22794,3599,10.13,< 0.0001,9.76,10.52
533.40 ,Chronic or unspecified peptic...,Diseases of the digestive system,6759,1049,9.26,< 0.0001,8.65,9.9
564 ,"Functional digestive disorders,...",Diseases of the digestive system,30886,4088,8.33,< 0.0001,8.05,8.63
558 ,Other and unspecified noninfectious...,Diseases of the digestive system,18272,2502,8.3,< 0.0001,7.94,8.67
041.8 ,Other specified bacterial infections,Infectious and parasitic diseases,2226,317,8.21,1.60639e-162,7.26,9.26
784 ,Symptoms involving head and neck,"Comorbidities, signs, and ill-defined...",4196,569,7.81,2.09016e-279,7.13,8.54
597 ,"Urethritis, not sexually transmitted,...",Diseases of the genitourinary...,2907,377,7.38,8.91739e-179,6.6,8.23
536 ,Disorders of function of stomach,Diseases of the digestive system,23125,2826,7.34,< 0.0001,7.04,7.64
724 ,Other and unspecified disorders...,Diseases of the musculoskeletal...,4824,603,7.11,1.80116e-276,6.52,7.75
659 ,Failed mechanical induction of...,"Complications of pregnancy, childbirth,...",2042,248,6.82,9.79491e-112,5.95,7.8
528 ,"Disease of the oral soft tissues,...",Diseases of the digestive system,2199,264,6.74,1.21892e-117,5.9,7.67
346 ,Migraine,Diseases of the nervous system,6731,774,6.49,< 0.0001,6.01,7.01
571 ,Chronic liver disease and cirrhosis,Diseases of the digestive system,6336,725,6.45,2.51852e-307,5.96,6.98
780 ,General symptoms,"Comorbidities, signs, and ill-defined...",4279,485,6.34,4.9007e-204,5.76,6.98
599 ,Other disorders of urethra and...,Diseases of the genitourinary...,9148,976,6,< 0.0001,5.6,6.42
009 ,Ill-defined intestinal infections,Infectious and parasitic diseases,6205,660,5.93,2.28706e-261,5.46,6.44
789 ,Other symptoms involving abdomen...,"Comorbidities, signs, and ill-defined...",12192,1270,5.88,< 0.0001,5.54,6.24
386 ,Vertiginous syndromes and other...,Diseases of the nervous system,10099,1027,5.69,< 0.0001,5.32,6.07
592 ,Calculus of kidney and ureter,Diseases of the genitourinary...,5624,575,5.66,3.10579e-219,5.18,6.18
272 ,Disorders of lipoid metabolism,"Endocrine, nutritional and metabolic...",5723,583,5.64,1.75438e-221,5.17,6.15
620.8 ,Other noninflammatory disorders...,Diseases of the genitourinary...,2358,242,5.64,1.758351e-93,4.92,6.45
698 ,Pruritus and related conditions,Diseases of the skin and subcutaneous...,5995,601,5.54,1.03726e-224,5.08,6.04
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",25241,2402,5.46,< 0.0001,5.23,5.71
274 ,Gout,"Endocrine, nutritional and metabolic...",4314,427,5.44,5.9195e-158,4.91,6.02
306 ,Physiological malfunction arising...,Mental disorders,2598,258,5.44,2.170741e-96,4.76,6.19
728 ,"Disorders of muscle, ligament,...",Diseases of the musculoskeletal...,13203,1283,5.44,< 0.0001,5.13,5.77
493 ,Asthma,Diseases of the respiratory system,10948,1050,5.33,< 0.0001,5,5.69
590 ,Infections of kidney,Diseases of the genitourinary...,2423,235,5.3,6.629726e-86,4.61,6.07
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,9214,872,5.23,1.78151e-307,4.87,5.62
300 ,Neurotic disorders,Mental disorders,26480,2418,5.22,< 0.0001,5,5.45
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,2119,200,5.14,2.195061e-71,4.42,5.95
070 ,Viral hepatitis,Infectious and parasitic diseases,2825,264,5.09,1.039529e-92,4.46,5.78
716 ,Other and unspecified arthropathies,Diseases of the musculoskeletal...,4275,398,5.08,2.15669e-138,4.57,5.64
402 ,Hypertensive heart disease,Diseases of the circulatory system,3377,297,4.76,1.328826e-97,4.21,5.37
491 ,Chronic bronchitis,Diseases of the respiratory system,8339,725,4.75,1.97495e-233,4.39,5.13
473 ,Chronic sinusitis,Diseases of the respiratory system,3683,321,4.72,2.52195e-104,4.19,5.29
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,125509,8935,4.7,< 0.0001,4.58,4.81
477 ,Allergic rhinitis,Diseases of the respiratory system,28814,2350,4.6,< 0.0001,4.4,4.8
540 ,Acute appendicitis,Diseases of the digestive system,2278,191,4.51,3.563377e-60,3.87,5.23
682 ,Other cellulitis and abscess,Diseases of the skin and subcutaneous...,5370,446,4.49,8.85282e-137,4.06,4.95
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,6956,569,4.43,3.73428e-171,4.05,4.83
