disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,151,86,5.3,5.962801e-23,3.78,7.47
477.9 ,"Allergic rhinitis, cause unspecified",Diseases of the respiratory system,208,102,3.87,2.344083e-20,2.9,5.15
465.0 ,Acute laryngopharyngitis,Diseases of the respiratory system,349,164,3.66,2.056347e-29,2.92,4.57
465.9 ,Acute upper respiratory infections...,Diseases of the respiratory system,3599,1175,3.6,1.01431e-120,3.22,4.03
493.20 ,"Chronic obstructive asthma, unspecified",Diseases of the respiratory system,142,65,3.33,0.00000000001358456,2.35,4.72
463 ,Acute tonsillitis,Diseases of the respiratory system,378,167,3.26,3.673779e-26,2.62,4.04
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,431,187,3.18,4.452645e-28,2.59,3.9
787.3 ,"Flatulence, eructation, and gas...","Comorbidities, signs, and ill-defined...",349,152,3.15,6.302213e-23,2.52,3.95
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,144,63,3.07,0.000000000256861,2.16,4.33
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,1234,482,3.02,4.532694e-59,2.65,3.44
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",483,201,2.97,4.013214e-27,2.44,3.6
465.8 ,Acute upper respiratory infections...,Diseases of the respiratory system,341,144,2.97,2.880408e-20,2.36,3.73
535.00 ,"Acute gastritis, without mention...",Diseases of the digestive system,667,271,2.93,1.131644e-34,2.48,3.46
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",266,112,2.92,6.612269e-16,2.25,3.77
437.0 ,Cerebral atherosclerosis,Diseases of the circulatory system,160,68,2.92,0.000000000285171,2.09,4.06
462 ,Acute pharyngitis,Diseases of the respiratory system,366,152,2.9,1.4317e-20,2.32,3.61
715.96 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,150,63,2.85,0.00000000230781,2.02,4.01
460 ,Acute nasopharyngitis [common...,Diseases of the respiratory system,1113,420,2.75,1.110613e-45,2.4,3.15
494 ,Bronchiectasis,Diseases of the respiratory system,146,60,2.74,0.000000019513682,1.93,3.88
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,193,79,2.74,0.00000000009928325,2.02,3.71
719.40 ,"Pain in joint, site unspecified",Diseases of the musculoskeletal...,367,147,2.71,3.344679e-18,2.17,3.38
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",913,348,2.71,4.476103e-38,2.33,3.14
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,195,79,2.7,0.0000000001461267,1.99,3.64
729.1 ,"Myalgia and myositis, unspecified",Diseases of the musculoskeletal...,531,208,2.68,4.171073e-24,2.22,3.22
386.9 ,Unspecified vertiginous syndromes...,Diseases of the nervous system,184,74,2.66,0.0000000008985746,1.94,3.62
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,235,94,2.65,0.000000000006709696,2.01,3.49
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,705,268,2.6,1.202041e-28,2.2,3.07
276.5 ,Volume depletion,"Endocrine, nutritional and metabolic...",138,55,2.6,0.00000019765225,1.81,3.72
595.0 ,Acute cystitis,Diseases of the genitourinary...,358,139,2.57,8.709213e-16,2.04,3.21
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",180,71,2.57,0.0000000062780663,1.87,3.51
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,62,2.54,0.000000075521395,1.81,3.55
709.9 ,Unspecified disorder of skin and...,Diseases of the skin and subcutaneous...,135,53,2.53,0.00000081041213,1.75,3.64
133.0 ,Scabies,Infectious and parasitic diseases,195,75,2.47,0.0000000086301042,1.81,3.34
386.00 ,"Minihre's disease, unspecified",Diseases of the nervous system,191,73,2.44,0.000000018472518,1.79,3.31
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,277,105,2.43,0.00000000002167343,1.88,3.14
300.00 ,"Anxiety state, unspecified",Mental disorders,280,106,2.43,0.00000000001680182,1.88,3.13
536.8 ,Dyspepsia and other specified...,Diseases of the digestive system,751,273,2.42,1.31015e-25,2.05,2.84
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,1201,421,2.42,1.966474e-36,2.11,2.76
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",800,290,2.42,4.693584e-27,2.07,2.83
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,841,302,2.4,2.068487e-27,2.05,2.79
466.1 ,Acute bronchiolitis,Diseases of the respiratory system,213,80,2.38,0.0000000085881597,1.77,3.18
009.0 ,"Infectious colitis, enteritis,...",Infectious and parasitic diseases,186,70,2.38,0.000000066613489,1.73,3.24
464.0 ,Acute laryngitis,Diseases of the respiratory system,303,113,2.38,0.0000000000128464,1.85,3.04
698.9 ,Unspecified pruritic disorder,Diseases of the skin and subcutaneous...,254,95,2.37,0.0000000004227847,1.81,3.1
727.00 ,"Synovitis and tenosynovitis, unspecified",Diseases of the musculoskeletal...,312,116,2.37,0.000000000006209238,1.85,3.01
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",724,261,2.37,9.546576e-24,2.01,2.8
724.3 ,Sciatica,Diseases of the musculoskeletal...,254,94,2.33,0.0000000011565276,1.78,3.04
780.4 ,Dizziness and giddiness,"Comorbidities, signs, and ill-defined...",1790,588,2.32,2.982356e-43,2.06,2.62
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",252,93,2.32,0.0000000016652911,1.77,3.03
691.8 ,Other atopic dermatitis and related...,Diseases of the skin and subcutaneous...,143,53,2.31,0.0000052092706,1.6,3.29
272.4 ,Other and unspecified hyperlipidemia,"Endocrine, nutritional and metabolic...",176,65,2.3,0.00000043175144,1.66,3.17
535.50 ,"Unspecified gastritis and gastroduodenitis,...",Diseases of the digestive system,694,246,2.29,2.68392e-21,1.94,2.71
464.10 ,Acute tracheitis without mention...,Diseases of the respiratory system,441,159,2.29,0.00000000000001711589,1.86,2.81
729.2 ,"Neuralgia, neuritis, and radiculitis,...",Diseases of the musculoskeletal...,391,141,2.27,0.0000000000005555266,1.82,2.82
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,421,151,2.26,0.0000000000001370793,1.83,2.79
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,229,83,2.25,0.00000003023644,1.69,2.98
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,342,123,2.25,0.00000000002001853,1.78,2.84
724.2 ,Lumbago,Diseases of the musculoskeletal...,1041,355,2.24,1.513769e-27,1.94,2.59
372.30 ,"Conjunctivitis, unspecified",Diseases of the nervous system,534,189,2.24,2.929861e-16,1.85,2.71
571.40 ,"Chronic hepatitis, unspecified",Diseases of the digestive system,158,57,2.21,0.0000059358103,1.56,3.1
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,716,248,2.21,6.621908e-20,1.87,2.61
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",1368,451,2.2,6.895153e-32,1.93,2.5
922.1 ,Contusion of chest wall,Injury and poisoning,193,69,2.19,0.00000085603812,1.6,2.97
564.0 ,Constipation,Diseases of the digestive system,2159,669,2.17,1.898092e-40,1.94,2.43
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,303,107,2.17,0.0000000018514307,1.69,2.78
487.1 ,Influenza with other respiratory...,Diseases of the respiratory system,580,200,2.16,0.000000000000001067047,1.79,2.59
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,330,116,2.16,0.0000000004103056,1.7,2.74
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",375,131,2.15,0.0000000000586777,1.71,2.69
535.0 ,Acute gastritis,Diseases of the digestive system,185,65,2.13,0.0000034616683,1.54,2.91
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,336,117,2.13,0.0000000008670429,1.68,2.7
848.9 ,Unspecified site of sprain and...,Injury and poisoning,360,125,2.13,0.0000000002369183,1.69,2.67
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,263,92,2.13,0.000000041239794,1.62,2.78
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,139,49,2.13,0.0000506914,1.46,3.06
493 ,Asthma,Diseases of the respiratory system,134,47,2.11,0.0000895794,1.44,3.05
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",224,78,2.1,0.00000058470248,1.57,2.8
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,1284,413,2.08,3.923297e-26,1.82,2.37
721.3 ,Lumbosacral spondylosis without...,Diseases of the musculoskeletal...,462,156,2.06,0.00000000001427815,1.67,2.52
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",177,61,2.06,0.0000189817,1.48,2.85
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,930,305,2.06,2.627816e-20,1.77,2.4
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,1445,457,2.05,1.702949e-27,1.81,2.33
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,275,94,2.05,0.00000012291893,1.57,2.67
368.13 ,Visual discomfort,Diseases of the nervous system,134,46,2.04,0.0002141335,1.39,2.96
686.9 ,Unspecified local infection of...,Diseases of the skin and subcutaneous...,483,161,2.02,0.00000000001790555,1.65,2.46
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,185,63,2.02,0.000019151,1.46,2.78
532.90 ,"Duodenal ulcer, unspecified as...",Diseases of the digestive system,138,47,2.01,0.0002637744,1.38,2.91
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,676,222,2.01,0.000000000000009094687,1.69,2.39
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",785,255,2,2.941297e-16,1.69,2.35
372.10 ,"Chronic conjunctivitis, unspecified",Diseases of the nervous system,741,242,2,8.219754e-16,1.69,2.37
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,918,296,2,2.011185e-18,1.71,2.33
780.7 ,Malaise and fatigue,"Comorbidities, signs, and ill-defined...",553,182,1.99,0.000000000003179839,1.64,2.4
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,2327,685,1.99,3.618442e-33,1.78,2.23
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,69,1.98,0.0000158278,1.45,2.67
380.4 ,Impacted cerumen,Diseases of the nervous system,161,54,1.97,0.0001098358,1.39,2.77
290.9 ,Unspecified senile psychotic condition,Mental disorders,169,56,1.94,0.0001551576,1.37,2.7
366.10 ,"Senile cataract, unspecified",Diseases of the nervous system,559,181,1.94,0.00000000001940297,1.6,2.34
372.00 ,"Acute conjunctivitis, unspecified",Diseases of the nervous system,389,126,1.91,0.000000026596764,1.52,2.39
374.05 ,Trichiasis of eyelid without entropion,Diseases of the nervous system,183,60,1.91,0.0000940984,1.37,2.63
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,739,234,1.9,0.0000000000001542817,1.61,2.25
274.0 ,"Gouty arthropathy, unspecified","Endocrine, nutritional and metabolic...",159,52,1.9,0.0003280067,1.33,2.68
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,463,149,1.9,0.0000000018683546,1.54,2.34
894.0 ,Multiple and unspecified open...,Injury and poisoning,275,89,1.89,0.0000032951446,1.44,2.46
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,178,58,1.89,0.0001602779,1.35,2.62
531.90 ,"Gastric ulcer, unspecified as...",Diseases of the digestive system,167,54,1.87,0.0003234153,1.32,2.61
716.90 ,"Arthropathy, unspecified, site...",Diseases of the musculoskeletal...,375,120,1.87,0.00000014012897,1.48,2.35
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,451,143,1.86,0.000000014684599,1.5,2.29
805.4 ,Closed fracture of lumbar vertebra...,Injury and poisoning,282,90,1.85,0.0000060752311,1.41,2.4
427.31 ,Atrial fibrillation,Diseases of the circulatory system,245,78,1.83,0.0000276749,1.38,2.43
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,883,270,1.82,0.0000000000001550546,1.55,2.13
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,61,1.82,0.0002750955,1.31,2.5
715.90 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,672,207,1.81,0.0000000000823814,1.51,2.15
372.11 ,Simple chronic conjunctivitis,Diseases of the nervous system,158,50,1.8,0.0009866929,1.26,2.56
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,230,72,1.79,0.0001289577,1.32,2.39
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,636,194,1.77,0.0000000010578925,1.48,2.12
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,161,50,1.75,0.0015713444,1.23,2.48
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,214,66,1.74,0.0004122981,1.28,2.36
401.1 ,Benign essential hypertension,Diseases of the circulatory system,422,128,1.73,0.0000013130022,1.38,2.15
716.9 ,"Arthropathy, unspecified",Diseases of the musculoskeletal...,173,53,1.72,0.0016476925,1.22,2.41
733.01 ,Senile osteoporosis,Diseases of the musculoskeletal...,316,95,1.69,0.0000501244,1.31,2.17
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",226,68,1.68,0.000609141,1.24,2.26
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,264,79,1.67,0.0002672684,1.26,2.2
250.00 ,Diabetes mellitus without mention...,"Endocrine, nutritional and metabolic...",543,160,1.67,0.00000041526561,1.37,2.03
274.9 ,"Gout, unspecified","Endocrine, nutritional and metabolic...",187,56,1.67,0.0024289725,1.19,2.31
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,568,165,1.63,0.00000092593154,1.34,1.98
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,814,233,1.63,0.000000010957335,1.38,1.92
564 ,"Functional digestive disorders,...",Diseases of the digestive system,340,99,1.62,0.0001574328,1.26,2.06
290.0 ,"Senile dementia, uncomplicated",Mental disorders,726,208,1.62,0.000000070581635,1.36,1.92
366 ,Cataract,Diseases of the nervous system,139,41,1.62,0.0145342116,1.1,2.37
820 ,Fracture of neck of femur,Injury and poisoning,130,38,1.6,0.0211341198,1.06,2.37
820.00 ,Closed fracture of intracapsular...,Injury and poisoning,138,40,1.58,0.0191363031,1.06,2.32
366.9 ,Unspecified cataract,Diseases of the nervous system,135,39,1.58,0.0236816876,1.05,2.32
280.9 ,"Iron deficiency anemia, unspecified",Diseases of the blood and blood-forming...,146,42,1.57,0.0174415828,1.06,2.27
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,245,69,1.53,0.004882421,1.13,2.04
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,181,51,1.52,0.015383058,1.08,2.13
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",174,48,1.48,0.0289252866,1.03,2.09
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,44,1.47,0.0377377984,1.01,2.11
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,283,77,1.46,0.0070279626,1.1,1.91
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,820,219,1.46,0.0000103274,1.23,1.72
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,49,1.45,0.0319354514,1.02,2.04
721.90 ,"Spondylosis of unspecified site,...",Diseases of the musculoskeletal...,158,43,1.45,0.0466010171,0.99,2.08
733.00 ,"Osteoporosis, unspecified",Diseases of the musculoskeletal...,814,217,1.45,0.0000144798,1.23,1.72
707.0 ,Decubitus ulcer,Diseases of the skin and subcutaneous...,495,132,1.43,0.0008827708,1.16,1.77
920 ,"Contusion of face, scalp, and...",Injury and poisoning,201,54,1.43,0.0337788612,1.02,1.97
401 ,Essential hypertension,Diseases of the circulatory system,416,111,1.43,0.0023002186,1.13,1.79
250.90 ,"Diabetes with unspecified complication,...","Endocrine, nutritional and metabolic...",173,46,1.4,0.0572254164,0.98,1.99
682.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,393,103,1.39,0.0060431647,1.09,1.76
434.0 ,Cerebral thrombosis,Diseases of the circulatory system,174,46,1.39,0.0585774823,0.97,1.97
873.40 ,"Open wound of face, unspecified...",Injury and poisoning,191,50,1.38,0.0577878334,0.97,1.92
821.00 ,Closed fracture of unspecified...,Injury and poisoning,180,47,1.37,0.0763401237,0.96,1.93
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,49,1.37,0.0681429882,0.96,1.91
349.9 ,Unspecified disorders of nervous...,Diseases of the nervous system,138,36,1.37,0.112152524,0.9,2.02
332.0 ,Paralysis agitans,Diseases of the nervous system,155,40,1.35,0.1094969904,0.91,1.95
564.8 ,Other specified function disorder...,Diseases of the digestive system,198,51,1.34,0.0755149968,0.95,1.87
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,459,117,1.34,0.0106509223,1.07,1.67
491 ,Chronic bronchitis,Diseases of the respiratory system,223,57,1.33,0.0776953726,0.96,1.82
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,36,1.33,0.1716380061,0.88,1.96
891.0 ,"Open wound of knee, leg [except...",Injury and poisoning,189,48,1.32,0.1023133761,0.93,1.85
290 ,Senile and presenile organic psychotic...,Mental disorders,236,60,1.32,0.072348431,0.96,1.79
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,394,99,1.31,0.0256986728,1.02,1.66
820.8 ,Closed fracture of unspecified...,Injury and poisoning,305,77,1.31,0.0513409269,1,1.72
820.21 ,Closed fracture of intertrochanteric...,Injury and poisoning,195,49,1.3,0.1275536323,0.92,1.82
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,546,134,1.27,0.0216229104,1.03,1.56
428 ,Heart failure,Diseases of the circulatory system,219,53,1.24,0.2039637224,0.89,1.7
038.9 ,Unspecified septicemia,Infectious and parasitic diseases,337,80,1.21,0.1495731813,0.92,1.57
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,370,87,1.19,0.167677198,0.92,1.53
585 ,Chronic renal failure,Diseases of the genitourinary...,287,67,1.18,0.2653757022,0.88,1.56
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,167,39,1.18,0.3848037034,0.8,1.7
873.0 ,"Open wound of scalp, without mention...",Injury and poisoning,224,52,1.17,0.3570227336,0.84,1.61
