disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
923.10 ,Contusion of forearm,Injury and poisoning,2775,147,52.41,4.3155e-188,43.77,62.43
924.00 ,Contusion of thigh,Injury and poisoning,4091,146,34.63,8.08804e-162,28.97,41.1
923.11 ,Contusion of elbow,Injury and poisoning,6126,107,16.25,1.783429e-86,13.22,19.8
920 ,"Contusion of face, scalp, and...",Injury and poisoning,25286,371,15.8,3.80666e-279,14.05,17.72
923.00 ,Contusion of shoulder region,Injury and poisoning,11433,169,14.16,4.96751e-125,12.01,16.62
924.10 ,Contusion of lower leg,Injury and poisoning,6803,102,13.87,4.184869e-76,11.23,16.97
912.0 ,Abrasion or friction burn of shoulder...,Injury and poisoning,2152,32,13.27,9.951887e-25,9.03,18.86
922.2 ,Contusion of abdominal wall,Injury and poisoning,3592,52,13.04,1.121963e-38,9.68,17.22
923.20 ,Contusion of hand(s),Injury and poisoning,6533,87,12.19,6.895726e-61,9.71,15.15
923.8 ,Contusion of multiple sites of...,Injury and poisoning,3078,41,11.92,1.952512e-29,8.51,16.28
924.4 ,Contusion of multiple sites of...,Injury and poisoning,3707,45,10.87,1.714972e-30,7.88,14.63
850.0 ,Concussion with no loss of consciousness,Injury and poisoning,9136,102,10.27,4.650464e-64,8.32,12.56
913.0 ,"Abrasion or friction burn of elbow,...",Injury and poisoning,8174,89,9.95,3.857643e-55,7.94,12.33
922.8 ,Contusion of multiple sites of...,Injury and poisoning,4316,47,9.74,9.16954e-30,7.12,13.03
922.3 ,Contusion of back,Injury and poisoning,18485,172,8.84,1.278475e-95,7.51,10.36
924.11 ,Contusion of knee,Injury and poisoning,19042,176,8.8,2.077651e-97,7.49,10.29
880.03 ,"Open wound of upper arm, without...",Injury and poisoning,2412,23,8.42,0.00000000000003801738,5.31,12.71
881.01 ,"Open wound of elbow, without mention...",Injury and poisoning,2311,22,8.4,0.0000000000001394845,5.24,12.79
922.1 ,Contusion of chest wall,Injury and poisoning,29844,250,8.27,7.89155e-130,7.21,9.46
923.21 ,Contusion of wrist,Injury and poisoning,4222,38,8,1.522888e-21,5.64,11.04
923.3 ,Contusion of finger,Injury and poisoning,4287,36,7.45,1.542713e-19,5.19,10.37
