disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
535 ,Gastritis and duodenitis,Diseases of the digestive system,158,21,7.67,0.00000000002025622,4.48,12.57
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,161,15,4.96,0.0000019393436,2.65,8.67
719.4 ,Pain in joint,Diseases of the musculoskeletal...,141,12,4.42,0.0000526156,2.18,8.18
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,180,13,3.7,0.0001398351,1.89,6.67
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,139,10,3.64,0.0008546753,1.68,7.07
716.9 ,"Arthropathy, unspecified",Diseases of the musculoskeletal...,173,12,3.53,0.0003671699,1.75,6.49
535.00 ,"Acute gastritis, without mention...",Diseases of the digestive system,667,41,3.51,0.0000000005845938,2.4,5.05
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",252,17,3.49,0.0000313208,1.95,5.88
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,160,11,3.48,0.0006943035,1.67,6.56
787.3 ,"Flatulence, eructation, and gas...","Comorbidities, signs, and ill-defined...",349,22,3.31,0.0000060724907,1.99,5.27
009.0 ,"Infectious colitis, enteritis,...",Infectious and parasitic diseases,186,12,3.26,0.0007053496,1.62,5.98
428 ,Heart failure,Diseases of the circulatory system,219,14,3.25,0.0002802188,1.71,5.73
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",375,23,3.22,0.0000058001143,1.96,5.09
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,192,12,3.15,0.0009330865,1.57,5.77
727.00 ,"Synovitis and tenosynovitis, unspecified",Diseases of the musculoskeletal...,312,19,3.15,0.0000438673,1.82,5.16
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",1368,68,3.15,0.000000000003937907,2.29,4.31
820.21 ,Closed fracture of intertrochanteric...,Injury and poisoning,195,12,3.09,0.0010681752,1.54,5.68
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,336,20,3.08,0.0000378573,1.81,4.99
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,214,13,3.06,0.0007501326,1.57,5.5
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,181,11,3.04,0.0018974232,1.46,5.71
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,716,39,3.03,0.000000049822924,2.05,4.38
715.96 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,150,9,2.98,0.0052564736,1.31,5.94
366.9 ,Unspecified cataract,Diseases of the nervous system,135,8,2.93,0.008964814,1.22,6.07
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",188,11,2.92,0.0025572278,1.4,5.48
891.0 ,"Open wound of knee, leg [except...",Injury and poisoning,189,11,2.9,0.0026650442,1.4,5.45
