disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,122,22,12.25,0.00000000000000473682,6.98,20.74
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,105,12,6.41,0.0000022037135,3.09,12.26
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,126,12,5.21,0.0000150191,2.52,9.88
721.3 ,Lumbosacral spondylosis without...,Diseases of the musculoskeletal...,247,21,4.97,0.000000046215684,2.87,8.27
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,157,14,4.92,0.000006007258,2.52,8.95
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,11,4.85,0.0000582061,2.28,9.42
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,10,4.81,0.0001296305,2.17,9.59
428 ,Heart failure,Diseases of the circulatory system,137,12,4.74,0.0000351161,2.3,8.97
564 ,"Functional digestive disorders,...",Diseases of the digestive system,265,19,4.02,0.0000031022559,2.27,6.79
493 ,Asthma,Diseases of the respiratory system,122,9,3.82,0.0012412827,1.65,7.81
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,110,8,3.73,0.0025452095,1.52,7.92
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,115,8,3.55,0.0033596159,1.45,7.53
724.3 ,Sciatica,Diseases of the musculoskeletal...,134,9,3.44,0.0023908463,1.49,7.02
733.00 ,"Osteoporosis, unspecified",Diseases of the musculoskeletal...,238,15,3.36,0.0001689836,1.77,5.96
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,155,10,3.32,0.0018574242,1.51,6.55
536 ,Disorders of function of stomach,Diseases of the digestive system,109,7,3.23,0.0092448084,1.23,7.15
729.2 ,"Neuralgia, neuritis, and radiculitis,...",Diseases of the musculoskeletal...,195,12,3.19,0.0009834376,1.56,5.99
374.05 ,Trichiasis of eyelid without entropion,Diseases of the nervous system,127,8,3.18,0.0061420004,1.31,6.73
401 ,Essential hypertension,Diseases of the circulatory system,250,15,3.18,0.0002906257,1.68,5.63
402 ,Hypertensive heart disease,Diseases of the circulatory system,210,12,2.94,0.0018680315,1.44,5.51
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,6,2.85,0.0252413382,1,6.66
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,123,7,2.83,0.017212997,1.08,6.24
884.0 ,Multiple and unspecified open...,Injury and poisoning,108,6,2.74,0.0297036098,0.96,6.38
571.40 ,"Chronic hepatitis, unspecified",Diseases of the digestive system,146,8,2.73,0.0137526454,1.12,5.76
434 ,Occlusion of cerebral arteries,Diseases of the circulatory system,109,6,2.71,0.0308953846,0.95,6.32
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,7,2.71,0.0209783425,1.04,5.97
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",291,15,2.68,0.0014312347,1.42,4.74
787.3 ,"Flatulence, eructation, and gas...","Comorbidities, signs, and ill-defined...",190,10,2.65,0.0079843347,1.21,5.21
185 ,Malignant neoplasm of prostate,Neoplasms,116,6,2.54,0.0401200527,0.89,5.9
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,330,16,2.52,0.0024033806,1.36,4.39
724.2 ,Lumbago,Diseases of the musculoskeletal...,450,21,2.5,0.0009184305,1.45,4.12
250.0 ,Diabetes Mellitus w/m of complication,"Endocrine, nutritional and metabolic...",98,5,2.48,0.0617883233,0.77,6.2
491 ,Chronic bronchitis,Diseases of the respiratory system,223,11,2.48,0.0087633129,1.18,4.74
564.0 ,Constipation,Diseases of the digestive system,1528,55,2.43,0.0000098121105,1.62,3.67
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",142,7,2.42,0.0345029831,0.93,5.32
692 ,Contact dermatitis and other eczema,Diseases of the skin and subcutaneous...,122,6,2.4,0.0492931744,0.84,5.57
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",693,29,2.33,0.0003414392,1.45,3.65
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,5,2.31,0.0781491096,0.72,5.74
133.0 ,Scabies,Infectious and parasitic diseases,106,5,2.28,0.0806608439,0.71,5.68
494 ,Bronchiectasis,Diseases of the respiratory system,106,5,2.28,0.0806608439,0.71,5.68
564.8 ,Other specified function disorder...,Diseases of the digestive system,128,6,2.28,0.0596686896,0.8,5.29
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,129,6,2.26,0.0615161704,0.79,5.24
599.7 ,Hematuria,Diseases of the genitourinary...,205,9,2.16,0.043624991,0.94,4.36
600 ,Hyperplasia of prostate,Diseases of the genitourinary...,1264,45,2.16,0.0001834011,1.42,3.25
729.1 ,"Myalgia and myositis, unspecified",Diseases of the musculoskeletal...,281,12,2.13,0.0200616561,1.05,3.97
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,5,2.11,0.1022845674,0.66,5.24
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,162,7,2.1,0.0887701548,0.81,4.6
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,31,2.08,0.0014282415,1.31,3.23
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,215,9,2.05,0.0515668341,0.9,4.14
848.9 ,Unspecified site of sprain and...,Injury and poisoning,142,6,2.04,0.1302540854,0.72,4.71
300.00 ,"Anxiety state, unspecified",Mental disorders,170,7,1.99,0.0985246636,0.77,4.36
434.0 ,Cerebral thrombosis,Diseases of the circulatory system,97,4,1.97,0.1605980988,0.51,5.36
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,15,1.96,0.0264555216,1.04,3.45
290 ,Senile and presenile organic psychotic...,Mental disorders,99,4,1.92,0.1690473614,0.5,5.25
715.90 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,422,16,1.91,0.0231733536,1.03,3.31
380.4 ,Impacted cerumen,Diseases of the nervous system,151,6,1.91,0.1445995951,0.67,4.41
686.9 ,Unspecified local infection of...,Diseases of the skin and subcutaneous...,236,9,1.85,0.1021842723,0.81,3.73
372.30 ,"Conjunctivitis, unspecified",Diseases of the nervous system,319,12,1.85,0.0692156324,0.91,3.44
788.1 ,Dysuria,"Comorbidities, signs, and ill-defined...",103,4,1.84,0.2870709198,0.48,5.02
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,321,12,1.84,0.0700970943,0.91,3.42
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,239,9,1.83,0.104959761,0.8,3.68
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,11,1.82,0.094673801,0.87,3.45
894.0 ,Multiple and unspecified open...,Injury and poisoning,189,7,1.78,0.1938667756,0.69,3.88
535.50 ,"Unspecified gastritis and gastroduodenitis,...",Diseases of the digestive system,330,12,1.78,0.0750490437,0.88,3.31
465.0 ,Acute laryngopharyngitis,Diseases of the respiratory system,246,9,1.77,0.1125007652,0.78,3.56
682.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,276,10,1.76,0.1309669664,0.81,3.43
438 ,Late effects of cerebrovascular...,Diseases of the circulatory system,395,14,1.75,0.0687292152,0.91,3.13
891.0 ,"Open wound of knee, leg [except...",Injury and poisoning,166,6,1.72,0.177139426,0.61,3.97
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",434,15,1.71,0.0812812864,0.91,3
274.0 ,"Gouty arthropathy, unspecified","Endocrine, nutritional and metabolic...",255,9,1.7,0.1243106349,0.75,3.42
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,4,1.69,0.3095626909,0.44,4.58
372.10 ,"Chronic conjunctivitis, unspecified",Diseases of the nervous system,453,15,1.63,0.0899717086,0.87,2.86
427.31 ,Atrial fibrillation,Diseases of the circulatory system,146,5,1.62,0.2505758945,0.51,4
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,17,1.58,0.1115339463,0.88,2.71
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,123,4,1.53,0.344300222,0.4,4.14
290.0 ,"Senile dementia, uncomplicated",Mental disorders,315,10,1.52,0.2262507207,0.7,2.96
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,944,28,1.51,0.0803085463,0.94,2.37
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",420,13,1.49,0.2168668524,0.76,2.72
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",159,5,1.48,0.3974876804,0.46,3.65
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,24,1.47,0.1126994134,0.89,2.36
780.7 ,Malaise and fatigue,"Comorbidities, signs, and ill-defined...",332,10,1.43,0.325313207,0.66,2.79
698.2 ,Prurigo,Diseases of the skin and subcutaneous...,168,5,1.39,0.4162097144,0.44,3.43
873.40 ,"Open wound of face, unspecified...",Injury and poisoning,101,3,1.38,0.4843893225,0.28,4.28
436 ,"Acute, but ill-defined, cerebrovascular...",Diseases of the circulatory system,241,7,1.37,0.3678937079,0.53,2.97
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,425,12,1.34,0.3810878919,0.66,2.49
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,246,7,1.34,0.4958649419,0.52,2.9
564.9 ,Unspecified functional disorder...,Diseases of the digestive system,465,13,1.33,0.3168113361,0.68,2.42
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,432,12,1.32,0.3850594314,0.65,2.44
727.00 ,"Synovitis and tenosynovitis, unspecified",Diseases of the musculoskeletal...,142,4,1.31,0.5524567489,0.35,3.54
110.4 ,Dermatophytosis of foot,Infectious and parasitic diseases,180,5,1.3,0.596458464,0.41,3.19
332.0 ,Paralysis agitans,Diseases of the nervous system,108,3,1.29,0.5105183488,0.26,3.98
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,110,3,1.27,0.5182534232,0.25,3.91
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,682,18,1.26,0.3942222607,0.71,2.13
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,493,13,1.25,0.4181293955,0.63,2.26
250.00 ,Diabetes mellitus without mention...,"Endocrine, nutritional and metabolic...",301,8,1.24,0.5380973638,0.52,2.58
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,1178,30,1.24,0.357304157,0.78,1.93
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,113,3,1.23,0.7373725989,0.25,3.79
401.1 ,Benign essential hypertension,Diseases of the circulatory system,237,6,1.18,0.6463776199,0.42,2.69
518.81 ,Acute respiratory failure,Diseases of the respiratory system,158,4,1.17,0.7776444279,0.31,3.16
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,159,4,1.16,0.7783325309,0.31,3.14
466.0 ,Acute bronchitis,Diseases of the respiratory system,1078,26,1.14,0.5539655842,0.7,1.82
786.2 ,Cough,"Comorbidities, signs, and ill-defined...",290,7,1.12,0.6799797769,0.43,2.42
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,500,12,1.12,0.7451894909,0.55,2.06
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,6,1.1,0.8231844341,0.39,2.51
