disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
411.1 ,Intermediate coronary syndrome,Diseases of the circulatory system,1058,284,5.07,9.918843e-90,4.4,5.82
412 ,Old myocardial infarction,Diseases of the circulatory system,1217,316,4.85,1.163044e-95,4.25,5.53
411.81 ,Acute coronary occlusion without...,Diseases of the circulatory system,900,226,4.61,8.220298e-66,3.94,5.37
410.90 ,Acute myocardial infarction of...,Diseases of the circulatory system,899,223,4.53,6.361475e-64,3.87,5.28
413.0 ,Angina decubitus,Diseases of the circulatory system,768,189,4.47,8.043851e-54,3.77,5.28
413 ,Angina pectoris,Diseases of the circulatory system,2616,618,4.39,1.83406e-165,3.99,4.81
427.89 ,Other specified cardiac dysrhythmias,Diseases of the circulatory system,2720,613,4.12,1.51331e-153,3.75,4.52
786.51 ,Precordial pain,"Comorbidities, signs, and ill-defined...",890,204,4.07,1.182752e-52,3.46,4.78
428.1 ,Left heart failure,Diseases of the circulatory system,550,126,4.05,4.436508e-33,3.29,4.95
427.2 ,"Paroxysmal tachycardia, unspecified",Diseases of the circulatory system,785,175,3.92,1.233863e-43,3.29,4.65
396.3 ,Mitral valve insufficiency and...,Diseases of the circulatory system,532,117,3.84,3.934424e-29,3.09,4.73
427.0 ,Paroxysmal supraventricular tachycardia,Diseases of the circulatory system,1177,245,3.61,1.087322e-54,3.12,4.17
414.8 ,Other specified forms of chronic...,Diseases of the circulatory system,3483,695,3.54,5.78291e-145,3.25,3.86
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,24674,3895,3.54,< 0.0001,3.39,3.7
411.89 ,Other acute and subacute forms...,Diseases of the circulatory system,2020,410,3.54,1.953167e-87,3.16,3.96
424.1 ,Aortic valve disorders,Diseases of the circulatory system,3034,596,3.45,7.54565e-121,3.14,3.78
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,14179,2451,3.43,< 0.0001,3.26,3.6
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",8462,1539,3.37,1.94464e-285,3.17,3.58
427.81 ,Sinoatrial node dysfunction,Diseases of the circulatory system,973,185,3.21,4.329894e-36,2.71,3.77
424.0 ,Mitral valve disorders,Diseases of the circulatory system,2835,523,3.17,3.20397e-95,2.87,3.49
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,14476,2368,3.16,< 0.0001,3.01,3.32
402.91 ,Unspecified hypertensive heart...,Diseases of the circulatory system,2096,387,3.14,1.437142e-70,2.8,3.51
424.90 ,"Endocarditis, valve unspecified,...",Diseases of the circulatory system,769,141,3.06,2.994196e-26,2.53,3.68
386.11 ,Benign paroxysmal positional vertigo,Diseases of the nervous system,2405,432,3.04,5.76233e-75,2.73,3.39
427.31 ,Atrial fibrillation,Diseases of the circulatory system,4910,850,3,3.39516e-139,2.77,3.24
402.11 ,Benign hypertensive heart disease...,Diseases of the circulatory system,2358,418,2.99,7.457072e-71,2.68,3.33
429.3 ,Cardiomegaly,Diseases of the circulatory system,1602,285,2.98,6.800934e-49,2.6,3.39
300.00 ,"Anxiety state, unspecified",Mental disorders,11916,1918,2.98,8.97825e-289,2.82,3.14
786.59 ,Other chest pain,"Comorbidities, signs, and ill-defined...",3944,682,2.96,9.97329e-111,2.71,3.22
429.2 ,"Cardiovascular disease, unspecified",Diseases of the circulatory system,1560,276,2.95,8.452102e-47,2.58,3.37
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,9361,1532,2.94,5.73156e-233,2.77,3.12
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,16381,2511,2.94,< 0.0001,2.8,3.09
300.09 ,Other anxiety states,Mental disorders,1446,255,2.94,4.140738e-43,2.55,3.37
372.39 ,Other conjunctivitis,Diseases of the nervous system,1055,186,2.92,7.184264e-32,2.48,3.43
117.9 ,Other and unspecified mycoses,Infectious and parasitic diseases,627,109,2.86,7.499547e-19,2.3,3.52
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,9215,1469,2.83,5.73942e-211,2.67,3.01
440.9 ,Generalized and unspecified atherosclerosis,Diseases of the circulatory system,3213,541,2.83,2.873672e-83,2.57,3.11
402.1 ,"Hypertensive heart disease, benign",Diseases of the circulatory system,1436,243,2.79,4.098978e-38,2.42,3.21
300.02 ,Generalized anxiety disorder,Mental disorders,1710,288,2.78,1.307766e-44,2.44,3.17
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,28426,3798,2.77,< 0.0001,2.65,2.89
402.00 ,Malignant hypertensive heart disease...,Diseases of the circulatory system,2232,366,2.71,1.413355e-53,2.41,3.04
535.01 ,"Acute gastritis, with hemorrhage",Diseases of the digestive system,625,104,2.71,1.391392e-16,2.17,3.35
411 ,Other acute and subacute forms...,Diseases of the circulatory system,845,140,2.7,1.071549e-21,2.24,3.25
785.1 ,Palpitations,"Comorbidities, signs, and ill-defined...",9728,1488,2.69,7.20434e-196,2.54,2.86
786.5 ,Chest pain,"Comorbidities, signs, and ill-defined...",3905,601,2.55,7.511378e-77,2.33,2.79
333.1 ,Essential and other specified...,Diseases of the nervous system,743,117,2.54,1.231119e-16,2.06,3.1
402.01 ,Malignant hypertensive heart disease...,Diseases of the circulatory system,607,95,2.52,0.0000000000001170618,2,3.14
306.2 ,Cardiovascular malfunction arising...,Mental disorders,843,131,2.5,4.632607e-18,2.06,3.02
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",4194,634,2.5,3.766795e-78,2.29,2.73
785.0 ,"Tachycardia, unspecified","Comorbidities, signs, and ill-defined...",938,145,2.49,1.248207e-19,2.07,2.98
435.9 ,Unspecified transient cerebral...,Diseases of the circulatory system,2272,345,2.47,4.788914e-43,2.19,2.77
307.81 ,Tension headache,Mental disorders,3549,532,2.46,3.339823e-64,2.23,2.7
307.41 ,Transient disorder of initiating...,Mental disorders,1274,194,2.45,7.608645e-25,2.09,2.86
807.00 ,"Closed fracture of rib(s), unspecified",Injury and poisoning,670,102,2.44,0.0000000000001027786,1.95,3.02
573.3 ,"Hepatitis, unspecified",Diseases of the digestive system,1305,197,2.43,9.160344e-25,2.07,2.83
786.9 ,Other symptoms involving respiratory...,"Comorbidities, signs, and ill-defined...",573,87,2.43,0.000000000007139699,1.91,3.06
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,3519,521,2.42,4.518438e-61,2.19,2.66
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",6715,970,2.42,4.59092e-109,2.25,2.6
386.10 ,"Peripheral vertigo, unspecified",Diseases of the nervous system,3062,452,2.4,1.020071e-52,2.16,2.66
