disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
244.0 ,Postsurgical hypothyroidism,"Endocrine, nutritional and metabolic...",1390,130,61.53,1.42048e-173,50.46,74.44
226 ,Benign neoplasm of thyroid glands,Neoplasms,2407,160,43.51,8.83365e-190,36.46,51.59
241.9 ,Unspecified nontoxic nodular goiter,"Endocrine, nutritional and metabolic...",3876,164,27.03,1.61789e-162,22.74,31.98
246 ,Other disorders of thyroid,"Endocrine, nutritional and metabolic...",1993,88,26.59,1.31438e-88,21.06,33.21
244.9 ,Unspecified acquired hypothyroidism,"Endocrine, nutritional and metabolic...",5377,203,24.79,3.71454e-192,21.19,28.88
241.1 ,Nontoxic multinodular goiter,"Endocrine, nutritional and metabolic...",2368,72,17.81,2.550624e-61,13.79,22.69
240.9 ,"Goiter, unspecified","Endocrine, nutritional and metabolic...",9697,250,17.35,4.00465e-198,15.04,19.96
246.9 ,Unspecified disorder of thyroid,"Endocrine, nutritional and metabolic...",7779,182,14.81,1.63879e-135,12.57,17.36
240.0 ,"Goiter, specified as simple","Endocrine, nutritional and metabolic...",1758,45,14.61,1.339078e-35,10.56,19.75
784.2 ,"Swelling, mass, or lump in head...","Comorbidities, signs, and ill-defined...",2742,50,10.36,1.474997e-32,7.63,13.78
242.9 ,Thyrotoxicosis w/m of goiter or...,"Endocrine, nutritional and metabolic...",3843,62,9.22,4.551469e-37,7.01,11.93
242.90 ,Thyrotoxicosis without mention...,"Endocrine, nutritional and metabolic...",8418,120,8.47,3.205612e-65,6.95,10.24
785.6 ,Enlargement of lymph nodes,"Comorbidities, signs, and ill-defined...",1489,19,7.05,0.0000000001199274,4.22,11.09
242.00 ,Toxic diffuse goiter without mention...,"Endocrine, nutritional and metabolic...",3069,37,6.73,1.472367e-18,4.71,9.35
162 ,"Malignant neoplasm, trachea, bronchus,...",Neoplasms,1315,14,5.85,0.00000028360735,3.18,9.88
242 ,Thyrotoxicosis with or without...,"Endocrine, nutritional and metabolic...",1707,18,5.8,0.0000000069299889,3.42,9.24
147.9 ,"Malignant neoplasm of nasopharynx,...",Neoplasms,1467,12,4.47,0.0000267228,2.3,7.86
215.0 ,Other benign neoplasm of connective...,Neoplasms,1746,13,4.07,0.0000328719,2.16,7
703.0 ,Ingrowing nail,Diseases of the skin and subcutaneous...,1219,9,4.03,0.0005485756,1.83,7.69
787.2 ,Dysphagia,"Comorbidities, signs, and ill-defined...",1411,10,3.87,0.0003789833,1.85,7.15
519 ,Other diseases of respiratory...,Diseases of the respiratory system,1415,10,3.85,0.0003873548,1.84,7.13
381.01 ,Acute serous otitis media,Diseases of the nervous system,1235,8,3.53,0.0024598552,1.52,6.99
162.9 ,Malignant neoplasm of bronchus...,Neoplasms,4285,27,3.47,0.000000075573012,2.27,5.07
580 ,Acute glomerulonephritis,Diseases of the genitourinary...,1812,11,3.31,0.0007092255,1.64,5.95
188.9 ,"Malignant neoplasm of bladder,...",Neoplasms,1515,9,3.23,0.0024194626,1.47,6.17
174 ,Malignant female breast neoplasm,Neoplasms,2212,13,3.21,0.0003295055,1.7,5.51
493.0 ,Extrinsic asthma,Diseases of the respiratory system,1362,8,3.2,0.0044079179,1.37,6.33
362 ,Other retinal disorders,Diseases of the nervous system,1547,9,3.17,0.0027750017,1.44,6.04
386.53 ,"Hypoactive labyrinth, unilateral",Diseases of the nervous system,1717,10,3.17,0.0016464324,1.51,5.86
182.0 ,"Malignant neoplasm of corpus uteri,...",Neoplasms,1215,7,3.13,0.0082829143,1.25,6.49
214.9 ,"Lipoma, unspecified site",Neoplasms,1807,10,3.01,0.0023736974,1.44,5.57
373.13 ,Abscess of eyelid,Diseases of the nervous system,1629,9,3.01,0.0038762348,1.37,5.74
478.5 ,Other diseases of vocal cords,Diseases of the respiratory system,12363,66,2.99,0.00000000000008242362,2.3,3.83
296.2 ,"Major depressive disorder, single...",Mental disorders,2592,14,2.95,0.0004554803,1.6,4.97
374.9 ,Unspecified disorder of eyelid,Diseases of the nervous system,1306,7,2.91,0.0119353315,1.17,6.03
