disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
427.9 ,"Cardiac dysrhythmia, unspecified",Diseases of the circulatory system,568,188,4.9,5.117762e-51,4.03,5.95
428.0 ,"Congestive heart failure, unspecified",Diseases of the circulatory system,814,243,4.44,1.419533e-57,3.73,5.27
413.9 ,Other and unspecified angina pectoris,Diseases of the circulatory system,275,91,4.44,2.493763e-24,3.38,5.8
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,463,145,4.3,1.014163e-35,3.46,5.33
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,930,260,4.1,1.060956e-55,3.46,4.84
274.9 ,"Gout, unspecified","Endocrine, nutritional and metabolic...",187,58,3.91,0.00000000000001989464,2.8,5.42
414.0 ,Coronary atherosclerosis,Diseases of the circulatory system,451,132,3.84,4.004878e-29,3.07,4.78
300.00 ,"Anxiety state, unspecified",Mental disorders,280,83,3.74,7.921219e-19,2.83,4.91
402.9 ,Hypertensive heart disease unspecified,Diseases of the circulatory system,245,70,3.51,0.000000000000004095312,2.6,4.7
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,330,91,3.4,2.96634e-18,2.61,4.39
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,168,47,3.34,0.0000000003345656,2.32,4.75
332.0 ,Paralysis agitans,Diseases of the nervous system,155,43,3.29,0.0000000025422161,2.24,4.75
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,185,51,3.28,0.000000000104846,2.31,4.6
571.40 ,"Chronic hepatitis, unspecified",Diseases of the digestive system,158,43,3.2,0.0000000048229307,2.19,4.62
133.0 ,Scabies,Infectious and parasitic diseases,195,52,3.14,0.0000000004333677,2.22,4.37
401.9 ,Unspecified essential hypertension,Diseases of the circulatory system,2327,463,3.14,1.621772e-56,2.72,3.62
786.09 ,Other respiratory abnormalities,"Comorbidities, signs, and ill-defined...",180,48,3.13,0.0000000012828116,2.18,4.42
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,230,60,3.06,0.00000000003103799,2.22,4.17
427.31 ,Atrial fibrillation,Diseases of the circulatory system,245,63,3.01,0.00000000001779897,2.2,4.07
532.90 ,"Duodenal ulcer, unspecified as...",Diseases of the digestive system,138,35,2.89,0.00000096795288,1.9,4.31
437.0 ,Cerebral atherosclerosis,Diseases of the circulatory system,160,40,2.85,0.00000022012424,1.92,4.13
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,431,103,2.81,0.000000000000001441436,2.2,3.56
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,283,69,2.81,0.0000000000295037,2.09,3.74
272.4 ,Other and unspecified hyperlipidemia,"Endocrine, nutritional and metabolic...",176,43,2.76,0.00000018491262,1.9,3.96
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,421,99,2.74,0.00000000000001194038,2.14,3.48
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,705,160,2.74,9.404926e-22,2.25,3.33
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,676,154,2.74,3.839743e-21,2.24,3.34
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,336,80,2.74,0.000000000003851548,2.09,3.58
491.21 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,144,35,2.73,0.0000036580565,1.8,4.06
429.9 ,"Heart disease, unspecified",Diseases of the circulatory system,206,49,2.68,0.000000066896347,1.89,3.74
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,841,185,2.68,1.132975e-23,2.22,3.21
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",375,86,2.62,0.000000000004736356,2.01,3.38
715.96 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,150,35,2.58,0.0000071647227,1.71,3.83
