disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
600 ,Hyperplasia of prostate,Diseases of the genitourinary...,1264,85,8.08,2.280429e-26,5.26,12.68
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",291,33,6.77,0.00000000000001494592,4.29,10.47
788.1 ,Dysuria,"Comorbidities, signs, and ill-defined...",103,12,5.78,0.0000057439957,2.79,11.02
599.7 ,Hematuria,Diseases of the genitourinary...,205,20,5.03,0.000000067922799,2.88,8.42
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,8,3.52,0.0035444273,1.44,7.46
595.0 ,Acute cystitis,Diseases of the genitourinary...,149,11,3.43,0.0008948158,1.62,6.58
595.9 ,"Cystitis, unspecified",Diseases of the genitourinary...,139,10,3.31,0.0018718321,1.51,6.52
721.3 ,Lumbosacral spondylosis without...,Diseases of the musculoskeletal...,247,16,3.06,0.0002695682,1.66,5.33
715.9 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,105,7,2.98,0.0134289048,1.14,6.59
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,35,2.89,0.0000023990527,1.87,4.39
380.4 ,Impacted cerumen,Diseases of the nervous system,151,9,2.67,0.0107130552,1.17,5.41
300.00 ,"Anxiety state, unspecified",Mental disorders,170,10,2.65,0.0079311641,1.21,5.19
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,21,2.6,0.0003666662,1.52,4.27
402.10 ,Benign hypertensive heart disease...,Diseases of the circulatory system,155,9,2.6,0.0125843387,1.13,5.25
733.0 ,Osteoporosis,Diseases of the musculoskeletal...,104,6,2.54,0.0401200527,0.89,5.9
733.00 ,"Osteoporosis, unspecified",Diseases of the musculoskeletal...,238,13,2.48,0.0072282604,1.26,4.52
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,162,9,2.47,0.0164332746,1.08,5
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,113,6,2.32,0.0561646009,0.81,5.37
724.3 ,Sciatica,Diseases of the musculoskeletal...,134,7,2.29,0.0437332018,0.88,5.01
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,215,11,2.28,0.0192053148,1.09,4.34
372.1 ,Chronic conjunctivitis,Diseases of the nervous system,157,8,2.24,0.0560211282,0.93,4.69
428 ,Heart failure,Diseases of the circulatory system,137,7,2.23,0.0483214316,0.86,4.89
780.5 ,Sleep disturbance,"Comorbidities, signs, and ill-defined...",142,7,2.15,0.0853547653,0.83,4.7
490 ,"Bronchitis, not specified as acute...",Diseases of the respiratory system,321,15,2.11,0.0130280572,1.12,3.7
463 ,Acute tonsillitis,Diseases of the respiratory system,212,10,2.08,0.037318392,0.95,4.05
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,5,2.05,0.1114232354,0.64,5.09
401.1 ,Benign essential hypertension,Diseases of the circulatory system,237,11,2.05,0.0463924169,0.98,3.89
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,6,2.03,0.1314167746,0.71,4.68
715.36 ,"Osteoarthrosis, localized, not...",Diseases of the musculoskeletal...,129,6,2.01,0.133013708,0.71,4.64
332.0 ,Paralysis agitans,Diseases of the nervous system,108,5,1.99,0.1895451068,0.62,4.94
536 ,Disorders of function of stomach,Diseases of the digestive system,109,5,1.97,0.1913681029,0.61,4.89
715.16 ,"Osteoarthrosis, localized, primary,...",Diseases of the musculoskeletal...,110,5,1.95,0.1932797359,0.61,4.84
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,248,11,1.95,0.0518337005,0.93,3.7
715.90 ,"Osteoarthrosis, unspecified whether...",Diseases of the musculoskeletal...,422,18,1.93,0.0186778426,1.09,3.25
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,111,5,1.93,0.195278346,0.6,4.79
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,11,1.91,0.0552447682,0.91,3.62
787.0 ,Nausea and vomiting,"Comorbidities, signs, and ill-defined...",159,7,1.9,0.109876166,0.73,4.15
460 ,Acute nasopharyngitis [common...,Diseases of the respiratory system,728,29,1.89,0.0056081482,1.18,2.93
729.1 ,"Myalgia and myositis, unspecified",Diseases of the musculoskeletal...,281,12,1.88,0.0459235276,0.93,3.48
