disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
716.65 ,"Unspecified monoarthritis, pelvic...",Diseases of the musculoskeletal...,1403,234,47.79,1.01136e-283,41.2,55.22
711 ,Arthropathy associated with infections,Diseases of the musculoskeletal...,1598,227,39.45,1.83808e-258,34.02,45.66
316 ,Psychic factors associated with...,Mental disorders,4194,458,30.98,< 0.0001,27.9,34.31
296.2 ,"Major depressive disorder, single...",Mental disorders,3258,315,26.05,3.75556e-305,23.03,29.42
357.4 ,Polyneuropathy in other diseases...,Diseases of the nervous system,6064,533,24.82,< 0.0001,22.53,27.3
416 ,Chronic pulmonary heart disease,Diseases of the circulatory system,3408,300,23.4,3.25153e-278,20.61,26.48
830 ,Dislocation of jaw,Injury and poisoning,2316,202,22.6,3.33347e-186,19.4,26.21
580 ,Acute glomerulonephritis,Diseases of the genitourinary...,2071,169,20.85,5.60777e-151,17.65,24.5
437 ,Other and ill-defined cerebrovascular...,Diseases of the circulatory system,3010,241,20.78,2.53178e-213,18.07,23.8
716.68 ,"Unspecified monoarthritis, other...",Diseases of the musculoskeletal...,2689,210,20.07,1.40777e-183,17.29,23.19
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,6171,441,19.32,< 0.0001,17.4,21.41
519 ,Other diseases of respiratory...,Diseases of the respiratory system,1655,125,18.97,9.15269e-108,15.63,22.83
272.8 ,Other disorders of lipoid metabolism,"Endocrine, nutritional and metabolic...",1524,114,18.72,6.410517e-98,15.3,22.73
716 ,Other and unspecified arthropathies,Diseases of the musculoskeletal...,8746,554,17.47,< 0.0001,15.89,19.16
298.9 ,Unspecified psychosis,Mental disorders,2575,167,16.26,7.13989e-133,13.76,19.09
246 ,Other disorders of thyroid,"Endocrine, nutritional and metabolic...",3374,209,15.63,3.54205e-162,13.48,18.06
582 ,Chronic glomerulonephritis,Diseases of the genitourinary...,2368,147,15.44,2.34148e-114,12.94,18.3
285.8 ,Other specified anemias,Diseases of the blood and blood-forming...,2425,150,15.39,1.90208e-116,12.92,18.22
492 ,Emphysema,Diseases of the respiratory system,2255,135,14.81,4.64759e-103,12.32,17.68
536 ,Disorders of function of stomach,Diseases of the digestive system,21727,983,13.73,< 0.0001,12.75,14.77
610 ,Benign mammary dysplasias,Diseases of the genitourinary...,3238,178,13.66,2.56941e-129,11.64,15.95
472 ,Chronic pharyngitis and nasopharyngitis,Diseases of the respiratory system,5636,261,11.62,2.42313e-171,10.18,13.22
583 ,"Nephritis and nephropathy, not...",Diseases of the genitourinary...,3869,178,11.32,2.35626e-116,9.65,13.21
346 ,Migraine,Diseases of the nervous system,5050,222,10.9,5.55864e-141,9.45,12.52
300 ,Neurotic disorders,Mental disorders,32078,1044,9.83,< 0.0001,9.15,10.55
306 ,Physiological malfunction arising...,Mental disorders,3492,138,9.56,5.315682e-82,7.98,11.38
493.2 ,Chronic obstructive asthma with...,Diseases of the respiratory system,2276,90,9.47,5.751164e-54,7.56,11.72
709.8 ,Other specified disorders of skin,Diseases of the skin and subcutaneous...,9951,370,9.47,2.59332e-211,8.47,10.56
884 ,Multiple and unspecified open...,Injury and poisoning,1768,68,9.15,2.093299e-40,7.06,11.69
799.8 ,Other ill-defined conditions,"Comorbidities, signs, and ill-defined...",4703,169,8.72,6.969374e-94,7.41,10.21
729 ,Other disorders of soft tissues,Diseases of the musculoskeletal...,2409,85,8.4,3.004466e-47,6.67,10.46
727 ,"Other disorders of synovium tendon,...",Diseases of the musculoskeletal...,9495,317,8.35,3.06661e-167,7.41,9.39
716.9 ,"Arthropathy, unspecified",Diseases of the musculoskeletal...,33650,959,8.32,< 0.0001,7.73,8.96
372.3 ,Other and unspecified conjunctivitis,Diseases of the nervous system,11623,381,8.32,6.4734e-199,7.46,9.26
