disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
472 ,Chronic pharyngitis and nasopharyngitis,Diseases of the respiratory system,7450,747,67.24,< 0.0001,61.66,73.05
471.9 ,Unspecified nasal polyp,Diseases of the respiratory system,2228,148,35.6,6.23311e-166,29.8,42.24
477 ,Allergic rhinitis,Diseases of the respiratory system,21748,941,29.03,< 0.0001,26.9,31.32
473.8 ,Other chronic sinusitis,Diseases of the respiratory system,3065,152,26.12,3.36921e-151,21.97,30.86
380.2 ,Other otitis externa,Diseases of the nervous system,2989,103,17.62,5.899361e-87,14.29,21.51
473.9 ,Unspecified sinusitis (chronic),Diseases of the respiratory system,33514,879,16.78,< 0.0001,15.52,18.12
473.0 ,Chronic maxillary sinusitis,Diseases of the respiratory system,3756,116,15.78,1.678916e-92,12.97,19.06
470 ,Deviated nasal septum,Diseases of the respiratory system,24820,499,11.28,2e-314,10.23,12.41
493 ,Asthma,Diseases of the respiratory system,8547,185,11.15,2.63403e-120,9.55,12.95
461 ,Acute sinusitis,Diseases of the respiratory system,27229,489,10,4.19957e-286,9.07,11.02
478 ,Other diseases of upper respiratory...,Diseases of the respiratory system,4054,78,9.61,9.34929e-48,7.56,12.05
472.0 ,Chronic rhinitis,Diseases of the respiratory system,73694,1057,9.47,< 0.0001,8.8,10.18
382.0 ,Acute suppurative otitis media,Diseases of the nervous system,2517,46,9.04,7.025174e-28,6.59,12.13
491 ,Chronic bronchitis,Diseases of the respiratory system,9291,156,8.53,5.976466e-86,7.21,10.03
386 ,Vertiginous syndromes and other...,Diseases of the nervous system,5064,86,8.48,2.573955e-48,6.75,10.52
147.9 ,"Malignant neoplasm of nasopharynx,...",Neoplasms,2628,45,8.46,3.613332e-26,6.15,11.38
388.3 ,Tinitus,Diseases of the nervous system,7225,120,8.36,7.557894e-66,6.9,10.04
597 ,"Urethritis, not sexually transmitted,...",Diseases of the genitourinary...,2563,38,7.3,3.016313e-20,5.14,10.06
595 ,Cystitis,Diseases of the genitourinary...,5054,74,7.27,1.374438e-37,5.68,9.17
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,34201,427,6.75,3.3463e-189,6.09,7.48
784.7 ,Epistaxis,"Comorbidities, signs, and ill-defined...",18055,219,6.21,1.203079e-93,5.39,7.13
474.0 ,Chronic tonsillitis,Diseases of the respiratory system,7816,97,6.18,7.745471e-43,4.99,7.57
476.1 ,Chronic laryngotracheitis,Diseases of the respiratory system,2049,24,5.72,0.00000000002980547,3.65,8.56
472.1 ,Chronic pharyngitis,Diseases of the respiratory system,30638,328,5.62,6.2675e-126,5,6.3
478.0 ,Hypertrophy of nasal turbinates,Diseases of the respiratory system,17590,194,5.6,2.803151e-76,4.82,6.48
536 ,Disorders of function of stomach,Diseases of the digestive system,19349,209,5.51,1.352576e-80,4.76,6.34
786.0 ,Dyspnea and respiratory abnormalities,"Comorbidities, signs, and ill-defined...",4250,47,5.43,1.377333e-19,3.98,7.25
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,23123,241,5.35,6.982894e-90,4.67,6.1
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,3890,42,5.29,2.603072e-17,3.8,7.18
455 ,Hemorrhoids,Diseases of the circulatory system,11458,121,5.27,4.666226e-46,4.36,6.32
464 ,Acute laryngitis and tracheitis,Diseases of the respiratory system,43105,416,5.16,2.30331e-145,4.65,5.72
564 ,"Functional digestive disorders,...",Diseases of the digestive system,24350,244,5.14,1.292891e-87,4.49,5.86
491.8 ,Other chronic bronchitis,Diseases of the respiratory system,4126,43,5.11,3.800183e-17,3.68,6.91
381.01 ,Acute serous otitis media,Diseases of the nervous system,2595,27,5.08,0.00000000002533458,3.34,7.42
580 ,Acute glomerulonephritis,Diseases of the genitourinary...,4350,45,5.07,9.387494e-18,3.69,6.81
