disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
137 ,Late effects of TB,Infectious and parasitic diseases,1389,571,11.8,< 0.0001,10.56,13.19
492 ,Emphysema,Diseases of the respiratory system,2305,911,11.53,< 0.0001,10.56,12.6
416 ,Chronic pulmonary heart disease,Diseases of the circulatory system,585,227,10.28,3.11425e-121,8.65,12.2
477 ,Allergic rhinitis,Diseases of the respiratory system,2359,824,9.35,< 0.0001,8.55,10.21
493 ,Asthma,Diseases of the respiratory system,4574,1501,9.28,< 0.0001,8.68,9.92
011 ,Pulmoary tuberculosis,Infectious and parasitic diseases,1444,444,7.37,8.21693e-190,6.56,8.27
482 ,Other bacterial pneumonia,Diseases of the respiratory system,593,175,6.74,5.378319e-72,5.61,8.07
346 ,Migraine,Diseases of the nervous system,519,147,6.34,3.769025e-58,5.2,7.71
536 ,Disorders of function of stomach,Diseases of the digestive system,4057,1063,6.32,< 0.0001,5.86,6.81
533 ,"Peptic ulcer, site unspecified",Diseases of the digestive system,5261,1329,6.21,< 0.0001,5.8,6.64
691 ,Atopic dermatitis and related...,Diseases of the skin and subcutaneous...,949,262,6.2,6.42665e-100,5.34,7.17
583 ,"Nephritis and nephropathy, not...",Diseases of the genitourinary...,902,237,5.77,1.170535e-85,4.95,6.72
582 ,Chronic glomerulonephritis,Diseases of the genitourinary...,773,202,5.71,1.012094e-72,4.83,6.72
472 ,Chronic pharyngitis and nasopharyngitis,Diseases of the respiratory system,528,138,5.67,3.986939e-50,4.63,6.91
728 ,"Disorders of muscle, ligament,...",Diseases of the musculoskeletal...,1793,438,5.35,2.03308e-145,4.78,5.97
564 ,"Functional digestive disorders,...",Diseases of the digestive system,7971,1687,5.11,< 0.0001,4.82,5.43
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,5325,1172,5.06,< 0.0001,4.71,5.42
379.8 ,Other specified disorders of eye...,Diseases of the nervous system,548,131,5.03,4.828297e-43,4.1,6.14
715 ,Osteoarthrosis and allied disorders,Diseases of the musculoskeletal...,5125,1124,5,< 0.0001,4.66,5.37
560 ,Intestinal obstruction without...,Diseases of the digestive system,766,177,4.83,2.449045e-55,4.06,5.74
437 ,Other and ill-defined cerebrovascular...,Diseases of the circulatory system,2000,451,4.82,7.94969e-136,4.32,5.37
414 ,Other forms of chronic ischemic...,Diseases of the circulatory system,4957,1052,4.75,1.29544e-300,4.42,5.11
411 ,Other acute and subacute forms...,Diseases of the circulatory system,801,182,4.73,1.060685e-55,3.98,5.6
402 ,Hypertensive heart disease,Diseases of the circulatory system,8976,1756,4.65,< 0.0001,4.38,4.93
162 ,"Malignant neoplasm, trachea, bronchus,...",Neoplasms,744,167,4.65,1.860517e-50,3.88,5.54
535 ,Gastritis and duodenitis,Diseases of the digestive system,4118,863,4.58,3.54883e-240,4.23,4.95
440 ,Atherosclerosis,Diseases of the circulatory system,914,202,4.57,1.408242e-59,3.89,5.36
597 ,"Urethritis, not sexually transmitted,...",Diseases of the genitourinary...,562,124,4.53,4.70001e-37,3.67,5.55
464 ,Acute laryngitis and tracheitis,Diseases of the respiratory system,3396,714,4.52,3.50804e-198,4.14,4.93
721 ,Spondylosis and allied disorders,Diseases of the musculoskeletal...,1921,413,4.51,6.48705e-117,4.02,5.04
716 ,Other and unspecified arthropathies,Diseases of the musculoskeletal...,1287,277,4.45,1.371816e-78,3.88,5.1
300 ,Neurotic disorders,Mental disorders,3592,734,4.37,3.09287e-196,4.01,4.76
386 ,Vertiginous syndromes and other...,Diseases of the nervous system,3236,662,4.34,1.04632e-176,3.97,4.75
427 ,Cardiac dysrhythmias,Diseases of the circulatory system,3430,699,4.34,6.70448e-186,3.97,4.73
493.2 ,Chronic obstructive asthma with...,Diseases of the respiratory system,1865,389,4.33,9.12911e-106,3.85,4.85
531 ,Gastric ulcer,Diseases of the digestive system,2568,530,4.33,1.73425e-142,3.92,4.78
532 ,Duodenal ulcer,Diseases of the digestive system,1395,293,4.32,1.829122e-80,3.78,4.93
428 ,Heart failure,Diseases of the circulatory system,3539,702,4.19,7.07777e-180,3.84,4.57
686 ,Other local infections of skin...,Diseases of the skin and subcutaneous...,1618,330,4.18,4.7091e-87,3.68,4.73
280 ,Iron deficiency anemias,Diseases of the blood and blood-forming...,805,166,4.17,5.487691e-45,3.49,4.96
491.2 ,Obstructive chronic bronchitis,Diseases of the respiratory system,3549,700,4.16,6.31837e-178,3.81,4.54
401 ,Essential hypertension,Diseases of the circulatory system,10136,1757,3.97,< 0.0001,3.75,4.2
455 ,Hemorrhoids,Diseases of the circulatory system,1451,280,3.88,1.808387e-68,3.39,4.43
307.4 ,Specific disorders of sleep of...,Mental disorders,930,179,3.83,4.878796e-44,3.23,4.52
786.0 ,Dyspnea and respiratory abnormalities,"Comorbidities, signs, and ill-defined...",1547,295,3.83,7.043185e-71,3.35,4.36
494 ,Bronchiectasis,Diseases of the respiratory system,4089,749,3.81,2.42738e-171,3.5,4.14
465 ,Acute upper respiratory infections...,Diseases of the respiratory system,9698,1639,3.79,< 0.0001,3.57,4.02
435 ,Transient cerebral ischemia,Diseases of the circulatory system,576,110,3.77,2.369551e-27,3.03,4.65
461 ,Acute sinusitis,Diseases of the respiratory system,597,114,3.77,2.761418e-28,3.04,4.64
571 ,Chronic liver disease and cirrhosis,Diseases of the digestive system,970,184,3.76,2.647847e-44,3.18,4.43
