disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
600 ,Hyperplasia of prostate,Diseases of the genitourinary...,1264,100,7.64,8.358082e-30,5.19,11.42
599.7 ,Hematuria,Diseases of the genitourinary...,205,28,6.35,0.000000000002487656,3.92,9.97
788.2 ,Retention of urine,"Comorbidities, signs, and ill-defined...",291,34,5.51,0.0000000000007481385,3.55,8.36
599.0 ,"Urinary tract infection, site...",Diseases of the genitourinary...,640,54,4.38,0.00000000000002304542,3.02,6.31
300.00 ,"Anxiety state, unspecified",Mental disorders,170,17,4.08,0.0000067611258,2.24,7.01
788.1 ,Dysuria,"Comorbidities, signs, and ill-defined...",103,10,3.78,0.0007470478,1.71,7.49
780.50 ,"Sleep disturbance, unspecified","Comorbidities, signs, and ill-defined...",105,10,3.7,0.0008693302,1.68,7.32
185 ,Malignant neoplasm of prostate,Neoplasms,116,10,3.31,0.0018718321,1.51,6.52
724.2 ,Lumbago,Diseases of the musculoskeletal...,450,34,3.28,0.0000001058375,2.13,4.94
492.8 ,Other emphysema,Diseases of the respiratory system,108,9,3.17,0.0039598818,1.38,6.45
437.9 ,Unspecified cerebrovascular disease,Diseases of the circulatory system,192,15,3.04,0.0004085736,1.62,5.35
300.9 ,Unspecified nonpsychotic mental...,Mental disorders,104,8,2.88,0.0104118145,1.19,6.08
595.0 ,Acute cystitis,Diseases of the genitourinary...,149,11,2.8,0.0038418865,1.33,5.33
564.1 ,Irritable bowel syndrome,Diseases of the digestive system,239,17,2.77,0.0005039074,1.53,4.71
428.9 ,"Heart failure, unspecified",Diseases of the circulatory system,248,17,2.65,0.0007704599,1.47,4.52
724.5 ,"Backache, unspecified",Diseases of the musculoskeletal...,330,22,2.64,0.0002230609,1.57,4.26
455.6 ,Unspecified hemorrhoids without...,Diseases of the circulatory system,114,8,2.61,0.0174606086,1.07,5.47
372.30 ,"Conjunctivitis, unspecified",Diseases of the nervous system,319,21,2.59,0.0003671967,1.52,4.21
536.8 ,Dyspepsia and other specified...,Diseases of the digestive system,438,27,2.47,0.0001373246,1.54,3.85
464.0 ,Acute laryngitis,Diseases of the respiratory system,168,11,2.45,0.0093835665,1.17,4.65
038.9 ,Unspecified septicemia,Infectious and parasitic diseases,186,12,2.42,0.0112192243,1.19,4.48
250 ,Diabetes mellitus,"Endocrine, nutritional and metabolic...",122,8,2.42,0.0251832369,1,5.07
729.4 ,"Fasciitis, unspecified",Diseases of the musculoskeletal...,123,8,2.4,0.0262935456,0.99,5.02
332.0 ,Paralysis agitans,Diseases of the nervous system,108,7,2.38,0.0372555275,0.91,5.22
466 ,Acute bvronchitis and bronchiolitis,Diseases of the respiratory system,128,8,2.3,0.0323609731,0.95,4.8
491.0 ,Simple chronic bronchitis,Diseases of the respiratory system,112,7,2.29,0.0440250237,0.88,5.01
461.9 ,"Acute sinusitis, unspecified",Diseases of the respiratory system,113,7,2.26,0.0458339482,0.87,4.96
786.50 ,"Chest pain, unspecified","Comorbidities, signs, and ill-defined...",148,9,2.24,0.0396048213,0.98,4.5
686.9 ,Unspecified local infection of...,Diseases of the skin and subcutaneous...,236,14,2.22,0.0090920271,1.16,3.95
290 ,Senile and presenile organic psychotic...,Mental disorders,99,6,2.2,0.0678510261,0.77,5.1
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,682,36,2.16,0.0002911132,1.42,3.21
894.0 ,Multiple and unspecified open...,Injury and poisoning,189,11,2.15,0.0245189189,1.03,4.07
578.9 ,Hemorrhage of gastrointestinal...,Diseases of the digestive system,246,14,2.12,0.0167701783,1.11,3.77
784.0 ,Headache,"Comorbidities, signs, and ill-defined...",420,23,2.11,0.0032945558,1.27,3.37
535.00 ,"Acute gastritis, without mention...",Diseases of the digestive system,342,19,2.11,0.0064730103,1.21,3.5
729.2 ,"Neuralgia, neuritis, and radiculitis,...",Diseases of the musculoskeletal...,195,11,2.08,0.02878327,0.99,3.93
780.6 ,Fever,"Comorbidities, signs, and ill-defined...",487,26,2.08,0.0024098584,1.29,3.25
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,529,28,2.08,0.0014162347,1.31,3.21
518.81 ,Acute respiratory failure,Diseases of the respiratory system,158,9,2.08,0.0486804181,0.91,4.18
285.9 ,"Anemia, unspecified",Diseases of the blood and blood-forming...,253,14,2.06,0.0189209037,1.08,3.65
535.50 ,"Unspecified gastritis and gastroduodenitis,...",Diseases of the digestive system,330,18,2.06,0.0095628143,1.16,3.45
848.9 ,Unspecified site of sprain and...,Injury and poisoning,142,8,2.05,0.0683213861,0.85,4.27
782.3 ,Edema,"Comorbidities, signs, and ill-defined...",434,23,2.04,0.0040354737,1.23,3.25
133.0 ,Scabies,Infectious and parasitic diseases,106,6,2.04,0.1298387155,0.72,4.72
708.9 ,"Urticaria, unspecified",Diseases of the skin and subcutaneous...,162,9,2.03,0.0534297552,0.89,4.07
780.2 ,Syncope and collapse,"Comorbidities, signs, and ill-defined...",125,7,2.03,0.0948788194,0.78,4.43
558.9 ,Other and unspecified noninfectious...,Diseases of the digestive system,627,32,2.03,0.0012510611,1.31,3.07
386.00 ,"Minihre's disease, unspecified",Diseases of the nervous system,107,6,2.02,0.1316889018,0.71,4.68
434.9 ,"Cerebral artery occlusion, unspecified",Diseases of the circulatory system,296,16,2.02,0.01807933,1.1,3.47
884.0 ,Multiple and unspecified open...,Injury and poisoning,108,6,2,0.1336353196,0.71,4.63
465.9 ,Acute upper respiratory infections...,Diseases of the respiratory system,2019,82,2,0.000077308,1.4,2.87
692.9 ,"Contact dermatitis and other eczema,...",Diseases of the skin and subcutaneous...,823,40,1.99,0.0005762625,1.33,2.92
571.40 ,"Chronic hepatitis, unspecified",Diseases of the digestive system,146,8,1.99,0.074378073,0.82,4.14
564.8 ,Other specified function disorder...,Diseases of the digestive system,128,7,1.98,0.100288046,0.76,4.31
533.90 ,"Peptic ulcer of unspecified site,...",Diseases of the digestive system,425,22,1.97,0.0062986127,1.18,3.17
533.9 ,"Peptic ulcer, site unspecified,...",Diseases of the digestive system,110,6,1.96,0.1378110913,0.69,4.53
380.4 ,Impacted cerumen,Diseases of the nervous system,151,8,1.92,0.0831230089,0.79,3.99
536.9 ,Unspecified functional disorder...,Diseases of the digestive system,814,38,1.87,0.0019030301,1.24,2.76
585 ,Chronic renal failure,Diseases of the genitourinary...,276,14,1.87,0.0397852208,0.98,3.31
414.9 ,"Chronic ischemic heart disease,...",Diseases of the circulatory system,493,24,1.85,0.0103223158,1.13,2.93
733.00 ,"Osteoporosis, unspecified",Diseases of the musculoskeletal...,238,12,1.84,0.0702392319,0.91,3.39
780.52 ,"Insomnia, unspecified","Comorbidities, signs, and ill-defined...",385,19,1.84,0.0250014702,1.06,3.05
366.10 ,"Senile cataract, unspecified",Diseases of the nervous system,343,17,1.84,0.0285188222,1.02,3.11
428 ,Heart failure,Diseases of the circulatory system,137,7,1.84,0.1201603166,0.71,4
402.90 ,Unspecified hypertensive heart...,Diseases of the circulatory system,500,24,1.82,0.015765212,1.11,2.88
789.0 ,Abdominal pain,"Comorbidities, signs, and ill-defined...",693,32,1.8,0.0067457458,1.16,2.71
564 ,"Functional digestive disorders,...",Diseases of the digestive system,265,13,1.79,0.0579002732,0.92,3.23
727.00 ,"Synovitis and tenosynovitis, unspecified",Diseases of the musculoskeletal...,142,7,1.77,0.1952339071,0.68,3.84
493 ,Asthma,Diseases of the respiratory system,122,6,1.76,0.1701799126,0.62,4.04
686.8 ,Other specified local infections...,Diseases of the skin and subcutaneous...,123,6,1.74,0.1733959388,0.61,4
564.0 ,Constipation,Diseases of the digestive system,1528,62,1.74,0.0016596872,1.22,2.47
582.9 ,Chronic glomerulonephritis with...,Diseases of the genitourinary...,123,6,1.74,0.1733959388,0.61,4
466.0 ,Acute bronchitis,Diseases of the respiratory system,1078,46,1.72,0.0038333572,1.18,2.5
682.9 ,Cellulitis and abscess of unspecified...,Diseases of the skin and subcutaneous...,276,13,1.71,0.0926029733,0.88,3.09
