disease_2,disease_name,category,count,co_occurrence,odds_ratio,p_value,95_ci_lower,95_ci_upper
493.10 ,"Intrinsic asthma, unspecified",Diseases of the respiratory system,2355,385,7.14,1.7862e-175,6.38,7.97
493 ,Asthma,Diseases of the respiratory system,10948,1740,7.08,< 0.0001,6.71,7.45
786.3 ,Hemoptysis,"Comorbidities, signs, and ill-defined...",4912,779,6.93,< 0.0001,6.41,7.49
483 ,Pneumonia due to other specified...,Diseases of the respiratory system,2298,355,6.67,6.64695e-154,5.93,7.47
491.20 ,Obstructive chronic bronchitis...,Diseases of the respiratory system,2735,404,6.33,8.35088e-168,5.68,7.04
496 ,"Chronic airway obstruction, not...",Diseases of the respiratory system,7312,1066,6.31,< 0.0001,5.9,6.74
486 ,"Pneumonia, organism unspecified",Diseases of the respiratory system,25239,3335,5.86,< 0.0001,5.65,6.09
494 ,Bronchiectasis,Diseases of the respiratory system,5628,759,5.73,1.43866e-287,5.3,6.19
493.9 ,"Asthma, unspecified",Diseases of the respiratory system,11527,1535,5.72,< 0.0001,5.42,6.05
493.00 ,"Extrinsic asthma, unspecified",Diseases of the respiratory system,6304,821,5.51,3.39355e-300,5.11,5.93
491 ,Chronic bronchitis,Diseases of the respiratory system,8339,1065,5.41,< 0.0001,5.06,5.77
137 ,Late effects of TB,Infectious and parasitic diseases,2371,304,5.36,3.04126e-110,4.74,6.05
493.91 ,"Asthma, unspecified type, with...",Diseases of the respiratory system,4331,540,5.21,5.66345e-189,4.75,5.71
493.90 ,"Asthma, unspecified type, unspecified",Diseases of the respiratory system,46167,5259,5.12,< 0.0001,4.97,5.28
011.90 ,"Pulmonary tuberculosis, unspecified,...",Infectious and parasitic diseases,3910,449,4.74,6.83866e-144,4.28,5.23
491.9 ,Unspecified chronic bronchitis,Diseases of the respiratory system,32030,3384,4.54,< 0.0001,4.37,4.71
786.9 ,Other symptoms involving respiratory...,"Comorbidities, signs, and ill-defined...",3129,334,4.36,8.217871e-99,3.88,4.88
477 ,Allergic rhinitis,Diseases of the respiratory system,28814,2931,4.31,< 0.0001,4.14,4.48
485 ,"Bronchopneumonia, organism unspecified",Diseases of the respiratory system,10731,1062,4.05,7.4401e-284,3.8,4.32
491.1 ,Mucopurulent chronic bronchitis,Diseases of the respiratory system,4314,426,4,3.76875e-114,3.61,4.42
